Budget,Spend USA,Clicks USA,Conv USA,Purch USA,Spend A,Clicks A,Conv A,Purch A,Spend B,Clicks B,Conv B,Purch B
Actual,0.7528175625232393,0.4667266736375446,0.5147995090233521,0.7904408185085787,0.15113823798100492,0.19922094286172062,0.1685342176177456,0.20955918149142036,0.09604419949575607,0.33405239748130167,0.3166662733589021,0.0
353,0.9098336158880549,0.8789716366128213,0.9044810699375657,0.921215869356502,0.09016638411194512,0.12102837255421435,0.09551893006243425,0.07878413064349735,0.0,0.0,0.0,0.0
