Budget,Spend New,Clicks New,Conv New,Purch New,Spend Existing,Clicks Existing,Conv Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Conv Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
353,0.21117355166635082,0.15512937476227204,0.15927864323701782,0.1620006604103924,0.0873966473837336,0.08765448542298254,0.08754047541832058,0.08746568044090765,0.7014298009499157,0.7572161306996472,0.7531808779098527,0.7505336560194797
