Budget,Spend Exact match,Clicks Exact match,Conv Exact match,Purch Exact match,Spend Phrase match,Clicks Phrase match,Conv Phrase match,Purch Phrase match,Spend Broad match,Clicks Broad match,Conv Broad match,Purch Broad match
Actual,0.02588982939779061,0.008673302385761127,0.0087863501056084,0.010778033667994997,0.05213109565781311,0.02119283968802817,0.02159914914832988,0.02402679849916853,0.9219790749443962,0.970133869997935,0.9696144979438295,0.9651951638026854
353,0.15057563972969104,0.10010420117687219,0.09977524520207245,0.09955944273994013,0.2228904802809741,0.20803463392508315,0.2071204500296737,0.20652072077862194,0.6265338799893351,0.6918611516097378,0.6931043063535866,0.693919837847641
