Keyword,Region,Match type,Cost,Clicks,t_Clicks_ActCost
mit professional development,USA,Broad match,64.97999999999999,57,54.75798
generative ai course,USA,Broad match,6.4,5,2.2925947
online ai and ml courses,USA,Phrase match,60.52,34,31.997946
mit xpro ai,USA,Broad match,58.41,59,54.952873
mit artificial intelligence course,USA,Phrase match,14.63,11,9.322323
generative ai certificate course,USA,Broad match,4.62,3,1.9363836
generative ai fundamentals course,USA,Broad match,10.4,10,6.1359205
generative ai online course,USA,Broad match,11.1,6,5.1207056
generative ai online program,USA,Broad match,7.92,8,4.602581
generative ai certificate program,USA,Broad match,5.8,4,2.8909607
generative ai foundations course,USA,Broad match,13.65,13,10.422264
mit generative ai certificate,USA,Broad match,5.8500000000000005,9,5.929641
generative ai certification online,USA,Broad match,2.98,1,0.24655455
online course generative ai,USA,Broad match,3.5,2,1.0914105
prompt engineering course,USA,Phrase match,1.02,1,0.18886918
mit professional development,A,Broad match,2.28,2,0.30732667
generative ai course,A,Broad match,2.52,3,0.2643795
generative ai courses,A,Broad match,2.04,2,0.21648109
generative ai online course,A,Broad match,1.27,1,0.18886912
online ai and ml courses,A,Phrase match,4.24,4,2.7089145
mit xpro ai,A,Broad match,4.64,4,1.1289883
generative ai fundamentals course,A,Broad match,2.52,4,0.36636615
generative ai online course,A,Broad match,2.84,2,0.8604963
generative ai online program,A,Broad match,2.12,4,0.49607992
generative ai foundations course,A,Broad match,6.25,5,3.4217453
online course generative ai,A,Broad match,2.64,3,0.9392774
mit professional development,B,Broad match,4.199999999999999,12,9.723212
generative ai course,B,Broad match,1.17,3,0.30858064
generative ai courses,B,Broad match,0.72,2,0.30858076
generative ai online course,B,Broad match,0.25,1,0.1453951
online ai and ml courses,B,Phrase match,3.92,8,5.451539
generative ai online program,B,Broad match,4.86,9,5.3014927
generative ai certificate program,B,Broad match,0.18,1,0.0
generative ai foundations course,B,Broad match,0.64,2,0.18786645
mit generative ai certificate,B,Broad match,1.23,3,0.22615552
online course generative ai,B,Broad match,0.21,1,0.0
professional certificate in ai,B,Phrase match,0.76,2,0.30858064
mit ai course,USA,Phrase match,15.04,8,6.1274853
