Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.0,0.02021292752139461,0.0,26.437305,0.0,44.09
B,0.0,0.005839321002989627,0.0,42.3076,0.0,29.57
USA,0.08263362327139982,0.08659817583381754,63.63533,66.68839,176.96999665664922,232.41
