Budget,Spend New,Clicks New,Conv New,Purch New,Spend Existing,Clicks Existing,Conv Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Conv Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0000000000000002,0.0,0.0,0.0,0.0
1776,0.002580523971733754,0.001203639160726198,0.001124608219756749,0.0011267550406258873,0.5181992478768387,0.5057074611867242,0.5311766001824518,0.5332884751252972,0.4792202281514277,0.49308889861696475,0.46769878961433675,0.46558476764794515
