Budget,Spend USA,Conv USA,Clicks USA,Purch USA,Spend A,Conv A,Clicks A,Purch A,Spend B,Conv B,Clicks B,Purch B
Actual,0.82324344141518,0.5473045305768851,0.4765770685168147,0.608574205017901,0.11591825745966298,0.24381968415945604,0.29413852364328447,0.26711716430785915,0.060838301125157444,0.20887578526365902,0.22928441272079095,0.124308630674239
1776,0.5414913676301755,0.5020278075530227,0.4219221993842628,0.5095656419093828,0.44079888559614216,0.48141821815180147,0.5605394272437764,0.4814413842510494,0.017709746773682405,0.016553974295175737,0.017538369380073065,0.008992973839567722
