Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Conv,Act_Conv,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Conv_Region_A,Act_Conv_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Conv_Region_USA,Act_Conv_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Conv_Region_B,Act_Conv_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Conv_Origin_new,Act_Conv_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Conv_Origin_existing,Act_Conv_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Conv_Origin_existing searches,Act_Conv_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches
2025-07-01,1776,519.6973,174.25113,1143.826574902801,202,1776.2700059931412,1713.15,10.065031078245111,3.5501510597025265,0.3261527053769774,0.10539272259036213,142,66,,,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.585065841674805,0.9075329899787904,-0.0004445486988698,626.0600058619416,177.05,324.3025,55.15861,5.485860982944792,0.9330563630482693,0.17656459681003367,0.030030786608489596,1150.2100001311996,1454.4800000000002,195.39488,83.20076,4.579170095300322,1.949848390878236,0.14958810856694377,0.06369585027713304,0.0,81.61999999999999,0.0,35.891773,0.0,0.6672463057760207,0.0,0.0116660857047395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1102.190003218409,1713.15,245.9294,174.25113,5.158827612743919,3.5501510597025265,0.16776815004518178,0.10539272259036211,674.0800027747325,0.0,273.76797,0.0,4.906203554900403,0.0,0.15838455825220654,0.0
2025-07-02,1776,407.43484,159.7042,1239.9458178003274,189,1775.3100045847139,1447.09,7.762683693557654,3.317330824021996,0.24598827140742593,0.09829021931143798,97,72,0.0765820204702748,0.9278350515463918,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.630330562591553,0.9065398573875428,-0.0004554056422332,869.9900044535661,137.57,259.47192,39.568745,4.3891955193351535,0.6693400097362769,0.1412679868485863,0.021542971889978547,871.5299998688511,1227.53,128.54228,85.575874,3.0124486242079622,2.0055104831218333,0.09840789542036155,0.06551416820905347,33.79000026229676,81.99,19.420639,34.55959,0.3610395500145391,0.6424803311638858,0.006312389138478107,0.011233079212405989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.220013002191,1447.09,225.66418,159.7042,4.419799694800076,3.317330824021996,0.143118619643987,0.098290219311438,565.0899915825229,0.0,181.77068,0.0,3.3428842071328937,0.0,0.10286965838395613,0.0
2025-07-03,1776,300.2585,139.89594,1323.053880231219,182,1776.8500000000095,1058.3000000000002,5.887476204318582,2.734769555455375,0.18709997275409612,0.07725242449093465,215,71,0.2778335555058578,0.9534883720930233,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.729728698730469,0.9044392108917236,-0.0002467933194519,817.8199986609685,174.00000000000003,166.07414,52.718502,2.809289745947933,0.8917797070421505,0.09041809715156071,0.02870228117460332,934.1400007865117,799.38,120.46141,45.88626,2.8230692763563265,1.07536590378225,0.09222142541440083,0.03512906230088811,24.890000552528747,84.92,13.7229805,41.291172,0.2551171820143242,0.7676239446309753,0.004460450188134545,0.013421081015443207,7.379999803961962,0.0,0.6118266,0.0,0.014338441378022372,0.0,0.0004683949888076172,0.0,1423.6700018051577,1058.3000000000002,233.55692,139.89594,4.604666983179255,2.7347695554553755,0.14924509567315022,0.07725242449093465,345.7999983908896,0.0,66.089775,0.0,1.2684708933906461,0.0,0.03738648566948361,0.0
2025-07-04,1776,455.61572,132.35315,1638.5547275603853,165,1776.8500000000338,861.3199999999999,8.653589676895962,2.622640734741453,0.22219094994650385,0.07444101677095899,160,56,2.177825166043251,0.9375,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.482082843780518,0.9093512296676636,-0.0004108303501248,573.8396877641155,151.57999999999998,154.48463,44.877457,2.6132435528361726,0.7591416011692442,0.08410827319675486,0.024433271486259945,650.05968145821,625.0699999999999,91.263336,48.974915,2.138798801331724,1.1477500284114803,0.06986830815147438,0.03749364017596494,552.9506307777083,84.67,209.8677,38.500782,3.901547322728066,0.7157491051607282,0.06821436859827465,0.012514105108734108,1.4596992423481083,0.0,0.12410253,0.0,0.0023071291594924156,0.0,4.033767781634886e-05,0.0,1361.9836044656845,861.3199999999999,292.14798,132.35315,5.673443139999035,2.6226407347414527,0.16121872804308887,0.07444101677095899,413.40669629200096,0.0,163.34361,0.0,2.977839783790237,0.0,0.06093189350375251,0.0
2025-07-05,1776,268.9549,163.46797,1299.6086295199557,230,1776.8500000000586,1225.3400000000001,5.324388236084939,3.4167385389688967,0.1697592457543369,0.10246052874236637,337,63,0.37143138155624766,0.9673590504451038,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.7426276206970215,0.9040099382400512,-0.0004766450657385,807.3900133856147,135.38,142.17964,40.296036,2.4050932764255966,0.6816429067460344,0.07740887455275164,0.021938945476782264,858.3900127223989,1017.1400000000001,116.09561,91.90315,2.720754744012816,2.153793372828566,0.08887910856360624,0.07035813699432221,111.06997389204469,72.82000000000001,10.679654,31.268766,0.1985402156465264,0.5813022593942963,0.0034712626379790404,0.010163446271261894,1.2799999942730358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1421.7800260776412,1225.3400000000001,232.56708,163.46797,4.566204940330445,3.4167385389688976,0.14761937108015455,0.10246052874236639,353.78997392814415,0.0,36.387825,0.0,0.7581832876250583,0.0,0.02213987449922607,0.0
2025-07-06,1776,329.47992,155.55232,1297.3105449621598,184,1776.7900003012396,1422.94,6.3760251900366285,3.196802767578479,0.20589415534058192,0.09459890119173053,290,62,0.6531732502265459,0.7965517241379311,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.769235134124756,0.9034374952316284,-0.0004162216472202,790.075732715855,152.03,204.46521,43.871323,3.4587088928694367,0.7421220247087911,0.11131990822431592,0.023885489713269353,966.5890821129033,1189.06,122.44277,78.11708,2.86950322479282,1.8307103580484478,0.09373828684897367,0.059803958816781896,20.125185472481434,81.85000000000001,2.5719078,33.56392,0.04781307237437213,0.6239703848212402,0.0008359602672923234,0.010909452661679276,2.459999904034243,0.0,0.29050994,0.0,0.006808235768259012,0.0,0.00022240517169189926,0.0,1297.1366210927413,1422.94,234.88312,155.55232,4.607081536769192,3.196802767578479,0.14914283392799663,0.09459890119173053,477.1933793044642,0.0,94.30626,0.0,1.762135415844548,0.0,0.0565289162658308,0.0
2025-07-07,1776,449.1743,182.29073,1376.2338087805967,219,1776.8500000000024,1817.8500000000001,8.584730149790953,3.804880620405486,0.2780111119178232,0.11871710767779436,89,74,0.9308591900637897,0.7078651685393258,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.898453712463379,0.9007375836372375,-0.000229280990289,886.3397056044988,186.22,297.853,58.22444,5.038445600394056,0.9849175745163774,0.16216435646995273,0.03169996012954938,890.5102943955036,1577.8700000000001,151.32127,105.98807,3.5462845493968937,2.4838795639366045,0.1158467554478704,0.08114108848210264,0.0,53.76,0.0,18.078232,0.0,0.3360834819525042,0.0,0.005876059066142361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1209.800301510345,1817.8500000000001,233.07692,182.29073,4.571879046963953,3.8048806204054864,0.14823713447082285,0.11871710767779436,567.0496984896573,0.0,216.09738,0.0,4.012851102826999,0.0,0.1297739774470003,0.0
2025-07-08,1776,451.8929,190.34026,1260.7728171384451,221,1776.8499999996384,1889.76,8.536797620096456,3.909733815394594,0.27619091559785997,0.11650184022872377,104,69,1.8243102058867469,0.7403846153846154,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.527390956878662,0.9081747531890868,-0.0004334105808029,881.2400073069534,176.45,314.66846,56.182507,5.322893364726971,0.9503764508530445,0.1713194198190055,0.030588240457479206,889.200005522698,1639.8799999999999,136.80864,96.037346,3.2061742039371284,2.2506797640839604,0.10473634412386401,0.07352313233455772,6.40998716998702,73.42999999999999,0.41580635,38.1204,0.007730051432354304,0.7086776004575893,0.00013515165499044485,0.012390467436686836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1363.1999941972726,1889.76,292.4447,190.34026,5.6771980227695025,3.909733815394594,0.18396459592093775,0.11650184022872377,413.65000580236557,0.0,159.44823,0.0,2.8596000342411876,0.0,0.09222633382530344,0.0
2025-07-09,1776,508.541,192.9338,1119.788865378201,254,1775.690001530615,1945.7099999999996,9.945884326946434,3.9677574446681048,0.3181581481174739,0.11749546443005131,44,72,0.05945447733180539,0.8409090909090909,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.6227874755859375,0.9061644077301024,-0.0003869899485959,619.9899806117415,186.39000000000004,290.95886,54.188408,4.921824226488988,0.9166445202878005,0.15841085160954935,0.029502564984040712,1124.8600199593104,1676.5299999999997,202.08572,97.37241,4.735973087089827,2.2819678775643255,0.15471040419503215,0.07454522359099722,30.84000095956299,82.79,15.496457,41.372997,0.28808701336761855,0.7691450468159788,0.005036892312892372,0.013447675855013401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183.5000136015694,1945.7099999999996,259.65225,192.9338,5.534585143229228,3.9677574446681048,0.1801107346646137,0.11749546443005134,592.1899879290453,0.0,248.88878,0.0,4.411299580972739,0.0,0.13804742636787268,0.0
2025-07-10,1776,627.60376,201.2495,1143.1286347450796,274,1776.754985996698,1891.9400000000003,11.724518512112029,4.073786291201441,0.37927680767176475,0.1126078425702073,139,84,0.9369527397881381,0.9280575539568345,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.71734094619751,0.904180645942688,-0.0005435777272818,888.4250000000129,157.02,457.6466,45.646618,7.741494874516329,0.7721526389332625,0.2491630621839389,0.024852036862201145,888.3299859966851,1586.7700000000002,169.95709,84.3964,3.9830236375957,1.9778689633201838,0.13011374548782575,0.06461120051425477,0.0,148.15,0.0,71.20648,0.0,1.3237646889479937,0.0,0.02314460519375139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.0199833137973,1891.9400000000003,269.6886,201.2495,5.473558808069788,4.07378629120144,0.1777469539951882,0.1126078425702073,790.7350026829007,0.0,357.91516,0.0,6.250959624724836,0.0,0.201529851209839,0.0
