Campaign,Hour of the day,Clicks
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,14,70
Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,14,42
Course - System Thinking - Run 16 - Search - Lead Gen - US - Phrase,14,105
Course - System Thinking - Run 17 - Search - Prospecting - USA,14,362
Course - System Thinking - Run 17 - Search - Prospecting - A,14,370
Course - System Thinking - Run 17 - Search - Prospecting - B,14,461
Lifetime Campaign - Leadership Principles  - US (Run 3),15,260
Lifetime Campaign - Leadership Principles  - A (Run 3),15,197
Lifetime Campaign - Leadership Principles  - B (Run 3),15,498
Lifetime Campaign - Leadership Principles  - C (Run 3),15,56
Lifetime Campaign - Organizational Strategy  - US (Run 1),15,216
Lifetime Campaign - Organizational Strategy  - A (Run 1),15,52
Lifetime Campaign - Organizational Strategy  - C (Run 1),15,60
Lifetime Campaign - Organizational Strategy  - B (Run 1),15,218
Course - System Thinking - Run 12 - Search - Lead Gen - US,15,"2,743"
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,15,"1,968"
Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,15,"2,396"
System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,15,250
Lifetime Campaign - Technical Innovation  - B (Run 1),15,66
Lifetime Campaign - Technical Innovation  - US (Run 1),15,89
Lifetime Campaign - Technical Innovation  - A (Run 1),15,50
Lifetime Campaign - Technical Innovation  - C (Run 1),15,23
Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,15,712
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,15,615
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,15,749
Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,15,161
Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,15,182
Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,15,37
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,15,71
Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,15,16
Course - System Thinking - Run 16 - Search - Lead Gen - US - Phrase,15,103
Course - System Thinking - Run 17 - Search - Prospecting - USA,15,364
Course - System Thinking - Run 17 - Search - Prospecting - A,15,315
Course - System Thinking - Run 17 - Search - Prospecting - B,15,408
Lifetime Campaign - Leadership Principles  - US (Run 3),16,240
Lifetime Campaign - Leadership Principles  - A (Run 3),16,157
Lifetime Campaign - Leadership Principles  - B (Run 3),16,398
Lifetime Campaign - Leadership Principles  - C (Run 3),16,21
Lifetime Campaign - Organizational Strategy  - US (Run 1),16,198
Lifetime Campaign - Organizational Strategy  - A (Run 1),16,58
Lifetime Campaign - Organizational Strategy  - C (Run 1),16,44
Lifetime Campaign - Organizational Strategy  - B (Run 1),16,207
Course - System Thinking - Run 12 - Search - Lead Gen - US,16,"2,584"
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,16,"2,184"
Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,16,"2,207"
System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,16,195
Lifetime Campaign - Technical Innovation  - B (Run 1),16,69
Lifetime Campaign - Technical Innovation  - US (Run 1),16,91
Lifetime Campaign - Technical Innovation  - A (Run 1),16,39
Lifetime Campaign - Technical Innovation  - C (Run 1),16,21
Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,16,683
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,16,622
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,16,697
Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,16,102
Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,16,161
Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,16,38
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,16,54
Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,16,12
Course - System Thinking - Run 16 - Search - Lead Gen - US - Phrase,16,99
Course - System Thinking - Run 17 - Search - Prospecting - USA,16,353
Course - System Thinking - Run 17 - Search - Prospecting - A,16,283
Course - System Thinking - Run 17 - Search - Prospecting - B,16,333
Lifetime Campaign - Leadership Principles  - US (Run 3),17,210
Lifetime Campaign - Leadership Principles  - A (Run 3),17,117
Lifetime Campaign - Leadership Principles  - B (Run 3),17,278
Lifetime Campaign - Leadership Principles  - C (Run 3),17,30
Lifetime Campaign - Organizational Strategy  - US (Run 1),17,174
Lifetime Campaign - Organizational Strategy  - A (Run 1),17,54
Lifetime Campaign - Organizational Strategy  - C (Run 1),17,11
Lifetime Campaign - Organizational Strategy  - B (Run 1),17,162
Course - System Thinking - Run 12 - Search - Lead Gen - US,17,"2,261"
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,17,"1,897"
Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,17,"1,866"
System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,17,179
Lifetime Campaign - Technical Innovation  - B (Run 1),17,78
Lifetime Campaign - Technical Innovation  - US (Run 1),17,75
Lifetime Campaign - Technical Innovation  - A (Run 1),17,33
Lifetime Campaign - Technical Innovation  - C (Run 1),17,19
Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,17,494
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,17,461
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,17,577
Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,17,61
Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,17,115
Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,17,35
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,17,45
Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,17,7
Course - System Thinking - Run 16 - Search - Lead Gen - US - Phrase,17,67
Course - System Thinking - Run 17 - Search - Prospecting - USA,17,305
Course - System Thinking - Run 17 - Search - Prospecting - A,17,197
Course - System Thinking - Run 17 - Search - Prospecting - B,17,288
Lifetime Campaign - Leadership Principles  - US (Run 3),18,208
Lifetime Campaign - Leadership Principles  - A (Run 3),18,113
Lifetime Campaign - Leadership Principles  - B (Run 3),18,255
Lifetime Campaign - Leadership Principles  - C (Run 3),18,26
Lifetime Campaign - Organizational Strategy  - US (Run 1),18,130
Lifetime Campaign - Organizational Strategy  - A (Run 1),18,35
Lifetime Campaign - Organizational Strategy  - C (Run 1),18,20
Lifetime Campaign - Organizational Strategy  - B (Run 1),18,161
Course - System Thinking - Run 12 - Search - Lead Gen - US,18,"2,026"
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,18,"1,370"
Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,18,"1,516"
System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,18,166
Lifetime Campaign - Technical Innovation  - B (Run 1),18,60
Lifetime Campaign - Technical Innovation  - US (Run 1),18,61
Lifetime Campaign - Technical Innovation  - A (Run 1),18,34
Lifetime Campaign - Technical Innovation  - C (Run 1),18,10
Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,18,462
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,18,366
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,18,469
Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,18,56
Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,18,102
Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,18,15
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,18,41
Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,18,14
Course - System Thinking - Run 16 - Search - Lead Gen - US - Phrase,18,55
Course - System Thinking - Run 17 - Search - Prospecting - USA,18,292
Course - System Thinking - Run 17 - Search - Prospecting - A,18,133
Course - System Thinking - Run 17 - Search - Prospecting - B,18,174
Lifetime Campaign - Leadership Principles  - US (Run 3),19,174
Lifetime Campaign - Leadership Principles  - A (Run 3),19,95
Lifetime Campaign - Leadership Principles  - B (Run 3),19,243
Lifetime Campaign - Leadership Principles  - C (Run 3),19,31
Lifetime Campaign - Organizational Strategy  - US (Run 1),19,137
Lifetime Campaign - Organizational Strategy  - A (Run 1),19,32
Lifetime Campaign - Organizational Strategy  - C (Run 1),19,13
Lifetime Campaign - Organizational Strategy  - B (Run 1),19,139
Course - System Thinking - Run 12 - Search - Lead Gen - US,19,"1,832"
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,19,"1,022"
Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,19,"1,502"
System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,19,143
Lifetime Campaign - Technical Innovation  - B (Run 1),19,64
Lifetime Campaign - Technical Innovation  - US (Run 1),19,43
Lifetime Campaign - Technical Innovation  - A (Run 1),19,20
Lifetime Campaign - Technical Innovation  - C (Run 1),19,8
Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,19,409
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,19,252
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,19,299
Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,19,57
Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,19,91
Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,19,17
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,19,28
Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,19,16
Course - System Thinking - Run 16 - Search - Lead Gen - US - Phrase,19,53
Course - System Thinking - Run 17 - Search - Prospecting - USA,19,310
Course - System Thinking - Run 17 - Search - Prospecting - A,19,85
Course - System Thinking - Run 17 - Search - Prospecting - B,19,111
Lifetime Campaign - Leadership Principles  - US (Run 3),20,198
Lifetime Campaign - Leadership Principles  - A (Run 3),20,95
Lifetime Campaign - Leadership Principles  - B (Run 3),20,201
Lifetime Campaign - Leadership Principles  - C (Run 3),20,51
Lifetime Campaign - Organizational Strategy  - US (Run 1),20,139
Lifetime Campaign - Organizational Strategy  - A (Run 1),20,30
Lifetime Campaign - Organizational Strategy  - C (Run 1),20,16
Lifetime Campaign - Organizational Strategy  - B (Run 1),20,101
Course - System Thinking - Run 12 - Search - Lead Gen - US,20,"1,717"
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,20,844
Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,20,"1,555"
System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,20,144
Lifetime Campaign - Technical Innovation  - B (Run 1),20,48
Lifetime Campaign - Technical Innovation  - US (Run 1),20,58
Lifetime Campaign - Technical Innovation  - A (Run 1),20,19
Lifetime Campaign - Technical Innovation  - C (Run 1),20,19
Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,20,396
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,20,224
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,20,277
Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,20,63
Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,20,90
Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,20,12
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,20,20
Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,20,25
Course - System Thinking - Run 16 - Search - Lead Gen - US - Phrase,20,48
Course - System Thinking - Run 17 - Search - Prospecting - USA,20,276
Course - System Thinking - Run 17 - Search - Prospecting - A,20,78
Course - System Thinking - Run 17 - Search - Prospecting - B,20,162
Lifetime Campaign - Leadership Principles  - US (Run 3),21,182
Lifetime Campaign - Leadership Principles  - A (Run 3),21,105
Lifetime Campaign - Leadership Principles  - B (Run 3),21,205
Lifetime Campaign - Leadership Principles  - C (Run 3),21,112
Lifetime Campaign - Organizational Strategy  - US (Run 1),21,146
Lifetime Campaign - Organizational Strategy  - A (Run 1),21,51
Lifetime Campaign - Organizational Strategy  - C (Run 1),21,27
Lifetime Campaign - Organizational Strategy  - B (Run 1),21,85
Course - System Thinking - Run 12 - Search - Lead Gen - US,21,"1,741"
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,21,733
Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,21,"1,457"
System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,21,173
Lifetime Campaign - Technical Innovation  - B (Run 1),21,47
Lifetime Campaign - Technical Innovation  - US (Run 1),21,65
Lifetime Campaign - Technical Innovation  - A (Run 1),21,15
Lifetime Campaign - Technical Innovation  - C (Run 1),21,19
Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,21,344
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,21,180
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,21,264
Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,21,108
Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,21,100
Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,21,6
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,21,26
Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,21,32
Course - System Thinking - Run 16 - Search - Lead Gen - US - Phrase,21,48
Course - System Thinking - Run 17 - Search - Prospecting - USA,21,268
Course - System Thinking - Run 17 - Search - Prospecting - A,21,76
Course - System Thinking - Run 17 - Search - Prospecting - B,21,140
Lifetime Campaign - Leadership Principles  - US (Run 3),22,178
Lifetime Campaign - Leadership Principles  - A (Run 3),22,86
Lifetime Campaign - Leadership Principles  - B (Run 3),22,231
Lifetime Campaign - Leadership Principles  - C (Run 3),22,163
Lifetime Campaign - Organizational Strategy  - US (Run 1),22,132
Lifetime Campaign - Organizational Strategy  - A (Run 1),22,41
Lifetime Campaign - Organizational Strategy  - C (Run 1),22,47
Lifetime Campaign - Organizational Strategy  - B (Run 1),22,94
Course - System Thinking - Run 12 - Search - Lead Gen - US,22,"1,530"
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,22,674
Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,22,"1,304"
System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,22,142
Lifetime Campaign - Technical Innovation  - B (Run 1),22,19
Lifetime Campaign - Technical Innovation  - US (Run 1),22,67
Lifetime Campaign - Technical Innovation  - A (Run 1),22,12
Lifetime Campaign - Technical Innovation  - C (Run 1),22,33
Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,22,311
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,22,181
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,22,262
Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,22,143
Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,22,100
Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,22,13
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,22,38
Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,22,42
Course - System Thinking - Run 16 - Search - Lead Gen - US - Phrase,22,46
Course - System Thinking - Run 17 - Search - Prospecting - USA,22,190
Course - System Thinking - Run 17 - Search - Prospecting - A,22,66
Course - System Thinking - Run 17 - Search - Prospecting - B,22,145
Lifetime Campaign - Leadership Principles  - US (Run 3),23,171
Lifetime Campaign - Leadership Principles  - A (Run 3),23,89
Lifetime Campaign - Leadership Principles  - B (Run 3),23,242
Lifetime Campaign - Leadership Principles  - C (Run 3),23,247
Lifetime Campaign - Organizational Strategy  - US (Run 1),23,109
Lifetime Campaign - Organizational Strategy  - A (Run 1),23,32
Lifetime Campaign - Organizational Strategy  - C (Run 1),23,59
Lifetime Campaign - Organizational Strategy  - B (Run 1),23,63
Course - System Thinking - Run 12 - Search - Lead Gen - US,23,"1,239"
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,23,635
Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,23,"1,059"
System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,23,155
Lifetime Campaign - Technical Innovation  - B (Run 1),23,39
Lifetime Campaign - Technical Innovation  - US (Run 1),23,68
Lifetime Campaign - Technical Innovation  - A (Run 1),23,26
Lifetime Campaign - Technical Innovation  - C (Run 1),23,33
Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact,23,242
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,23,156
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,23,301
Course - System Thinking - Run 14 - Search - Lead Gen - C - Exact & Phrase,23,124
Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,23,61
Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,23,8
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,23,45
Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad,23,35
Course - System Thinking - Run 16 - Search - Lead Gen - US - Phrase,23,32
Course - System Thinking - Run 17 - Search - Prospecting - USA,23,168
Course - System Thinking - Run 17 - Search - Prospecting - A,23,85
Course - System Thinking - Run 17 - Search - Prospecting - B,23,149
