Day,k_policy,Hist_MSE,Hist_R2,Hist_Bias,CV_Score,best_params
2025-12-02,full,2.0685245990753174,0.900302529335022,0.0001790001770631191,2.949871301651001,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-01,full,2.020794630050659,0.9025059342384338,0.00014199882558491646,2.8673476219177245,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-03,full,1.965264916419983,0.9054325819015503,4.176706408235046e-05,2.7220820426940917,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-04,full,1.9689663648605347,0.9054290652275085,-2.7754956019393494e-05,2.3488696813583374,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-05,full,2.0605266094207764,0.9011065363883972,-0.0001869206221396785,2.7722201347351074,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-06,full,1.9132004976272583,0.9082560539245605,0.00015067869957626712,2.5954508066177366,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-07,full,2.027559280395508,0.9028160572052002,-0.0002291200987437866,2.772925090789795,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-08,full,1.8913846015930176,0.9100241661071777,-0.00017587595290051726,2.99007408618927,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-09,full,1.966252326965332,0.9066025018692017,-2.3623746575468905e-06,2.4992184162139894,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-10,full,2.013036012649536,0.9046335220336914,2.516099666082226e-07,2.684606695175171,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-11,full,2.0454888343811035,0.9031574130058289,-4.4694110310201826e-05,2.4332321166992186,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-12,full,1.9972978830337524,0.9055827260017395,0.0001412685625666776,2.4822628021240236,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-13,full,2.109459638595581,0.9005891680717468,2.3360842703464756e-05,2.6127963781356813,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-14,full,2.0563857555389404,0.9033588171005249,-0.0001543277701177315,2.5965089797973633,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
