Budget,Spend Exact match,Clicks Exact match,Purch Exact match,Spend Phrase match,Clicks Phrase match,Purch Phrase match,Spend Broad match,Clicks Broad match,Purch Broad match
Actual,0.02588982939779061,0.008673302385761127,0.01041901121678239,0.05213109565781311,0.02119283968802817,0.023693544716428188,0.9219790749443962,0.970133869997935,0.965887440170131
353,0.1517428447211545,0.10149769433164607,0.10067881302161509,0.24949884197632988,0.23084553129070676,0.22660198535118928,0.5987583133025155,0.6676567815257335,0.672719202699914
