Budget,Spend USA,Clicks USA,Purch USA,Spend A,Clicks A,Purch A,Spend B,Clicks B,Purch B
Actual,0.7528175625232393,0.4667266736375446,0.753356084528688,0.15113823798100492,0.19922094286172062,0.1893329461112728,0.09604419949575607,0.33405239748130167,0.05731096936003866
353,0.9361869855717324,0.9255225209186466,0.9556127163948969,0.06250250614916872,0.07269242213271619,0.044191383585164286,0.0013105082790987443,0.0017850650696353838,0.000195900019938737
