Budget,Spend New,Clicks New,Purch New,Spend Existing,Clicks Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
353,0.2239464585044538,0.16923851969158885,0.17387832077734916,0.08448659115125884,0.08599931343902695,0.08589773348929208,0.6915669503442872,0.7447621786086488,0.7402239489441906
