Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches,Opt_Cost_Match_Exact match,Act_Cost_Match_Exact match,Opt_Clicks_Match_Exact match,Act_Clicks_Match_Exact match,Opt_Purch_Match_Exact match,Act_Purch_Match_Exact match,Opt_Cost_Match_Phrase match,Act_Cost_Match_Phrase match,Opt_Clicks_Match_Phrase match,Act_Clicks_Match_Phrase match,Opt_Purch_Match_Phrase match,Act_Purch_Match_Phrase match,Opt_Cost_Match_Broad match,Act_Cost_Match_Broad match,Opt_Clicks_Match_Broad match,Act_Clicks_Match_Broad match,Opt_Purch_Match_Broad match,Act_Purch_Match_Broad match
2025-12-11,353,135.16624,154.3391,440.46536161403026,218,353.9900000000008,332.15,0.16295186922982033,0.11871987724279069,454,42,0.24902220261213545,0.788546255506608,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.001908302307129,0.9052206873893738,1.4859036078379228e-05,0.0,36.96,0.0,57.817764,0.0,0.007980042730357592,277.02000076294354,245.10999999999999,111.62981,69.18388,0.14495683418532337,0.08983868443772959,76.96999923705725,50.08,23.536434,27.337463,0.017995035044496954,0.02090115007470351,20.249999695011805,0.0,6.057374,0.0,0.007865799699642762,0.0,19.17999997577623,332.15,8.789406,154.3391,0.009793434199121282,0.11871987724279069,314.5600003292128,0.0,120.31947,0.0,0.14529263205278764,0.0,97.12000076093233,9.92,27.37169,1.4578161,0.03234515156735096,0.0011188548326946067,105.83999977878665,19.209999999999997,42.300255,2.9926612,0.05024969633931761,0.0029806267321725428,151.02999946028183,303.02000000000004,65.49431,149.8886,0.08035701811722323,0.11462039892837292
2025-12-12,353,78.231445,145.00725,198.7913479573307,199,353.9200101045619,327.43000000000006,0.09231453197272019,0.11551166280167764,487,36,0.28849459182942944,0.9075975359342916,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.030755519866944,0.9040011167526244,-7.85513968873138e-05,0.0,33.08,0.0,54.85363,0.0,0.007570932661934391,326.6200097355588,265.49999999999994,60.866154,73.05924,0.07903771066183046,0.09487103911406847,27.300000369003172,28.850000000000005,17.365292,17.094378,0.013276821310889718,0.013069691025674783,80.6000024643644,0.0,8.859029,0.0,0.011503887030164441,0.0,40.72000118641323,327.43000000000006,9.188027,145.00725,0.011931107937908527,0.11551166280167764,232.6000064537843,0.0,60.18439,0.0,0.06887953948143374,0.0,21.050000651851292,3.73,3.9024343,0.38880342,0.005067504301910585,0.0003904702695321094,153.86000456327582,17.68,28.193861,2.6070125,0.03622693282135385,0.003272944227382921,179.01000488943487,306.02,46.135147,142.01144,0.05102009676201833,0.11184825360482162
2025-12-13,353,121.73044,137.99945,248.4562248292154,187,353.92000006782814,329.93,0.15478917789332075,0.10798501483830877,344,35,0.32408607945597606,0.877906976744186,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0025081634521484,0.9056293964385986,-0.0001757629324052,0.0,34.809999999999995,0.0,51.96236,0.0,0.007171877822076925,341.39000001844295,260.11,115.58084,65.60542,0.15008743802954674,0.08519187625906058,12.530000049385196,35.010000000000005,6.149596,20.431679,0.004701739863774012,0.015621260757171277,78.76000110039446,0.0,28.91166,0.0,0.03754322179116715,0.0,37.159999963938546,329.93,14.210823,137.99945,0.018165483271531637,0.10798501483830877,237.99999900349513,0.0,78.607956,0.0,0.09908047163780008,0.0,47.360000684860495,20.84,8.088592,2.9799137,0.010503436172224991,0.0034612661804501533,54.58000075414189,11.04,12.984507,3.9098399,0.016780757306084818,0.0018079833012850646,251.97999862882577,298.05,100.65735,131.10971,0.12750498441501096,0.10271577147044647
2025-12-14,353,116.27556,163.9021,262.4521145837883,222,353.9899999999999,364.54,0.15098957284636552,0.1333440446610485,371,40,0.3275370234395591,0.7978436657681941,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9986356496810915,0.9060728549957277,-0.0001142682293419,0.0,29.900000000000002,0.0,46.765907,0.0,0.006454660134277939,353.9899999999999,255.29,116.27556,69.91096,0.15098957284636552,0.09078283546116309,0.0,79.34999999999998,0.0,47.22522,0.0,0.03610654906560745,116.82000277727438,0.0,33.414307,0.0,0.04339012468243165,0.0,27.54000084241985,364.54,9.221406,163.9021,0.011974451702100777,0.1333440446610485,209.62999638030573,0.0,73.639854,0.0,0.09562499274665331,0.0,89.70999596742558,16.619999999999997,21.137377,3.1526508,0.02744792907847534,0.002886657774761987,131.77000230742436,6.279999999999999,43.393272,0.53011584,0.05634831512539261,0.0006768428321015988,132.51000172514995,341.64,51.74491,160.21933,0.067193321212138,0.12978054265570854
2025-12-15,353,121.53752,152.32489,225.57611914611223,220,353.98999999999285,346.34000000000003,0.15735058139570296,0.1252265823099465,334,38,0.41979642688317964,0.9491017964071856,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0460400581359863,0.9042950868606568,-0.0002677258841001,0.0,29.330000000000002,0.0,46.79351,0.0,0.006458469411619706,351.49999995218775,251.78,120.65381,71.317924,0.1566749273365192,0.09260985190224878,2.490000047805142,65.23,0.8837153,34.213448,0.0006756540591837535,0.026158260996078,101.0199997689306,0.0,33.27492,0.0,0.04320912607673786,0.0,58.187850628981266,346.34000000000003,19.736769,152.32489,0.025277579297866965,0.1252265823099465,194.782149602081,0.0,68.52583,0.0,0.08886387602109812,0.0,10.027850610136909,14.489999999999998,3.689506,1.9752498,0.004791006070973689,0.002054199062032874,10.419999823044188,13.25,4.8471723,3.9548895,0.006294292890880501,0.0027311270712445605,333.54214956681176,318.6,113.00084,146.39474,0.1462652873874218,0.12044124966694596
2025-12-16,353,194.10165,156.51152,305.56086241797226,218,353.8999973751873,340.7199999999999,0.22358413815074174,0.11930424443107897,399,39,0.3051441704567899,0.9548872180451128,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0746920108795166,0.903444230556488,1.809552611740689e-05,0.0,39.41,0.0,57.98193,0.0,0.008002702533845498,301.95999735736666,248.91,140.79257,67.3604,0.18282609767789076,0.0874708071695473,51.94000001782059,52.4,53.30909,31.169182,0.04075804047285097,0.023830734727686164,26.98000047184172,0.0,3.7862191,0.0,0.00491659307972916,0.0,38.67000031574958,340.7199999999999,14.5052185,156.51152,0.01670131905018124,0.11930424443107897,288.249996587596,0.0,175.81021,0.0,0.20196622767876826,0.0,90.18999907249957,5.83,43.498505,0.6635818,0.05273707997482761,0.000653657499746811,165.37999987232496,20.36,77.954056,3.7579641,0.08927934689366901,0.0035486414893599614,98.32999843036275,314.53000000000003,72.6491,152.08997,0.08156771769410215,0.11510195136864076
2025-12-17,353,49.785915,128.59319,182.1930679166232,187,353.98999999988774,300.26,0.06098006325991756,0.10874332386362531,434,43,0.3235179971676879,0.9493087557603687,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9443849325180051,0.909841537475586,-4.342839538600218e-05,0.0,28.7,0.0,39.330135,0.0,0.005428369213468776,337.7000000448865,228.72999999999996,42.914215,65.67164,0.05572623056098626,0.0852778801943641,16.289999955001193,42.83,6.8717003,23.59142,0.005253832698931302,0.018037074455792435,135.54999834142689,0.0,12.670372,0.0,0.01645310341320953,0.0,32.28999957559576,300.26,5.4637938,128.59319,0.007095006395472587,0.10874332386362531,186.15000208286511,0.0,31.65175,0.0,0.03743195345123545,0.0,0.0,4.53,0.0,0.4408276,0.0,0.0004703253018966775,49.26999913612863,20.57,8.965805,3.3192527,0.00931348785620871,0.002923543424470617,304.7200008637591,275.16,40.820107,124.83311,0.0516665726722967,0.10534945251283702
2025-12-18,353,42.995842,181.5881,426.29027068528245,235,353.98999999980185,394.76,0.04953758471768746,0.1410093934864608,457,40,0.34321517836261245,0.9431072210065645,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0482842922210693,0.9050706028938292,-0.0001916434170918,0.0,41.00999999999999,0.0,63.735344,0.0,0.008796791806956182,284.21000096015416,293.96999999999997,31.207872,78.85374,0.04052496812285145,0.10239547694925893,69.77999903964768,59.78000000000001,11.787966,38.999023,0.00901261659483601,0.02981712473024568,67.22999826796342,0.0,4.598432,0.0,0.0059712914449400545,0.0,14.389999675793689,394.76,2.2408447,181.5881,0.002537636440766833,0.1410093934864608,272.37000205604477,0.0,36.156563,0.0,0.04102865670395017,0.0,101.00999771013508,5.6899999999999995,6.5229554,1.0596225,0.007351763132734619,0.0005685857683302886,111.92190731761787,19.18,16.493,3.5439003,0.018828965715030913,0.002444841056675195,141.05809497204893,369.88999999999993,19.979881,176.98459,0.0233568550684398,0.13799596339687392
2025-12-19,353,69.19895,139.14096,442.73713012869194,193,353.8199975663478,334.16999999999996,0.08302034466193486,0.11681998200081486,486,39,0.05378685383442313,0.5041152263374485,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.09492301940918,0.9032456874847412,-3.638949531775255e-05,0.0,28.300000000000004,0.0,41.716034,0.0,0.0057576734736879956,274.6299996632385,256.35,56.393593,68.49402,0.07322986917085603,0.08894288028726938,79.18999790310933,49.519999999999996,12.805359,28.930897,0.009790475491078839,0.022119428239857485,43.04000007900224,0.0,7.2556343,0.0,0.009421799967166928,0.0,26.459999837922282,334.16999999999996,5.5821843,139.14096,0.0066937831033988685,0.11681998200081486,284.3199976494233,0.0,56.361134,0.0,0.06690475904224241,0.0,85.44999918736497,23.439999999999998,10.363081,4.1695433,0.012235219461323377,0.0035526629668116523,100.86999906566595,22.500000000000004,21.669764,4.9550195,0.025511442311925557,0.004325442520673293,167.49999931331695,288.23,37.166107,130.01639,0.04527368307097143,0.1089418721135248
2025-12-20,353,155.94824,160.99951,205.35305105067215,204,353.98999983817873,310.96999999999997,0.20250650470765286,0.11719028021369735,317,37,1.1451505803542301,0.9305993690851735,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9546400308609009,0.9098108410835266,-0.0004241470437003,0.0,37.550000000000004,0.0,62.243645,0.0,0.008590906553089575,353.98999983817873,218.19,155.94824,61.976036,0.20250650470765286,0.08047894778731292,0.0,55.230000000000004,0.0,36.779842,0.0,0.028120425873294858,179.74999361774607,0.0,73.342636,0.0,0.0952390301488472,0.0,21.13999927687781,310.96999999999997,8.938096,160.99951,0.01160656097717631,0.11719028021369735,153.10000694355477,0.0,73.66752,0.0,0.09566091605841585,0.0,2.490000064662447,3.63,0.0,0.27399248,0.0,0.00035579278374220033,2.4900000646624476,12.899999999999999,0.45094627,2.9996357,0.0005855760344276344,0.002248798250829374,349.00999970885374,294.44,155.4973,157.72589,0.20192093293020205,0.11458568501166418
2025-12-21,353,75.517715,158.61896,432.73832783404333,209,353.9899999999885,370.59000000000003,0.09176884079923678,0.13319667249910755,524,39,0.27034970571580347,0.9713740458015268,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.04993748664856,0.90558522939682,0.0001511864933311,0.0,31.76,0.0,49.507416,0.0,0.006833044313674063,285.5900011390174,286.64,63.729744,80.41599,0.08275622420440076,0.10442414344208614,68.3999988609711,52.19,11.787966,28.695541,0.00901261659483601,0.02193948474334734,37.279999174071165,0.0,7.429352,0.0,0.009647380730315607,0.0,36.279999091023036,370.59000000000003,9.36528,158.61896,0.011789067131983704,0.13319667249910755,280.4300017348943,0.0,58.72308,0.0,0.07033239311922296,0.0,96.84000680307537,12.100000000000001,17.240875,1.8088057,0.021269510830512903,0.0018965811441252634,105.30999662552007,18.14,27.058552,2.9991236,0.03254885717882777,0.003223970819770065,151.83999657139304,340.34999999999997,31.21828,153.81102,0.03795047136921733,0.12807612120913328
2025-12-22,353,55.666004,148.15508,309.3403671762702,210,353.990000674664,312.3,0.0722850593222068,0.11617378172428008,714,36,0.2531814138711706,0.8837535014005602,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9232059717178345,0.9116250276565552,-0.000142521363248,0.0,33.47,0.0,51.58731,0.0,0.007120113244273111,353.990000674664,231.84,55.666004,65.95973,0.0722850593222068,0.08565197403114111,0.0,46.99000000000001,0.0,30.60802,0.0,0.023401694448865855,144.47000029276535,0.0,15.716713,0.0,0.020408929018305457,0.0,25.670000037784103,312.3,4.9534426,148.15508,0.006432290148119161,0.11617378172428008,183.85000034411453,0.0,34.995846,0.0,0.04544384139417544,0.0,90.73000013885303,4.55,14.087322,0.5280399,0.018293085831755016,0.0004970655634209724,126.99000021265933,8.52,20.062294,1.3407943,0.026051878446359946,0.0011756125452209029,136.2700003231516,299.23,21.516388,146.28624,0.02794009380569857,0.11450110485137721
