keyword,region,match,bid,predicted_clicks,predicted_epc,conv_value,cost,profit,hist_min_cpc,hist_avg_cpc,hist_max_cpc
generative ai fundamentals by databricks free course,C,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai fundamentals by databricks free course,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai fundamentals by databricks free course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai fundamentals by databricks free course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai fundamentals course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,0.45,2.17,16.88
generative ai fundamentals course,A,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,3.80,3.80,3.80
generative ai fundamentals course,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai fundamentals course,B,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,0.90,1.65,5.32
generative ai fundamentals course,C,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.39,2.11
generative ai fundamentals course,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai fundamentals course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,0.70,5.81,28.59
generative ai fundamentals course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai google course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai google course,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai google course,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai google course,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai in hr course free,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai intensive course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai intensive course,A,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai intensive course,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai intensive course,B,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai intensive course,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai intensive course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai intensive course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai learning courses online,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai llm course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai mastermind course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai mastermind course,A,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai mastermind course,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai mastermind course,C,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai mastermind course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai mastermind course,USA,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai mastermind course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai mastery course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai mastery course,A,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai mastery course,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai mastery course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai mastery course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai microsoft course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai microsoft course,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai microsoft course,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai microsoft course,C,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai mit course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai mit course,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai mit course,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai mit course,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai mit course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai mit course,USA,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai mit course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai online course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,0.24,1.96,10.45
generative ai online course,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai online courses,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai online courses,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai online courses,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai online courses,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,4.47,4.47,4.47
generative ai online program,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,0.42,1.84,7.63
generative ai online program,C,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.37,1.56
generative ai online program,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,0.99,5.96,17.35
generative ai online training,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai online training,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai programming course,C,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai prompt engineering course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai prompt engineering course,USA,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai prompt engineering course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai stanford course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai stanford course,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,2.44,2.44,2.44
generative ai stanford course,B,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai stanford course,C,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,0.23,1.23,3.58
generative ai stanford course,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.62,0.62
generative ai stanford course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai stanford course,USA,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,1.22,6.03,21.00
generative ai stanford course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,2.22,4.51,7.52
generative ai tools certification course,C,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai tools course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai tools course,C,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai tools course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai tools course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai tools online course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai tools online course,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai top courses,USA,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai top courses,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai training course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai training course,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.90,2.18
generative ai training course,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.68,1.04
generative ai training course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai training course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,2.29,6.84,12.53
generative ai training courses,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai training courses,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai training courses,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai training courses,USA,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai training courses,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai with llms course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
generative ai with llms course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
good generative ai courses,C,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
good generative ai courses,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
good generative ai courses,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
good generative ai courses,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google course introduction to generative ai,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google course introduction to generative ai,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google course introduction to generative ai,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google course introduction to generative ai,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google course on generative ai,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google course on generative ai,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google courses introduction to generative ai,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google courses introduction to generative ai,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google courses introduction to generative ai,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google courses introduction to generative ai,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free certification courses generative ai,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free certification courses generative ai,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free certification courses generative ai,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free certification courses generative ai,C,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free certification courses generative ai,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free generative ai certification course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free generative ai certification course,A,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free generative ai certification course,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free generative ai certification course,B,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free generative ai certification course,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free generative ai certification course,C,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free generative ai certification course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free generative ai course,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free generative ai courses,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free generative ai courses,A,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free generative ai courses,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free generative ai courses,B,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free generative ai courses,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free generative ai courses,C,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
google free generative ai courses,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
great learning generative ai course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
great learning generative ai course,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
great learning generative ai course,C,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
great learning generative ai course,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
great learning generative ai course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
great learning generative ai course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
great learning generative ai course fee,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
great learning generative ai course fee,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
great learning generative ai course fee,B,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
great learning generative ai course fee,C,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
great learning generative ai course fee,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
great learning generative ai course fee,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
great learning generative ai course fee,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
harvard generative ai course,A,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
harvard generative ai course,B,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
harvard generative ai course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
harvard generative ai course,USA,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
harvard generative ai course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
ibm generative ai course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
ibm generative ai course,A,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
ibm generative ai course,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
ibm generative ai course,B,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
ibm generative ai course,C,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
ibm generative ai course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
ibm generative ai course,USA,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
ibm generative ai course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
iisc generative ai course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
iisc generative ai course,A,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
iisc generative ai course,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
iisc generative ai course,B,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
iisc generative ai course,C,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
iisc generative ai course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
intro to generative ai course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
intro to generative ai course,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
intro to generative ai course,C,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
intro to generative ai course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
intro to generative ai course,USA,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
intro to generative ai course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
introduction to generative ai course by simplilearn,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
introduction to generative ai course by simplilearn,USA,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
introduction to generative ai course by simplilearn,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
introduction to generative ai free course,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
introduction to generative ai free course with certificate,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
introduction to generative ai free course with certificate,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
introduction to generative ai free course with certificate,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
introduction to generative ai free course with certificate,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
introduction to generative ai fundamental course,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
learn how to program ai,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
learn how to program ai,A,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,0.66,1.77,5.04
learn how to program ai,B,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.69,1.85
learn how to program ai,C,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.55,1.05
learn how to program ai,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.59,2.36
learn how to program ai,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
learn how to program ai,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,1.64,6.75,23.69
mastering generative ai course,A,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mastering generative ai course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mastering generative ai course,USA,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mastering generative ai course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
microsoft free generative ai course,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit ai class,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit ai course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,1.80,4.22,16.45
mit ai course,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit ai course,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.32,0.35
mit ai courses,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,0.47,3.61,13.49
mit ai courses,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit ai courses,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit ai courses,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit ai courses,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit ai program,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit ai program,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit ai program,C,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit ai program,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit ai program,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,5.65,6.79,8.80
mit artificial intelligence course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit artificial intelligence course,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,0.80,4.15,13.58
mit artificial intelligence course,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit artificial intelligence course,B,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,0.26,3.83,25.99
mit artificial intelligence course,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.98,4.16
mit artificial intelligence course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit artificial intelligence course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,0.83,9.06,28.92
mit course generative ai,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit course generative ai,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit course generative ai,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit course generative ai,B,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit course generative ai,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit course generative ai,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit course generative ai,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai certificate,A,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai certificate,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai certificate,B,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai certificate,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai certificate,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai certificate,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,0.95,1.10,1.35
mit generative ai certificate,USA,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai certificate,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,1.09,1.09,1.09
mit generative ai course,A,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,1.33,6.96,29.23
mit generative ai course,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,0.86,3.54,7.55
mit generative ai course,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,1.06,3.78,8.47
mit generative ai course,USA,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,0.57,10.59,33.96
mit generative ai course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,1.17,13.18,38.04
mit generative ai course cost,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai course cost,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai course cost,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai course cost,B,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai course cost,C,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai course cost,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai course cost,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai course free,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai course free,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai course free,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai course free,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai course free,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai course free,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai course review,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai course review,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai course review,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai courses,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai courses,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai courses,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai courses,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
mit generative ai courses,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
offering courses generative ai,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
offering courses generative ai,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
online ai and ml courses,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
online ai and ml courses,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,0.39,2.73,17.29
online ai and ml courses,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
online ai and ml courses,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,0.16,1.14,8.29
online ai training courses,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
online ai training courses,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.62,1.02
online ai training courses,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
online course on generative ai,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
online courses for generative ai,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
online courses for generative ai,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
online courses for generative ai,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
online courses generative ai,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
online courses generative ai,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
online courses generative ai,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
online courses on generative ai,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
online courses on generative ai,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
online courses on generative ai,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
online discover the possibilities of generative ai course,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
online discover the possibilities of generative ai course,B,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
online discover the possibilities of generative ai course,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
online discover the possibilities of generative ai course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
online discover the possibilities of generative ai course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
prompt engineering course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
prompt engineering course,B,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,1.99,1.99,1.99
purdue generative ai course,A,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
purdue generative ai course,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
purdue generative ai course,B,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
purdue generative ai course,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
purdue generative ai course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
purdue generative ai course,USA,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
purdue generative ai course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
simplilearn generative ai course,USA,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
simplilearn generative ai course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
stanford ai course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
stanford ai course,A,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,1.12,3.79,10.78
stanford ai course,A,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
stanford ai course,B,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
stanford ai course,B,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,0.37,1.76,5.47
stanford ai course,C,Exact match,0.00,0.00,0.00,0.00,0.00,0.00,,,
stanford ai course,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
stanford ai course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
stanford ai course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
stanford generative ai course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
stanford generative ai course,C,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,,,
stanford generative ai course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
stanford generative ai course,USA,Phrase match,0.00,0.00,0.00,0.00,0.00,0.00,3.45,4.79,6.73
stanford online artificial intelligence course,A,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
stanford online artificial intelligence course,C,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
stanford online artificial intelligence course,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
top courses for generative ai,USA,Broad match,0.00,0.00,0.00,0.00,0.00,0.00,,,
