Budget,Spend New,Clicks New,Conv New,Purch New,Spend Existing,Clicks Existing,Conv Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Conv Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
847,0.0014243475380791802,0.0004483019488026789,0.0004323118684786291,0.0003966566328837699,0.34960564013793677,0.3588612211252488,0.3853140198053291,0.39576050186425743,0.6489700123239842,0.6406904540276133,0.614253668566119,0.6038428418914884
