Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Conv,Act_Conv,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Conv_Region_USA,Act_Conv_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Conv_Region_B,Act_Conv_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Conv_Region_A,Act_Conv_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Conv_Origin_new,Act_Conv_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Conv_Origin_existing,Act_Conv_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Conv_Origin_existing searches,Act_Conv_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches
2025-12-01,847,292.0985,91.778366,429.2090924726801,216,847.4599999999996,691.26,5.615139503173613,1.9680374466352113,0.18189255462633663,0.06040182237805382,103,89,,,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.430553436279297,0.9004178643226624,-0.0003728192015514,425.6630958620891,576.6899999999999,103.38643,60.33162,2.4229091255430983,1.413899604816475,0.0791493623902629,0.04618796925781688,0.0,39.34,0.0,13.249867,0.0,0.24632178750447348,0.0,0.0043066721525415585,421.7969041379105,75.22999999999999,188.71208,18.196869,3.192230377630514,0.30781605431426323,0.10274319223607373,0.009907180967695378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.43266480988945,691.26,81.20259,91.778366,1.5239625619180073,1.968037446635211,0.049309661575683665,0.060401822378053825,631.0273351901101,0.0,210.89589,0.0,4.091176916385353,0.0,0.13258289220713187,0.0
2025-12-02,847,241.49338,94.77632,457.25095802817464,217,847.459999999996,700.74,4.567143613702806,2.010947144798951,0.14577851708545625,0.06196814859375033,174,90,0.021764759824345864,0.867816091954023,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.48295783996582,0.8991323709487915,-0.0004037098085169,396.4909876555653,584.2499999999999,72.034096,59.319546,1.6881525935975354,1.3901811904427006,0.05514701314716592,0.04541315795565075,54.929341869654365,37.309999999999995,7.4273643,12.53022,0.13807847811959253,0.2329431587173879,0.0024141540324449312,0.00407276118339724,396.03967047477624,79.18000000000002,162.03194,22.926552,2.740912541985678,0.38782279563886246,0.0882173499058454,0.012482229454702343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.4035131357987,700.74,56.017883,94.77632,1.1118557489636516,2.010947144798951,0.035784689630275694,0.061968148593750334,659.0564868641972,0.0,185.4755,0.0,3.4552878354365792,0.0,0.10999382653416506,0.0
2025-12-03,847,233.3777,89.48017,427.0967122241981,211,847.293268276569,689.72,4.349215963240423,1.923600567521671,0.14022142515124308,0.059437741454678096,217,97,0.0653347386215195,0.8617511520737328,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.448667526245117,0.8997974395751953,-0.0003813621845686,421.9158579900614,579.48,61.149467,59.92108,1.4330663479336139,1.4042787302903093,0.04681409075813502,0.04587368339527466,12.379827151175736,33.739999999999995,1.646824,11.527371,0.030615295179794104,0.21429969308998226,0.0005352755861690251,0.003746800191241987,412.997583135332,76.5,170.5814,18.031708,2.8855343201270145,0.3050221441413796,0.092872058806939,0.009817257868161448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0953417375429,689.72,56.643265,89.48017,1.1046072736220032,1.923600567521671,0.03580577166077157,0.0594377414546781,620.1979265390262,0.0,176.73442,0.0,3.2446084711613015,0.0,0.10441564641628086,0.0
2025-12-06,847,306.31262,46.430016,432.4799182600555,131,847.4600005138909,357.6600000000001,5.614049507102118,1.0018165425619612,0.17329887077127124,0.029234476356523865,229,65,,,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.605203151702881,0.8959200382232666,-0.0004172192570708,400.1415030956416,294.17,58.76861,30.04707,1.3772697098825524,0.7041670732727292,0.044991377607772075,0.023003080998038303,47.17699483596293,37.290000000000006,29.472029,12.252014,0.5478999929228797,0.22777115244073834,0.009579443482464296,0.003982334203185381,400.14150258228636,26.200000000000003,218.07204,4.1309304,3.6888798042966853,0.06987831684849327,0.11872804968103483,0.00224906115530018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.94476563613586,357.6600000000001,134.57,46.430016,2.4134630806750716,1.001816542561961,0.07791563238287533,0.029234476356523865,516.5152348777547,0.0,171.74261,0.0,3.2005865554849557,0.0,0.09538324254217559,0.0
2025-12-07,847,316.30515,141.49,360.6630597060017,251,847.4488499907367,1006.0999999999998,6.041749662957358,3.0577927895911263,0.18908852207772647,0.09582484437110578,36,86,5.670152088224546,0.8888888888888888,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.345458030700684,0.9017112851142884,-0.0002236956027727,398.7118731434012,861.5899999999999,99.909904,98.42323,2.3414351576809507,2.3065943196898693,0.07648784589353982,0.07534969750693109,50.01395369467099,39.03,23.765898,13.546897,0.441820117908217,0.2518436990532013,0.007724750690977305,0.0044032168509892024,398.72302315266444,105.48,192.62933,29.519884,3.2584943873681897,0.4993547708480557,0.10487592549320929,0.0160719300131855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.57867951443694,1006.0999999999998,90.76937,141.49,1.7223363649542058,3.0577927895911263,0.054711588474032014,0.09582484437110576,596.8701704762998,0.0,225.53575,0.0,4.319413231141935,0.0,0.13437693175601695,0.0
2025-12-09,847,280.6377,103.45946,454.34807157834575,203,847.4600000000004,765.9,5.379841214939991,2.242932347498188,0.17424765453035768,0.07064592530881887,55,84,,,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.309216976165772,0.9023589491844176,-0.0002708457449641,424.11352159692757,654.9099999999999,97.03199,73.36226,2.273990071074961,1.7192785369152817,0.07428461196085012,0.056163806778187,0.0,31.269999999999996,0.0,8.678443,0.0,0.16133666524369045,0.0,0.002820798478398109,423.34647840307287,79.72,183.60568,21.41876,3.1058511438650305,0.3623171453392154,0.09996304256950758,0.011661320052233765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.3273092663912,765.9,30.141853,103.45946,0.5422211186720703,2.242932347498188,0.017507605169255525,0.07064592530881889,758.1326907336093,0.0,250.49582,0.0,4.8376200825725695,0.0,0.15674004888263243,0.0
2025-12-10,847,278.1051,89.31185,401.47091397345804,181,847.2245671202911,643.56,5.224835067981972,1.9374398247018514,0.1632642979275956,0.06042427898403482,132,75,3.482574628514786,0.9924242424242424,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.474295139312744,0.8985182642936707,-0.0003338289111738,410.0645853330128,539.38,74.43357,62.956863,1.744385231584147,1.4754234243051316,0.05698396914161128,0.04819777269328387,28.025640657400423,33.35,20.99948,9.672882,0.3903909927944783,0.17982379398980364,0.006825567621542606,0.003144026087932611,409.13434112987784,70.83,182.67212,16.682116,3.0900588436033454,0.282192606406916,0.0994547611644417,0.00908248020281834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.98101521871524,643.56,100.95828,89.31185,1.7526339471847208,1.9374398247018512,0.05648684623391549,0.060424278984034824,601.243551901576,0.0,177.14685,0.0,3.4722011431470525,0.0,0.10677745242378281,0.0
2025-12-11,847,163.02574,91.259865,431.07194672474856,207,847.2540935615947,697.23,3.820583846967501,1.9762548090873766,0.12480731211007871,0.060801145984786184,164,89,0.5511070791445442,0.9939024390243902,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",6.162009239196777,0.8601198196411133,-0.0004353249016436,847.2540935615947,587.6199999999999,163.02574,63.035362,3.8205838469675006,1.4772632599978983,0.12480731211007873,0.048257874750125426,0.0,42.44,0.0,12.868162,0.0,0.23922567454648824,0.0,0.00418260423156283,0.0,67.17,0.0,15.356333,0.0,0.25976587454299027,0.0,0.008360667003097923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.9328499036791,697.23,107.16676,91.259865,2.5115028462999,1.9762548090873768,0.08204346041307257,0.060801145984786184,485.3212436579154,0.0,55.85897,0.0,1.3090810006676006,0.0,0.04276385169700614,0.0
2025-12-12,847,329.60556,79.59181,447.8702407291793,184,847.460000000009,710.99,6.199549049326671,1.7580477688838299,0.2006153359832927,0.05634558885015543,117,90,0.6832800119629553,0.48717948717948717,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.234637260437012,0.9037667512893676,-0.0003110686046088,428.02887695242333,631.39,95.70869,62.261353,2.242977843549303,1.4591238925746979,0.07327153309252593,0.04766531461216022,0.0,19.4,0.0,3.4419386,0.0,0.06398738861539202,0.0,0.0011187508318108437,419.4311230475854,60.2,233.89688,13.888517,3.9565712057773683,0.23493648769373984,0.12734380289076674,0.007561523406184364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.87506810124373,710.99,88.443436,79.59181,1.7304589120627785,1.7580477688838299,0.05610129115125553,0.05634558885015543,598.5849318987651,0.0,241.16214,0.0,4.469089918806774,0.0,0.14451403775784652,0.0
2025-12-13,847,329.44983,86.72303,445.7629340580327,189,847.1323094319607,541.5999999999999,6.193832021667154,1.7477549167239361,0.20033644730303482,0.052507751456854025,125,81,0.0016742260248067276,0.504,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.29169511795044,0.9023619294166564,-0.0002279284945151,424.1926178284481,386.17,95.15261,39.129616,2.2299457634580797,0.9170208650605519,0.07284581311030908,0.02995639250475014,1.5956184871552943,44.62,0.32420063,15.316593,0.006027054486103946,0.2847432692292942,0.00010537658069196634,0.0049784305344535325,421.3440731163573,110.81000000000002,233.97302,32.27682,3.9578592037229705,0.5459907824340897,0.12738525761203376,0.01757292841765036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.26540989160367,541.5999999999999,69.024796,86.72303,1.3760871603829001,1.7477549167239361,0.044650871567967175,0.052507751456854025,645.866899540357,0.0,260.42502,0.0,4.817744687526739,0.0,0.1556855701210825,0.0
