Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Conv,Act_Conv,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Conv_Region_USA,Act_Conv_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Conv_Region_B,Act_Conv_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Conv_Region_A,Act_Conv_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Conv_Origin_new,Act_Conv_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Conv_Origin_existing,Act_Conv_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Conv_Origin_existing searches,Act_Conv_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches
2025-12-14,847,380.46274,105.654945,511.1135247213842,207,847.3518550234047,727.4200000000001,6.975366343195476,2.2819850944651185,0.17800210649509632,0.0693415276787561,53,79,0.126245177541037,0.8679245283018868,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.258957862854004,0.9030151963233948,-0.0003572614883208,289.84199720168783,615.81,38.63706,71.27084,0.9054775499737812,1.6702654213390238,0.02957930612567143,0.05456269148842081,278.14619597055645,46.07999999999999,171.744,17.963644,3.192808024340458,0.3339532368136059,0.05582282243948299,0.005838814015630483,279.3636618511604,65.53,170.08167,16.420456,2.8770807688812368,0.27776643631248826,0.0925999779299419,0.008940022174704812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.25611011772742,727.4200000000001,15.030245,105.654945,0.35224076749276184,2.281985094465118,0.011506676771733929,0.0693415276787561,749.0957449056772,0.0,365.43246,0.0,6.623125508653309,0.0,0.1664954275330542,0.0
2025-12-15,847,278.20435,107.178764,413.51521418865013,225,847.4599999999394,805.8199999999999,5.0029644638687,2.3558652258885906,0.16153644646773596,0.0735235674333263,263,90,0.4130932051526659,0.9543726235741445,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.212094306945801,0.9039974808692932,-0.0003615911352102,424.37512038765954,704.14,45.538765,80.249504,1.0672221723635475,1.8806843363081782,0.034863030388063744,0.06143646268317264,0.3015850005016395,33.15,0.0,11.733218,0.0,0.2181264894700498,0.0,0.003813707619815209,422.78329461177833,68.53,232.66556,15.196042,3.9357422915051536,0.25705440011036246,0.1266734160796722,0.008273397130338471,9.279232914747753,0.0,0.7830585,0.0,0.01835134132563684,0.0,0.0005994847060574995,0.0,185.57309236548423,805.8199999999999,55.228573,107.178764,1.0225412498428552,2.3558652258885906,0.0330637845340055,0.07352356743332632,652.6076747197075,0.0,222.19269,0.0,3.962071729673672,0.0,0.12787317261757908,0.0
2025-12-16,847,291.39294,89.22983,566.2878061461995,222,847.4600000000005,721.3599999999999,5.456222168636319,1.9331817976611065,0.15134862124379864,0.060621133395929006,179,89,1.62079340178113,0.9329608938547486,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.423097133636475,0.8990849256515503,-0.0004304253497354,322.7048478998953,617.99,57.430363,62.831734,1.3459073056606574,1.4724909514968645,0.0439668594898537,0.04810197737411395,202.05030420021134,33.26,91.14393,8.446012,1.6944119540923712,0.1570156471690315,0.02962497492224725,0.0027452501137922194,322.70484789989376,70.10999999999999,142.81865,17.952078,2.4159029088832913,0.3036751989952105,0.07775678683169766,0.009773905908022837,10.586791367171886,0.0,2.6821246,0.0,0.049249641903773976,0.0,0.001311902359017336,0.0,127.62992956650139,721.3599999999999,47.684525,89.22983,0.9157925352351645,1.9331817976611063,0.023694289274598677,0.060621133395929006,709.2432790663272,0.0,241.02629,0.0,4.4911799547572455,0.0,0.12634242906450066,0.0
2025-12-17,847,372.45764,96.71301,413.36171038963585,218,847.3912564665168,715.02,6.9721663568481125,2.085239735700332,0.21480745733694556,0.06520992168898053,116,87,0.15257060645370896,0.8275862068965517,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.474918842315674,0.8977987766265869,-0.0002319130338739,392.6074511813809,599.62,93.02662,66.41405,2.1801221546655616,1.5564441381846599,0.07121822137509462,0.05084448270661594,62.10761057027165,39.18,38.947285,9.710869,0.7240498170144416,0.1805299870784449,0.012659234148876401,0.003156373116346056,392.6761947148642,76.22,240.48376,20.588089,4.06799438516811,0.3482656104372277,0.13093000181297457,0.011209065866018534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.67501884016869,715.02,35.601074,96.71301,0.7063983957661641,2.085239735700332,0.019717189980297166,0.06520992168898053,754.7162376263481,0.0,336.8566,0.0,6.265768070310508,0.0,0.1950902708937437,0.0
2025-12-18,847,341.19376,61.121864,411.11881052208275,167,847.4600000000042,459.46999999999997,6.37395335841268,1.2695828406469285,0.18862956824184543,0.03808453293451995,34,82,0.5707818111364609,0.8529411764705882,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.3933424949646,0.8995668888092041,-0.0004711014740027,380.66373845052107,351.89000000000004,76.06094,33.182953,1.7825238275458208,0.7776579600922637,0.05822984564643055,0.025403813560369665,116.54717790800213,39.160000000000004,63.581238,11.533068,1.1820075958561176,0.21440559014055605,0.020666134525650477,0.003748651687544295,350.2490836414811,68.42,201.55157,16.405848,3.4094219350107426,0.2775192904141086,0.10973358806976437,0.008932067686605984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.4434965085421,459.46999999999997,62.900772,61.121864,1.325731611907657,1.2695828406469283,0.04312233799583786,0.038084532934519945,588.0165034914621,0.0,278.293,0.0,5.048221778769501,0.0,0.14550723128445245,0.0
2025-12-19,847,350.5227,100.55069,436.03677112489015,219,847.4600005970311,866.8800000000001,6.614314561197298,2.2786747493164206,0.20646518567949376,0.07294180428015253,134,91,0.0986905267238876,0.9701492537313433,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.183595657348633,0.9042649269104004,-0.0005037299014576,404.53048710962634,802.39,97.982605,87.320175,2.29626781721798,2.046389164796981,0.07501236084095587,0.0668495553087315,38.39902637774966,24.54,27.533836,5.0637207,0.511868011748064,0.09413714144371119,0.008949462953747715,0.0016458869094888088,404.5304871096551,39.949999999999996,225.00626,8.16679,3.8061787322312535,0.13814844307572857,0.12250336188479014,0.004446362061932216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.86695253722257,866.8800000000001,42.868774,100.55069,0.8869509744623858,2.278674749316421,0.028826998380749622,0.07294180428015254,703.5930480598087,0.0,307.65393,0.0,5.727363708398597,0.0,0.17763819125759997,0.0
2025-12-20,847,329.63113,108.62885,419.6326807166663,240,847.3071642805103,757.9100000000001,6.502102657391746,2.314514804839593,0.20657603271854505,0.06977444285042138,39,91,20.60124572953825,0.9487179487179487,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.438736438751221,0.8983293771743774,-0.0002897558695486,407.79579856879127,626.9,138.05023,68.00176,3.235271858032451,1.5936528035886965,0.10568687947181313,0.05205998109699078,31.687841967621846,50.36999999999999,15.568834,20.075413,0.2894325423914247,0.37321212610409726,0.005060417444128101,0.0065252135702943215,407.82352374409726,80.64,176.01202,20.55169,2.9773982569678705,0.34764987514679985,0.09582873580260381,0.011189248183136285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.42682155392237,757.9100000000001,167.21991,108.62885,3.614421881730534,2.3145148048395936,0.1155746055394325,0.06977444285042138,462.880342726588,0.0,162.41122,0.0,2.8876807617556657,0.0,0.09100142679728704,0.0
2025-12-21,847,318.97418,135.9766,359.6597611411223,237,827.0712084144033,946.5399999999997,6.518458366684164,2.9076040084928705,0.21122856164260886,0.09145761800639979,28,95,3.679262131535332,0.8571428571428571,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.222603797912598,0.9031789302825928,-0.0002849724929873,529.7022783051169,789.2599999999999,171.73032,90.217606,4.024579965264588,2.114291796547558,0.13147126930231717,0.06906773590453665,7.425560932498775,36.21,1.8629785,11.500531,0.03463371637720559,0.21380070221631767,0.0006055333690610904,0.003738075871230528,289.9433691767875,121.07000000000002,145.38086,34.25844,2.4592446850423713,0.5795115097289953,0.07915175897123063,0.0186518062306326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.7233504442066,946.5399999999997,229.01505,135.9766,4.960146604905545,2.9076040084928705,0.16152492355515086,0.09145761800639979,221.34785797019669,0.0,89.95911,0.0,1.5583123180032168,0.0,0.04970365622660795,0.0
2025-12-22,847,398.57904,87.78217,470.7162592791055,166,847.2754790013295,625.39,8.33353202811007,1.893425216692275,0.24839739692285479,0.05826102654203647,55,82,2.106609285077146,0.9636363636363636,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.511480331420898,0.8964498043060303,-0.0002804931536913,500.47553652392253,520.12,223.07254,59.50957,5.227809264540087,1.3946345225709555,0.17077725516986048,0.04555863530548096,151.14217967728004,34.58,81.73485,12.262308,1.5194925072845389,0.2279625401288254,0.026566696082452837,0.003985680411553606,195.65776280012682,70.69,93.77168,16.010294,1.5862302562854427,0.27082815399249394,0.05105344567054154,0.008716710825001894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.812186319966,625.39,233.45479,87.78217,5.341534234144266,1.8934252166922747,0.17005843043815647,0.058261026542036465,337.46329268136344,0.0,165.1243,0.0,2.991997551141443,0.0,0.07833895908293825,0.0
2025-12-23,847,254.60832,82.925354,404.0002975587546,203,847.4600000000012,622.04,4.749969027307441,1.7960506310668485,0.15336750035999264,0.05537506096013053,184,91,0.4837207844238544,0.9836956521739131,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.158576488494873,0.904456913471222,-0.0003150205104543,468.79600947413167,529.8299999999999,67.69643,57.43066,1.586497291010997,1.3459142787988518,0.05182623140653408,0.043967087281905876,3.501093925938875,32.61,1.0110035,11.26877,0.018795068788205284,0.20949216556198424,0.0003286116107524458,0.0036627457308665316,375.1628965999306,59.60000000000001,185.90091,14.225934,3.144676667508237,0.2406441867060123,0.10121265734270611,0.0077452279473581255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.22844434761765,622.04,82.047615,82.925354,1.535106731442298,1.7960506310668485,0.04966288675924966,0.055375060960130534,595.2315556523836,0.0,172.5607,0.0,3.2148624000528,0.0,0.10370461691100158,0.0
2025-12-24,847,275.09186,66.00845,398.5508209237521,149,847.460000000001,509.38,6.206591130798128,1.4128416701725393,0.19932742813283888,0.04239130751697267,239,72,0.6686860989726403,0.9121338912133892,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.2852463722229,0.9014410376548768,-0.0002978123985692,590.1341787465935,422.94,235.32675,42.09736,5.514992418315688,0.9865713030059328,0.1801586897729715,0.03222840211472943,43.362930297388786,34.08,11.308272,13.013807,0.2102265482220991,0.24193329175118006,0.0036755856236899333,0.004229944013127937,213.96289095601878,52.36,28.456821,10.897282,0.4813721642603394,0.1843370754154268,0.015493152736177433,0.005932961389115308,11.608771320035657,0.0,0.49641055,0.0,0.008397220492691437,0.0,0.00027026784951833267,0.0,67.43601115116559,509.38,6.454891,66.00845,0.13191950441265193,1.4128416701725397,0.004147129914339042,0.04239130751697267,768.4152175287998,0.0,268.14053,0.0,6.066274109074588,0.0,0.19491002091465004,0.0
2025-12-25,847,330.23938,50.248856,433.37854296873235,125,847.4600000000007,340.36,7.340627196091968,1.0442552079754082,0.23498684645676549,0.031334479804427086,106,68,13.042309388193514,0.9433962264150944,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.404360771179199,0.898614764213562,-0.0005803948310263,624.7895896205163,254.68999999999997,265.0776,27.366392,6.212217196120886,0.6413441491985796,0.20293498626060982,0.0209508396112111,85.79104144523296,27.450000000000003,15.610461,9.455316,0.29020642591018325,0.17577912236203797,0.005073947967080675,0.0030733093444323747,136.87936893425137,58.22,49.55129,13.427144,0.8382035740608991,0.2271319364147904,0.026977912229075016,0.007310330848783608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.4170397365109,340.36,267.89072,50.248856,6.259687754546691,1.044255207975408,0.20350483332937594,0.03133447980442708,207.04296026348968,0.0,62.348625,0.0,1.0809396130652142,0.0,0.03148201874404343,0.0
2025-12-26,847,347.99496,180.62717,398.9038781692349,302,847.4600000000012,1240.09,7.447756138776612,3.909788949676725,0.2338451585891968,0.12177170521152274,131,104,5.38816250450216,0.9694656488549618,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.469442844390869,0.8970329761505127,-0.0003979063490145,551.3949947166518,1074.03,231.48334,125.88203,5.424919855866482,2.950103941194962,0.17721628231263642,0.09637127677177897,124.1810673344453,47.580000000000005,31.015982,20.077774,0.5766027564317002,0.3732560592852997,0.010081280504502707,0.006525981694827574,171.88393794890413,118.48,85.49562,34.667366,1.4462335264784312,0.586428949196463,0.0465475957720577,0.018874446744916215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.87391309562926,1240.09,56.301777,180.62717,1.0818616303103303,3.9097889496767246,0.03140295079048729,0.12177170521152274,648.5860869043721,0.0,291.69318,0.0,6.365894630129967,0.0,0.20244221175756538,0.0
2025-12-27,847,398.96478,102.592026,453.23046989923006,210,847.4599999999984,764.3100000000001,8.909687960099301,2.2366316076511676,0.29002275684729045,0.06970802518881081,31,89,21.495416690669526,0.8387096774193549,7.045500373840332,4.219930171966553,0.9001609683036804,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.332019329071045,0.900093674659729,-0.0003440381014987,711.8031292761025,662.69,330.9926,73.94938,7.756965414771373,1.7330379689596815,0.25339739744669765,0.05661328722369164,7.777594657010896,33.37,1.7396866,11.3923645,0.03234165822249358,0.21178986384715223,0.0005654591915922187,0.0037029185199645965,127.87927606688507,68.25,66.2325,17.25029,1.120380887105435,0.2918037748443341,0.03605990020900056,0.009391819445154579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.6841610661953,764.3100000000001,256.4478,102.592026,5.765979636339143,2.2366316076511676,0.18805276747022268,0.06970802518881081,338.7758389338032,0.0,142.51697,0.0,3.143708470294095,0.0,0.10196999417944469,0.0
