Keyword,bert_0,bert_1,bert_2,bert_3,bert_4,bert_5,bert_6,bert_7,bert_8,bert_9,bert_10,bert_11,bert_12,bert_13,bert_14,bert_15,bert_16,bert_17,bert_18,bert_19
ai certification classes,-0.8334458,-0.39943174,-0.1330225,-0.1509093,0.12363748,0.23357882,0.045120478,-0.066242,0.006536917,0.12987494,-0.0025102508,0.013918088,-0.058829892,-0.07361292,-0.030177146,0.0037808353,0.04150108,-0.0048125545,-0.018438553,0.009169952
ai for managers course,-0.8437656,-0.079968356,0.09450233,0.343431,-0.0695853,0.105216995,0.16319363,0.02752599,0.15921614,-0.11694693,0.03372437,0.13786198,-0.046466537,-0.103199355,0.041511875,-0.016491953,-0.117441885,-0.057836544,0.12519272,0.068568334
generative ai online courses,-0.8371857,0.36056304,-0.26288354,-0.016243363,0.13493808,-0.087333076,0.17615147,-0.15045273,-0.05315014,-0.07992314,-0.034204304,0.053226404,-0.013330169,-0.0054450314,-0.052177615,0.012544031,-0.016612757,0.04254541,-0.041277416,-0.012220044
best ai certifications 2024,-0.76918036,-0.35691777,0.021072915,-0.13633251,0.21806143,0.18097502,-0.026208209,0.026369754,-0.104166806,0.16923413,0.10047633,0.053672582,-0.075089425,0.2276131,-0.2166297,-0.020580487,0.03019544,-0.050945554,0.023759376,-0.13754517
ai courses for executives,-0.84022355,-0.19341181,-0.0065643303,0.27994883,-0.072236165,0.25431,0.22265774,0.056276437,0.032789502,-0.12447591,0.053179678,0.080208905,0.0453403,0.049617972,0.12773465,0.047375616,0.024925314,0.043955896,-0.017479876,-0.061630957
ai for executives course,-0.8196275,-0.15670061,0.1501752,0.3550596,-0.0987096,0.15751456,0.22781114,0.02996699,0.17465132,-0.13718373,0.05454946,0.06603584,0.030839477,0.024938762,0.021476954,0.035241984,-0.007116452,0.073590375,0.04508468,-0.015856951
stanford online artificial intelligence course,-0.78285235,-0.100325875,-0.3673192,0.055256207,-0.033361662,-0.3938671,0.031126624,0.042864256,0.08240356,-0.079710476,-0.10689886,-0.15236053,-0.10916908,0.09251988,0.03230689,-0.08517904,-0.008510808,-0.013318337,-0.008752584,-0.056224372
ai strategy course,-0.89188576,-0.101503834,-0.11948282,0.3203843,-0.12115697,0.104268156,0.07371321,-0.031729113,-0.030749865,0.093820065,-0.02901226,-0.019442385,-0.0004887195,0.0022564635,0.01616725,-0.12616393,-0.04486292,0.037518676,-0.0071426504,0.121245064
professional certificate program in machine learning and artificial intelligence,-0.7057499,-0.42662147,-0.07930981,-0.3283665,0.2542981,-0.0114175975,-0.09643881,0.030779589,0.19475381,-0.08807344,0.048823744,-0.08691356,0.0030190835,-0.12318164,0.16539891,-0.025944801,-0.03831859,-0.08429385,0.1424236,0.055282228
artificial intelligence specialist certification,-0.73889214,-0.4875854,-0.010438937,-0.21857886,0.22825432,0.07230585,-0.17179768,0.092812836,0.08898599,-0.08763485,0.09930648,0.08496733,-0.07186411,-0.047689553,-0.0016851535,-0.044763427,0.07712417,0.111907326,-0.04418319,0.10201938
artificial intelligence bootcamp online,-0.61896676,-0.08615135,-0.13762335,0.16832109,0.22762643,-0.39190537,-0.10612351,-0.25180423,-0.015688201,0.121468835,0.07988241,0.23019429,-0.14202003,0.15035062,0.27868733,-0.092721984,-0.23301944,-0.012794419,0.15561756,-0.0050681094
northeastern university artificial intelligence,-0.8301728,-0.12681277,-0.058644168,0.06042989,-0.084187105,-0.31508943,-0.049023572,0.18988834,0.18852279,-0.01124345,0.053748343,-0.09464824,0.10339597,0.1211506,0.041348733,-0.119562656,-0.057191707,0.098186776,-0.026179431,-0.20081489
introduction to generative ai,-0.7417897,0.5361097,0.2492308,-0.06034483,0.08202545,-0.005777494,-0.116415635,0.2079651,-0.03141175,0.012712776,0.049890142,-0.036835153,0.017669838,0.034550026,0.025622984,0.030148098,-0.003399261,-0.04187534,0.08397805,0.12700538
best ai courses 2025,-0.8783644,-0.1641806,-0.169238,0.105228834,-0.027444033,0.15750994,-0.031590257,0.04655182,-0.15214859,0.117056616,0.11676689,0.006312866,0.046175852,0.17454232,-0.12364471,-0.027109642,0.00082830805,-0.07489817,-0.033017874,-0.16502123
ai prompt engineering course,-0.86450154,-0.11965118,-0.11225219,0.17534912,-0.13550137,0.1593821,-0.16508095,-0.26386958,0.018761013,-0.0781717,-0.09150965,-0.14579976,0.02227993,0.07669578,-0.03181309,0.072806425,-0.016757239,0.06335286,0.031506125,-0.016052129
harvard ai course,-0.8700861,-0.18459967,-0.120415136,0.0008762845,-0.2714393,-0.06482521,0.09047581,0.08729919,0.057226703,0.056784734,-0.10164946,-0.017539144,0.13811815,0.097330846,-0.0033289392,-0.10639529,-0.053683672,-0.09108561,-0.03154078,-0.17745475
coursera generative ai,-0.8445502,0.3962836,0.04511775,-0.0964659,0.022226656,0.10561756,0.04993404,0.024923885,0.049587537,0.14092474,-0.050325084,0.042585097,0.063659914,-0.13012628,-0.13257997,-0.10042924,-0.13131928,0.08874575,0.056046445,-0.0037304496
no code ai and machine learning building data science solutions,-0.65514255,-0.2282407,0.11927015,0.1579321,0.29667595,-0.11343001,-0.23981915,-0.033531886,-0.11307019,-0.009101767,0.13214333,-0.11574405,0.011081818,-0.14549334,0.23597835,-0.094342686,0.14790414,0.20803986,0.06331458,-0.34819138
large language model course,-0.6158762,0.1206812,-0.4023119,0.092780605,-0.26313537,0.043716624,-0.074324176,-0.118857436,0.28499517,0.05837766,0.28848043,-0.19266227,-0.23707908,-0.0768687,0.020963112,-0.09520996,0.13222793,-0.20271686,0.024389923,-0.095415264
driving innovation with ai,-0.58530915,-0.12648588,0.43300554,0.20015684,0.09975639,0.052791767,0.020028105,-0.12436117,-0.29431003,-0.016461354,-0.20101759,-0.07498442,-0.035319827,0.266961,0.038801923,-0.35146394,0.053185966,0.0092513105,-0.1290404,0.18766668
ai executive education,-0.7071668,-0.24235114,0.1883135,0.23417372,-0.036213104,0.21159486,0.26783687,-0.041680384,0.15182179,-0.082698405,0.03945532,0.057772506,0.2472532,0.20245929,0.15761842,0.09551733,0.18141842,0.16117378,-0.015462928,-0.036346287
ai graphic design course,-0.88218445,-0.06645173,-0.2107787,0.13103181,-0.037348296,0.18048589,-0.0043947045,-0.10131886,-0.17054653,-0.010409366,-0.0037997551,-0.043151256,0.12477064,-0.11779503,0.13062109,0.072783515,-0.11265663,-0.016562251,-0.12491405,0.006318528
ai upskilling programs,-0.63945,-0.15166698,0.2611821,0.26471692,0.16783842,-0.10565493,-0.023781452,-0.020218596,0.028525772,0.3828859,0.008283804,0.008811273,0.24167734,0.14312318,0.13056277,0.3369563,-0.011843783,0.15929888,0.074067965,-0.03821196
ai for product managers,-0.6763464,-0.05761559,0.48197353,0.3431287,0.08251869,-0.005692403,0.115195505,0.00491992,0.04953338,-0.045506503,-0.031841394,0.018313084,-0.30535427,-0.14409654,0.02929553,0.092235565,-0.14743033,-0.08334283,0.0070101763,-0.10530455
ai course for business leaders,-0.8340053,-0.17531744,0.060197577,0.29515624,-0.10771273,0.17911568,0.2519952,0.063647024,0.07341814,-0.15125924,0.0582987,-0.023080578,-0.1330226,-0.05448457,-0.0028473237,-0.060506187,-0.10680749,-0.035419665,-0.016202549,0.04756375
best online courses for learning generative ai,-0.79193187,0.4029952,-0.27955344,-0.083065905,0.14862804,-0.00027737967,0.1204675,-0.018359188,-0.17217164,-0.13869599,-0.008469355,0.07727179,-0.035823252,0.113053024,0.012482752,0.1218909,-0.0044584554,-0.051696666,-0.021674307,-0.03587207
mba in ai,-0.7718431,-0.27549574,0.1123818,0.086727545,-0.17234296,0.11857021,0.2479726,0.031270336,-0.047099076,-0.08718774,-0.03418499,0.19583382,0.07807711,-0.14444415,0.19837287,-0.03932389,-0.0672483,-0.15774348,0.14128627,-0.18818846
controllable video generation,-0.29379517,0.34628808,0.1618744,-0.068741105,0.09883061,0.03240149,-0.17289601,-0.28357196,-0.05981418,0.23368788,0.40330273,0.119682685,0.22706367,0.087459184,0.20020126,0.03092614,-0.39935327,-0.15055187,-0.30615515,0.17443666
generative ai course for business leaders,-0.8151343,0.24309342,0.16013564,0.116144426,-0.055545606,0.20716427,0.2057473,0.09833777,0.12997061,-0.26016858,0.09424327,0.008978089,-0.15079102,0.004145366,0.03230331,-0.06612709,-0.1281823,-0.0092344675,-0.00574084,0.032577474
ai innovation course,-0.8729776,-0.21289405,-0.056177914,0.21329638,-0.08545174,0.1275467,0.08550178,-0.08565623,-0.14605105,-0.078718625,-0.15482137,-0.13195413,0.0191437,-0.017855499,0.0322697,-0.14244594,0.0034663551,0.035035774,-0.11606261,0.008979767
learning chatgpt,-0.3801932,0.20728494,-0.18621895,0.16498442,-0.021726798,-0.11903559,-0.14868091,-0.17121592,0.13456015,-0.063870996,0.4943198,-0.102473944,-0.08735869,-0.044537038,-0.051010344,-0.10438528,0.42695963,-0.30530477,-0.1329879,0.3019645
mit xpro designing and building ai products and services,-0.66479045,-0.196136,0.43790734,0.06291894,-0.06494979,-0.115836754,0.011672744,-0.20520273,-0.2797916,-0.020679628,-0.020750359,-0.22539467,-0.21746264,-0.11110313,0.06301786,0.2087372,-0.06651735,0.10877203,0.09191014,-0.046450406
mit ai certificate,-0.68477786,-0.40375102,0.11613494,-0.5251436,-0.15480688,-0.041378077,0.1577641,-0.0043249894,-0.006008985,0.019990496,-0.06264585,-0.05164539,-0.0019916652,-0.023517383,0.004555632,0.03432942,-0.061426375,-0.06558539,-0.033049516,0.10131643
mit ai program,-0.85018426,-0.17000552,0.19318525,-0.0020709862,-0.22274959,-0.2635947,0.011381425,-0.02200506,0.029431527,0.18830681,0.066306055,-0.045833208,0.08213404,-0.036245007,0.13257006,0.10058884,0.045112323,-0.010988357,-0.07555326,0.06933261
ai certificate programs,-0.76253533,-0.42566514,0.041534513,-0.24784979,0.23089644,0.07622507,0.022939565,-0.119194075,0.108656645,0.073733404,0.02247621,-0.18887079,0.070527546,-0.005712476,0.028039413,0.11416432,-0.113080256,-0.0770457,-0.02552731,0.09335888
generative ai certification,-0.8191024,0.10186176,0.16589077,-0.3847687,0.26743942,0.19697131,-0.07141755,-0.037784994,0.060069684,0.017163979,-0.01380034,0.078842305,-0.054627772,0.00622203,-0.036284763,-0.019785332,0.053533293,0.082158186,-0.0018976151,-0.04023815
gen ai courses,-0.91795576,0.014562855,-0.09451319,0.063595735,0.0066273576,0.14921665,-0.09135618,-0.06540171,-0.119111516,0.046034288,0.11332824,-0.045755435,0.21692468,-0.025056327,0.030956326,-0.12870935,0.024966942,-0.039467,-0.0071861194,-0.10271549
stanford ai certificate,-0.6954223,-0.3715441,-0.022440601,-0.38918588,0.017317869,-0.09752726,0.058544647,0.006046897,0.2205824,0.069239296,-0.24969351,-0.18462971,-0.002524794,0.13293575,0.044338953,-0.07842037,-0.040158935,-0.18219282,0.037780724,-0.034409624
harvard ai certificate,-0.663927,-0.42521814,0.043028586,-0.42802012,-0.046910856,-0.033503827,0.15943754,0.060921818,0.15408254,-0.015979288,-0.14465496,-0.08052835,0.13629207,0.16815218,0.049023807,-0.0540854,-0.14581484,-0.16681343,-0.021924302,-0.08790713
mit ai courses,-0.8796708,-0.16421932,-0.12663586,-0.06356878,-0.33485052,-0.0031660437,0.12532051,0.042338155,-0.13598713,0.05417993,-0.019295378,0.057995275,-0.033562414,-0.04038071,0.10327407,0.020582609,0.050225098,-0.023584407,-0.08507159,0.013235163
best ai courses,-0.8833079,-0.13249019,-0.24055184,0.13586614,-0.02662008,0.16884367,0.041068766,0.0671131,-0.18170306,0.12705632,0.02409129,0.088245675,0.012612736,0.095107555,-0.05518437,0.058057282,-0.023286458,-0.117547855,-0.0038891628,-0.054394227
learn prompt engineering,-0.54575443,0.00012031953,-0.10651788,0.099459045,-0.21527514,0.15541898,-0.34823048,-0.51412874,0.14914873,-0.23603797,0.08212992,-0.23018324,-0.06470543,0.18490238,-0.051352285,0.12786965,0.118059084,0.075522184,0.096414894,-0.028861368
mit applied generative ai,-0.7410046,0.4047632,0.35663417,-0.30469757,-0.14910851,-0.1063279,0.019199094,0.07958778,-0.08730179,0.04461622,-0.02326326,0.08443231,0.03463628,-0.03200841,0.054464065,-0.0009596163,0.016612984,0.056599677,0.005183433,-0.028783519
ai diploma,-0.88797075,-0.27416188,0.011627263,-0.032826763,-0.03513001,0.055526853,0.14332978,-0.094034456,0.02936505,0.02146452,-0.068000115,-0.034493614,0.27745774,-0.08356127,-0.030503048,0.013469303,0.06357143,0.0022537773,-0.0018124112,-0.07185834
online ai training courses,-0.7919989,-0.09022121,-0.380092,0.13383085,0.18210016,-0.09137566,0.2560818,-0.21601215,-0.14547405,0.015335309,-0.056661714,0.11102571,-0.024309125,-0.053782653,0.010337817,0.003969457,0.06856554,-0.015664944,-0.03316756,0.04336083
mit generative ai,-0.7239998,0.40787804,0.35971585,-0.30579922,-0.18410686,-0.107908525,0.042922378,0.09197306,-0.054272056,0.06989849,-0.015770074,0.117711306,0.008052316,-0.0037760634,0.01187573,0.013075729,0.037537597,0.08266968,-0.007401627,0.009220217
generative ai crash course,-0.8627089,0.44744456,0.07251681,-0.021827191,0.033724684,0.07140453,-0.08866372,-0.00084882224,0.02342433,0.145351,-0.026899837,0.031715844,0.01935094,0.05958836,0.029241767,-0.01921054,0.031952005,0.060669325,0.034316733,-0.035493217
best prompting courses,-0.5692785,-0.010960691,-0.44398865,0.111511715,-0.25362754,0.32162294,-0.004383371,-0.28685728,0.122379586,-0.043860435,0.21657972,-0.105022326,-0.20980082,0.25757277,-0.13998696,-0.038800303,-0.075770214,0.042089894,0.04759495,0.009475473
ai for business leaders,-0.64499104,-0.11801867,0.49009994,0.35232332,0.013821291,0.060026076,0.2824914,0.14246641,0.13129039,-0.14668249,0.113762766,0.047430545,-0.15933311,0.018065738,-0.075453505,-0.06512265,-0.06832792,-0.069747664,-0.0025807994,0.05200094
mit,-0.47019368,-0.17477897,0.045249697,-0.38300678,-0.6482672,-0.2603629,0.095498264,-0.038832456,-0.055306487,0.00011912306,0.20259842,0.15280797,-0.07478946,0.03353871,-0.014014162,0.036872,0.016082745,-0.035464842,-0.09515785,-0.121080495
applied gen ai for digital transformation mit,-0.61303645,-0.004420183,0.40774897,-0.16426323,0.048680708,-0.1041075,-0.1276241,-0.111071825,-0.31427264,-0.1811302,0.28033355,-0.07666707,0.31043914,-0.06579603,0.009730426,-0.18140213,-0.055160616,-0.089634255,0.0068674595,-0.16800264
mitx,-0.32497838,-0.058350176,0.26332355,-0.3891519,-0.59593576,-0.25493506,0.01875613,-0.09616053,-0.11323517,0.17096715,0.24643539,0.20236951,-0.19412419,0.07546695,-0.17313783,0.122945294,-0.04058305,-0.027773907,-0.05872844,-0.04899929
google's introduction to generative ai,-0.76337296,0.49706537,0.23634395,-0.053838864,0.10385446,-0.080063954,-0.07685814,0.16808847,-0.06826905,-0.088051856,0.013760035,-0.0967173,0.042538848,0.05368327,0.10476435,-0.02015704,0.12653074,-0.07087481,0.025187746,0.01937464
stanford agentic ai course,-0.886249,-0.010078621,-0.011378346,0.14707275,-0.1626703,-0.12657243,0.06895516,0.1149013,0.17510103,0.18055496,-0.1354779,-0.16969816,-0.028128626,0.08747345,-0.039406635,-0.0052540037,0.07245359,-0.062463794,0.051579252,0.0038539588
designing ai products and services,-0.6271819,-0.15343122,0.44288546,0.25584024,0.17165978,-0.022377076,0.03412146,-0.0963394,-0.1923574,0.11364607,-0.036723215,-0.2751138,-0.27048877,-0.12659167,0.05010675,0.1442898,-0.027374614,0.0035490792,-0.1552041,-0.12947382
ai for executives,-0.6725179,-0.15578446,0.49497223,0.36570388,0.02144257,0.053823996,0.20301133,0.08485533,0.17770915,-0.09324499,0.11064602,0.11182592,0.06767374,0.09327407,-0.010460079,0.05202508,0.08144412,0.052004162,0.044177808,-0.023137882
genai for digital transformation,-0.37671804,0.10411054,0.32256058,-0.06830138,0.22612356,0.032247193,-0.19319916,-0.13533753,-0.2636345,-0.15361561,0.47510028,-0.19830813,0.33812618,-0.09793787,-0.18675949,-0.23905379,-0.03002661,-0.11489199,0.07843311,-0.19071549
generative ai for business,-0.65575045,0.28258342,0.5444521,0.070772015,0.0691553,0.084368095,0.1641385,0.05446245,0.08274013,-0.19403844,0.1029162,-0.012833158,-0.20517442,-0.16257477,-0.06274305,-0.032583665,-0.06107702,-0.10151169,-0.022295479,-0.0598534
