bert_0,bert_1,bert_2,bert_3,bert_4,bert_5,bert_6,bert_7,bert_8,bert_9,bert_10,bert_11,bert_12,bert_13,bert_14,bert_15,bert_16,bert_17,bert_18,bert_19,bert_20,bert_21,bert_22,bert_23,bert_24,bert_25,bert_26,bert_27,bert_28,bert_29,bert_30,bert_31,bert_32,bert_33,bert_34,bert_35,bert_36,bert_37,bert_38,bert_39,bert_40,bert_41,bert_42,bert_43,bert_44,bert_45,bert_46,bert_47,bert_48,bert_49,Keyword,is_new_keyword
0.8401949,0.13864364,-0.037992973,-0.07421435,-0.020262286,-0.12934427,0.013252616,0.14487891,0.07449821,-0.073414326,0.04314789,-0.06590394,0.19700556,-0.07912097,0.040364258,-0.14882125,0.0612243,-0.14835033,0.101410516,-0.023719203,-0.015808683,-0.031781834,-0.0044561173,-0.08889899,-0.02780785,-0.046037007,0.12258493,-0.02893296,-0.025786713,-0.064315975,-0.0136813205,0.06027748,-0.059395034,0.01790946,-0.01699245,0.12036495,0.1066039,-0.042820595,-0.056865837,0.0725837,0.01118288,0.06646544,0.022005195,-0.051096126,0.069466524,-0.0931816,-0.02788809,0.0023487734,0.005151881,0.0903015,ai art generator course,True
0.9009143,0.08239685,-0.060331836,-0.14219083,0.006230025,-0.07000811,0.022079196,0.11564951,0.040379353,-0.026009493,0.052878357,-0.17073618,0.09359612,-0.042503633,0.04025417,-0.09162143,0.02694548,-0.05140887,0.13651839,-0.066996835,0.029776568,-0.03352484,-0.06947893,-0.055261303,0.03385157,-0.047119904,0.035492003,-0.006279175,0.048352,-0.016235638,0.020437844,-0.04781417,-0.09198509,0.0146929,-0.0004565016,0.04568522,-0.051143978,-0.020603396,0.06726467,0.06670016,-0.021025425,0.091697566,-0.011698093,-0.0120212035,0.013454055,-0.04764324,0.02001203,-0.03144926,-0.030110871,0.032467287,ai content generation course,True
0.84594786,0.0482674,0.030502273,-0.17661673,0.057521403,-0.15599132,-0.08043905,0.10598106,0.0731296,0.08587791,-0.011021238,-0.24474527,-0.07721726,-0.12113953,0.10015339,-0.038774274,0.031083016,-0.10247071,0.123774454,-0.11195279,0.029319847,-0.03157475,-0.06964963,-0.002214825,0.100908004,-0.019284375,-0.0147416,-0.05047288,-0.044532537,-0.04255415,0.014061284,-0.05767131,-0.039314114,0.0058641047,0.021703178,0.029023727,-0.06054054,-0.042399306,0.0072109215,0.035181284,0.07277909,0.09433808,-0.005735544,-0.04265765,0.008138159,-0.03101773,0.050415494,-0.02481671,0.028810885,0.04772476,ai content generation marketing course,True
0.8294793,0.09061415,-0.12777923,-0.084234305,0.05952283,-0.035886895,7.262467e-05,0.2420287,-0.13182814,-0.00051158963,0.09180122,-0.13576111,0.08211487,-0.108842306,0.017700369,-0.07414537,-0.009531974,-0.17698179,0.06791454,-0.023253793,0.012921436,-0.012171173,0.05262048,-0.114451714,0.040031493,-0.0124846855,-0.011487581,-0.015668588,0.033946373,-0.077246875,0.0059091873,-0.058243703,-0.12250924,-0.043105,-0.10385397,0.033731908,-0.03385918,-0.012764608,0.13212922,0.09353881,-0.07171874,0.032012336,-0.0382863,-0.047935653,0.05674353,-0.068951085,0.017860783,-0.06818571,-0.06000039,-0.008360508,ai course content generator,True
0.8249385,0.039280992,-0.20147483,-0.073946096,0.050014004,-0.13516062,-0.018266113,0.21144007,-0.19603127,-0.0053536734,0.117074855,-0.09050991,0.06946009,0.029720351,0.08674366,-0.07582595,-0.016329732,-0.16116004,0.08912231,-0.04083883,-0.026730357,0.03423479,0.06139778,-0.1807845,-0.0102945715,-0.036648143,-0.044056196,-0.019111127,0.03295137,-0.07970079,0.040815726,-0.050485477,-0.047053583,0.023200257,-0.07065976,0.019796701,-0.022858644,0.019888837,0.08586517,0.0489677,-0.03734947,-0.018477544,-0.008224531,0.0029424012,-0.041802615,-0.02071502,0.05660188,-0.05728264,-0.05175277,-0.07176313,ai course curriculum generator,True
0.7947661,0.124489784,-0.13485372,-0.15271255,0.095861234,-0.05701146,0.0477794,0.16404612,-0.2558191,-0.053737167,0.10917933,-0.1694357,-0.0014327593,-0.085754775,0.054598186,-0.084694274,-0.027861651,-0.14476293,0.053648707,-0.020016849,0.020552617,-0.031266347,0.020758923,-0.15817629,-0.033049554,-0.09400975,-0.01282826,0.0018987254,0.021626908,-0.10027556,0.042237446,-0.028902745,-0.09123558,-0.025869723,-0.12843707,-0.017660981,-0.05945954,-0.067654595,0.12723875,0.016149383,-0.071626656,0.030903812,-0.012178023,-0.012125351,0.012064964,0.001127388,0.012706637,-0.022396665,-0.09393679,-0.041921332,ai course description generator,True
0.8901671,0.05843013,-0.09961162,-0.19935757,0.08331266,-0.1098,0.008877234,0.18071921,-0.113982856,-0.014056646,0.06714306,-0.044380486,0.0446495,-0.032633156,0.012709462,0.040433295,-0.03560483,-0.10147936,0.09458201,-0.027996456,-0.026187513,0.014104192,-0.023077868,-0.039486423,-0.00688655,-0.06588354,-0.00548409,-0.039385874,-0.0015092322,-0.04336297,0.020680282,0.02687792,-0.06984578,0.0010444089,-0.020843642,0.015475119,-0.1326381,-0.017762143,0.08862471,0.025606994,-0.094894096,0.024504263,0.0002888371,0.036967713,-0.010953032,0.017257975,0.0029269424,-0.024168765,-0.01414532,-0.028919246,ai course generation,True
0.85262513,0.06559372,-0.12923242,-0.1126087,0.07343392,-0.07097584,0.026250979,0.24692647,-0.1416375,-0.061533436,0.086565554,-0.011580394,0.068362206,-0.08652082,0.012609745,-0.012410299,-0.046083886,-0.20438462,0.05354222,0.009394538,-0.028212432,0.04134463,0.06823984,-0.10115948,0.015107497,-0.031503495,-0.01952639,-0.027739953,-0.009742708,-0.078665294,-0.015004707,0.014349112,-0.05905306,-0.004938723,-0.10435142,0.016235607,-0.0038794654,-0.01996149,0.09045074,0.090809606,-0.07566137,-0.003043411,-0.049123585,0.009329312,0.038485464,-0.033298384,-0.008222196,-0.07172503,-0.04472201,-0.020791307,ai course generator,True
0.8378547,0.07762721,-0.18672402,-0.062345285,0.0007260567,-0.04339292,-0.004725693,0.2671438,-0.09565602,-0.073224746,0.06844243,-0.037894752,0.073894866,-0.09391733,0.044128887,-0.058225136,-0.05228297,-0.20572284,0.025376532,-0.00358448,0.00601594,0.11100872,0.07619827,-0.090134025,0.022025136,0.0060931672,-0.009244712,-0.023635255,0.00083023706,-0.0692919,-0.036631037,-0.05338779,-0.004299471,-0.0526928,-0.063158564,0.015261119,0.021807106,-0.05146233,0.06927286,0.121435896,-0.10013548,0.038372423,-0.06638644,0.021152046,0.053173933,-0.0042618345,-0.019033723,-0.081335455,-0.033133373,-0.023972856,ai course generator free,True
0.8400536,0.07812454,-0.1732035,0.025007788,0.061282594,-0.008453455,-0.025319679,0.1818216,-0.098245785,-0.07146637,0.022624487,-0.12853156,0.06262212,-0.067767166,0.010910362,-0.11936572,0.019769737,-0.22560966,-0.009611456,0.09860726,0.05830962,0.11194213,0.058982775,-0.13395394,0.021067057,-0.008931983,0.021310601,-0.086784855,0.011173444,-0.07110404,-0.05578687,-0.050791863,0.008014806,-0.08613636,-0.0782909,-0.0068676844,0.0031129592,-0.010428036,0.042617563,0.089362726,-0.07428341,0.09626283,0.006625181,0.009765465,0.04649923,-0.06859759,0.01801206,-0.0032152836,0.0074666757,-0.042150836,ai course generator free pdf,True
0.7925916,0.05136951,-0.17473896,-0.024067111,0.051319644,0.0034460954,0.01413063,0.24617448,-0.09145262,-0.024171006,0.08214549,-0.12993214,0.1066203,-0.0014035772,0.07050514,-0.11738496,0.009381739,-0.18144725,0.038747318,0.0111518325,-0.07024804,0.12436721,0.003977131,-0.16254991,0.08042154,-0.04647312,0.028569592,0.011093995,0.008788181,-0.09986003,-0.07325464,0.021199616,-0.108356595,-0.063458145,-0.056455743,0.0131052565,-0.00094166177,-0.040284596,-0.016349994,0.19600148,-0.11762363,0.04340516,-0.06478532,-0.047856875,0.094896436,0.0028525053,0.005367084,-0.09398847,-0.070453584,-0.022616789,ai course generator github,True
0.8402214,0.09555541,-0.23993026,-0.11996851,-0.059767894,0.08239175,-0.11249339,0.26703724,-0.06583472,0.00791247,0.032379497,-0.046499494,0.038770657,-0.07354103,-0.015394473,-0.058813516,0.000116860174,-0.14353079,0.048633058,0.023668285,-0.009642632,0.054632373,-0.0017967403,-0.11828906,0.029522993,-0.032847542,-0.023828909,-0.042417627,0.021969441,-0.07961636,-0.011999866,-0.00026277,-0.04429769,-0.024710871,-0.087205924,0.012541067,0.0077498616,0.0051878192,0.067635305,0.093307644,-0.12322882,0.021182586,-0.0318019,0.037203327,0.03833019,-0.0051491437,0.015713358,-0.046419177,-0.05033762,-0.018776448,ai course generator online,True
