Region,Match type,bert_0,bert_1,bert_2,bert_3,bert_4,bert_5,bert_6,bert_7,bert_8,bert_9,bert_10,bert_11,bert_12,bert_13,bert_14,bert_15,bert_16,bert_17,bert_18,bert_19,bert_20,bert_21,bert_22,bert_23,bert_24,bert_25,bert_26,bert_27,bert_28,bert_29,bert_30,bert_31,bert_32,bert_33,bert_34,bert_35,bert_36,bert_37,bert_38,bert_39,bert_40,bert_41,bert_42,bert_43,bert_44,bert_45,bert_46,bert_47,bert_48,bert_49,is_new_keyword,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),last_month_searches,three_month_avg,six_month_avg,mom_change,search_trend,Avg_ CPC,day_of_week,is_weekend,month,is_public_holiday,days_to_next_course_start
USA,Broad match,0.8978790044784546,0.31653591990470886,0.002484177704900503,0.04936255142092705,0.0012100293533876538,-0.08723650127649307,0.006452607456594706,0.08117487281560898,-0.00434351060539484,-0.04101273790001869,0.0171357449144125,-0.050450291484594345,0.11883614212274551,-0.014387174509465694,-0.008383193984627724,-0.09712011367082596,-0.03543086349964142,-0.05904414877295494,0.04115132614970207,0.018093999475240707,-0.0013150819577276707,0.033649228513240814,0.02451581507921219,-0.023063480854034424,0.03974015638232231,-0.03824830800294876,0.09792061895132065,-0.03743462637066841,-0.014207694679498672,-0.01391659490764141,-0.031352344900369644,0.0655813217163086,-0.036652322858572006,0.021532727405428886,0.0010999314254149795,0.00908240769058466,0.031090643256902695,0.020558681339025497,-0.03916085138916969,-0.03260146453976631,-0.0347946397960186,0.08435196429491043,0.026631146669387817,-0.036745503544807434,-0.022289039567112923,-0.04569147899746895,0.008704123087227345,0.02814175933599472,0.006125994026660919,0.00830034725368023,True,Medium,64.0,2.77,9.23,10.0,10.0,10.0,0.0,7.951207131982423e-17,6.0,Monday,0.0,1.0,0.0,35.0
USA,Exact match,0.8978790044784546,0.31653591990470886,0.002484177704900503,0.04936255142092705,0.0012100293533876538,-0.08723650127649307,0.006452607456594706,0.08117487281560898,-0.00434351060539484,-0.04101273790001869,0.0171357449144125,-0.050450291484594345,0.11883614212274551,-0.014387174509465694,-0.008383193984627724,-0.09712011367082596,-0.03543086349964142,-0.05904414877295494,0.04115132614970207,0.018093999475240707,-0.0013150819577276707,0.033649228513240814,0.02451581507921219,-0.023063480854034424,0.03974015638232231,-0.03824830800294876,0.09792061895132065,-0.03743462637066841,-0.014207694679498672,-0.01391659490764141,-0.031352344900369644,0.0655813217163086,-0.036652322858572006,0.021532727405428886,0.0010999314254149795,0.00908240769058466,0.031090643256902695,0.020558681339025497,-0.03916085138916969,-0.03260146453976631,-0.0347946397960186,0.08435196429491043,0.026631146669387817,-0.036745503544807434,-0.022289039567112923,-0.04569147899746895,0.008704123087227345,0.02814175933599472,0.006125994026660919,0.00830034725368023,True,Medium,64.0,2.77,9.23,10.0,10.0,10.0,0.0,7.951207131982423e-17,6.0,Monday,0.0,1.0,0.0,35.0
USA,Phrase match,0.8978790044784546,0.31653591990470886,0.002484177704900503,0.04936255142092705,0.0012100293533876538,-0.08723650127649307,0.006452607456594706,0.08117487281560898,-0.00434351060539484,-0.04101273790001869,0.0171357449144125,-0.050450291484594345,0.11883614212274551,-0.014387174509465694,-0.008383193984627724,-0.09712011367082596,-0.03543086349964142,-0.05904414877295494,0.04115132614970207,0.018093999475240707,-0.0013150819577276707,0.033649228513240814,0.02451581507921219,-0.023063480854034424,0.03974015638232231,-0.03824830800294876,0.09792061895132065,-0.03743462637066841,-0.014207694679498672,-0.01391659490764141,-0.031352344900369644,0.0655813217163086,-0.036652322858572006,0.021532727405428886,0.0010999314254149795,0.00908240769058466,0.031090643256902695,0.020558681339025497,-0.03916085138916969,-0.03260146453976631,-0.0347946397960186,0.08435196429491043,0.026631146669387817,-0.036745503544807434,-0.022289039567112923,-0.04569147899746895,0.008704123087227345,0.02814175933599472,0.006125994026660919,0.00830034725368023,True,Medium,64.0,2.77,9.23,10.0,10.0,10.0,0.0,7.951207131982423e-17,6.0,Monday,0.0,1.0,0.0,35.0
A,Broad match,0.8978790044784546,0.31653591990470886,0.002484177704900503,0.04936255142092705,0.0012100293533876538,-0.08723650127649307,0.006452607456594706,0.08117487281560898,-0.00434351060539484,-0.04101273790001869,0.0171357449144125,-0.050450291484594345,0.11883614212274551,-0.014387174509465694,-0.008383193984627724,-0.09712011367082596,-0.03543086349964142,-0.05904414877295494,0.04115132614970207,0.018093999475240707,-0.0013150819577276707,0.033649228513240814,0.02451581507921219,-0.023063480854034424,0.03974015638232231,-0.03824830800294876,0.09792061895132065,-0.03743462637066841,-0.014207694679498672,-0.01391659490764141,-0.031352344900369644,0.0655813217163086,-0.036652322858572006,0.021532727405428886,0.0010999314254149795,0.00908240769058466,0.031090643256902695,0.020558681339025497,-0.03916085138916969,-0.03260146453976631,-0.0347946397960186,0.08435196429491043,0.026631146669387817,-0.036745503544807434,-0.022289039567112923,-0.04569147899746895,0.008704123087227345,0.02814175933599472,0.006125994026660919,0.00830034725368023,True,Medium,64.0,2.77,9.23,10.0,10.0,10.0,0.0,7.951207131982423e-17,6.0,Monday,0.0,1.0,0.0,35.0
B,Broad match,0.8978790044784546,0.31653591990470886,0.002484177704900503,0.04936255142092705,0.0012100293533876538,-0.08723650127649307,0.006452607456594706,0.08117487281560898,-0.00434351060539484,-0.04101273790001869,0.0171357449144125,-0.050450291484594345,0.11883614212274551,-0.014387174509465694,-0.008383193984627724,-0.09712011367082596,-0.03543086349964142,-0.05904414877295494,0.04115132614970207,0.018093999475240707,-0.0013150819577276707,0.033649228513240814,0.02451581507921219,-0.023063480854034424,0.03974015638232231,-0.03824830800294876,0.09792061895132065,-0.03743462637066841,-0.014207694679498672,-0.01391659490764141,-0.031352344900369644,0.0655813217163086,-0.036652322858572006,0.021532727405428886,0.0010999314254149795,0.00908240769058466,0.031090643256902695,0.020558681339025497,-0.03916085138916969,-0.03260146453976631,-0.0347946397960186,0.08435196429491043,0.026631146669387817,-0.036745503544807434,-0.022289039567112923,-0.04569147899746895,0.008704123087227345,0.02814175933599472,0.006125994026660919,0.00830034725368023,True,Medium,64.0,2.77,9.23,10.0,10.0,10.0,0.0,7.951207131982423e-17,6.0,Monday,0.0,1.0,0.0,35.0
B,Exact match,0.8978790044784546,0.31653591990470886,0.002484177704900503,0.04936255142092705,0.0012100293533876538,-0.08723650127649307,0.006452607456594706,0.08117487281560898,-0.00434351060539484,-0.04101273790001869,0.0171357449144125,-0.050450291484594345,0.11883614212274551,-0.014387174509465694,-0.008383193984627724,-0.09712011367082596,-0.03543086349964142,-0.05904414877295494,0.04115132614970207,0.018093999475240707,-0.0013150819577276707,0.033649228513240814,0.02451581507921219,-0.023063480854034424,0.03974015638232231,-0.03824830800294876,0.09792061895132065,-0.03743462637066841,-0.014207694679498672,-0.01391659490764141,-0.031352344900369644,0.0655813217163086,-0.036652322858572006,0.021532727405428886,0.0010999314254149795,0.00908240769058466,0.031090643256902695,0.020558681339025497,-0.03916085138916969,-0.03260146453976631,-0.0347946397960186,0.08435196429491043,0.026631146669387817,-0.036745503544807434,-0.022289039567112923,-0.04569147899746895,0.008704123087227345,0.02814175933599472,0.006125994026660919,0.00830034725368023,True,Medium,64.0,2.77,9.23,10.0,10.0,10.0,0.0,7.951207131982423e-17,6.0,Monday,0.0,1.0,0.0,35.0
B,Phrase match,0.8978790044784546,0.31653591990470886,0.002484177704900503,0.04936255142092705,0.0012100293533876538,-0.08723650127649307,0.006452607456594706,0.08117487281560898,-0.00434351060539484,-0.04101273790001869,0.0171357449144125,-0.050450291484594345,0.11883614212274551,-0.014387174509465694,-0.008383193984627724,-0.09712011367082596,-0.03543086349964142,-0.05904414877295494,0.04115132614970207,0.018093999475240707,-0.0013150819577276707,0.033649228513240814,0.02451581507921219,-0.023063480854034424,0.03974015638232231,-0.03824830800294876,0.09792061895132065,-0.03743462637066841,-0.014207694679498672,-0.01391659490764141,-0.031352344900369644,0.0655813217163086,-0.036652322858572006,0.021532727405428886,0.0010999314254149795,0.00908240769058466,0.031090643256902695,0.020558681339025497,-0.03916085138916969,-0.03260146453976631,-0.0347946397960186,0.08435196429491043,0.026631146669387817,-0.036745503544807434,-0.022289039567112923,-0.04569147899746895,0.008704123087227345,0.02814175933599472,0.006125994026660919,0.00830034725368023,True,Medium,64.0,2.77,9.23,10.0,10.0,10.0,0.0,7.951207131982423e-17,6.0,Monday,0.0,1.0,0.0,35.0
C,Broad match,0.8978790044784546,0.31653591990470886,0.002484177704900503,0.04936255142092705,0.0012100293533876538,-0.08723650127649307,0.006452607456594706,0.08117487281560898,-0.00434351060539484,-0.04101273790001869,0.0171357449144125,-0.050450291484594345,0.11883614212274551,-0.014387174509465694,-0.008383193984627724,-0.09712011367082596,-0.03543086349964142,-0.05904414877295494,0.04115132614970207,0.018093999475240707,-0.0013150819577276707,0.033649228513240814,0.02451581507921219,-0.023063480854034424,0.03974015638232231,-0.03824830800294876,0.09792061895132065,-0.03743462637066841,-0.014207694679498672,-0.01391659490764141,-0.031352344900369644,0.0655813217163086,-0.036652322858572006,0.021532727405428886,0.0010999314254149795,0.00908240769058466,0.031090643256902695,0.020558681339025497,-0.03916085138916969,-0.03260146453976631,-0.0347946397960186,0.08435196429491043,0.026631146669387817,-0.036745503544807434,-0.022289039567112923,-0.04569147899746895,0.008704123087227345,0.02814175933599472,0.006125994026660919,0.00830034725368023,True,Medium,64.0,2.77,9.23,10.0,10.0,10.0,0.0,7.951207131982423e-17,6.0,Monday,0.0,1.0,0.0,35.0
USA,Broad match,0.870761513710022,0.44390353560447693,0.021472956985235214,0.026465021073818207,0.000514085462782532,-0.08426587283611298,0.050126947462558746,-0.0301415603607893,-0.05129832401871681,0.02233944833278656,-0.011515561491250992,-0.01594657264649868,0.030826101079583168,-0.0016657195519655943,-0.06363813579082489,-0.035908445715904236,-0.04975556209683418,-0.012434395961463451,-0.01180953998118639,0.029338255524635315,0.02122088521718979,0.010292827151715755,-0.006728693377226591,-0.02938060648739338,0.0016308487392961979,-0.002040686085820198,0.03876376897096634,-0.012566509656608105,-0.011653684079647064,-0.029681945219635963,-0.034639645367860794,0.025721147656440735,-0.01747049018740654,0.06020050868391991,-0.008168022148311138,-0.008298792876303196,-0.008931463584303856,0.027792589738965034,0.015050671063363552,-0.030497511848807335,-0.031224267557263374,-0.008556065149605274,0.007365998346358538,-0.0468004010617733,-0.052017465233802795,-0.028299005702137947,0.015244117937982082,0.002473392989486456,0.006971210241317749,0.020727304741740227,True,High,74.0,5.13,11.26,10.0,10.0,10.0,0.0,7.951207131982423e-17,8.195,Monday,0.0,1.0,0.0,35.0
A,Broad match,0.870761513710022,0.44390353560447693,0.021472956985235214,0.026465021073818207,0.000514085462782532,-0.08426587283611298,0.050126947462558746,-0.0301415603607893,-0.05129832401871681,0.02233944833278656,-0.011515561491250992,-0.01594657264649868,0.030826101079583168,-0.0016657195519655943,-0.06363813579082489,-0.035908445715904236,-0.04975556209683418,-0.012434395961463451,-0.01180953998118639,0.029338255524635315,0.02122088521718979,0.010292827151715755,-0.006728693377226591,-0.02938060648739338,0.0016308487392961979,-0.002040686085820198,0.03876376897096634,-0.012566509656608105,-0.011653684079647064,-0.029681945219635963,-0.034639645367860794,0.025721147656440735,-0.01747049018740654,0.06020050868391991,-0.008168022148311138,-0.008298792876303196,-0.008931463584303856,0.027792589738965034,0.015050671063363552,-0.030497511848807335,-0.031224267557263374,-0.008556065149605274,0.007365998346358538,-0.0468004010617733,-0.052017465233802795,-0.028299005702137947,0.015244117937982082,0.002473392989486456,0.006971210241317749,0.020727304741740227,True,High,74.0,5.13,11.26,10.0,10.0,10.0,0.0,7.951207131982423e-17,8.195,Monday,0.0,1.0,0.0,35.0
