Budget,Spend New,Clicks New,Conv New,Purch New,Spend Existing,Clicks Existing,Conv Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Conv Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
840,0.1051044244516132,0.10477610799915749,0.10834326764758206,0.11531957266588223,0.04555093717508496,0.04588054944735646,0.04578370272367934,0.046763060264672,0.849344638373302,0.8493433518118232,0.8458730238152036,0.8379173600680659
