Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.1464840979139051,0.07508808271523974,53.37188,27.358547,154.28000055942968,77.56
B,0.038648227149503854,0.05061650798344376,49.34596,64.62703,21.33000049938182,32.08
C,0.0,0.0,0.0,0.0,0.0,0.0
USA,0.03880817340921228,0.09735293622927972,11.371382,28.525883,154.39763676656344,218.33
