Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.1908604586725991,0.093737996825229,69.54053,34.153694,110.80999999326805,114.42999999999999
B,0.1406848676920724,0.04953501765562756,179.62608,63.246185,103.90000202602495,34.29
C,0.0,0.0,0.0,0.0,0.0,0.0
USA,0.010988836734391159,0.14810190831577794,3.2198954,43.3961,111.24000193642598,383.27
