x_max,alpha,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),clicks/$ (opt),avg n kws (opt),se n kws (opt),avg clicks (act),se clicks (act),avg cost (act),se cost (act),clicks/$ (act),avg n kws (act),se n kws (act),improvement in clicks,improvement in clicks/$
10.0,0.0,196.6065944,24.111955504414425,511.74118088307216,0.06583789178834532,0.3841914658123296,130.7,8.954266518754558,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,-0.1405223542812398,-0.39095533096083973
10.0,0.25,193.49187550000002,24.35332376000873,511.68103254333226,0.08019470070218276,0.37814940010232634,132.7,9.481033698917011,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,-0.1541385367669668,-0.40053359658649873
10.0,0.5,193.444551,24.494853447331764,511.6658454056891,0.09020432991609047,0.3780681332103023,132.5,9.463673235647514,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,-0.1543454186875299,-0.4006624260159916
10.0,0.75,192.61061149999998,24.309304544775188,511.65338695402636,0.08390824852379856,0.3764474474539277,132.2,9.420780812178528,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,-0.1579910357652239,-0.4032316398271849
10.0,1.0,193.30381459999998,24.353781078358473,511.6775950514784,0.09558828277094258,0.3777844026579906,132.4,9.531468349047216,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,-0.1549606563915758,-0.40111221367580746
20.0,0.0,257.354891,13.731411903141433,511.64787635809705,0.10903222131785523,0.5029922000885624,89.6,10.104124570359042,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,0.12504250686968896,-0.20262487511406288
20.0,0.25,254.144011,12.938102535964886,511.66957380349413,0.08019345760533479,0.496695570758334,92.8,10.682072208455933,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,0.11100595030602238,-0.2126066911296339
20.0,0.5,253.87688000000003,12.995906728497417,511.63663497881896,0.0912941150556195,0.4962054369122926,92.5,10.586416873627366,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,0.10983817094603118,-0.21338368237647487
20.0,0.75,255.06259000000006,12.511772644346424,511.6429595943056,0.0837316651808885,0.4985167590349441,92.3,10.609272673782433,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,0.11502157408881619,-0.2097196280116629
20.0,1.0,254.64860200000004,12.447103502013881,511.6578140161379,0.08088058848106493,0.4976931750561877,92.3,10.551513846100208,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,0.11321180045084796,-0.2110252255493569
30.0,0.0,275.484393,24.686570452330464,511.7303604498147,0.054988787502343144,0.5383389657745677,86.1,9.415648912552147,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,0.20429672387378328,-0.14659094119176747
30.0,0.25,278.693221,28.788562328246627,511.73277256032026,0.053470489518313916,0.5446069432012959,83.9,8.35656761010298,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,0.21832430999505748,-0.13665454599013296
30.0,0.5,268.20716600000003,22.992470036764267,511.70151520823237,0.04542807938994487,0.5241476877215333,88.2,9.002221947941518,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,0.17248388489750843,-0.1690878548771825
30.0,0.75,274.422202,25.86294235574955,511.67285513649676,0.05859343029536535,0.5363235497939276,85.5,8.5,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,0.1996532915272249,-0.1497859063800489
30.0,1.0,273.30337799999995,26.064684658355336,511.6943634097041,0.07725437398971077,0.5341144979179124,86.2,8.642016225652693,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,0.19476228458807157,-0.15328783546604063
None,0.0,275.034423,23.36887653516213,511.62715318938206,0.09298875315778651,0.5375680733234935,33.9,4.581241947090088,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,0.2023296527415849,-0.14781300877917875
None,0.25,272.39903899999996,22.88953076547255,511.5594750518802,0.11549796459986925,0.5324875254678342,34.6,4.4,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,0.19080891182850734,-0.1558670153426644
None,0.5,272.865203,22.944907714797633,511.69753392848224,0.059796896667616346,0.5332548720825714,35.3,4.4172641105351875,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,0.1928467760133868,-0.15465056883981773
None,0.75,272.758109,22.940677989983666,511.5270504460477,0.1123714473385803,0.5332232357255731,34.4,4.3210081128263464,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,0.1923786081003444,-0.15470072079865135
None,1.0,272.82790000000006,22.927659990955853,511.65193102310116,0.10554222213566058,0.5332294934457734,34.6,4.266666666666667,228.75126,6.416316375977035,362.63100000000003,9.628934341636956,0.6308099969390372,35.1,0.7218802609235904,0.19268370368757773,-0.15469080066385527
