Day,x_max,alpha,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,N_Opt,N_Obs,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias
2025-12-01,,0.0,294.84445,275.31143,438.45218013027863,322,511.61539421785267,355.41,26,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,,0.25,296.05148,275.31143,437.3210370115095,322,511.9203539761828,355.41,38,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,,0.5,296.05148,275.31143,437.3210366598224,322,511.920353976183,355.41,39,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,,0.75,296.05148,275.31143,437.32103664376314,322,511.7655698443846,355.41,38,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,,1.0,296.05148,275.31143,437.3210373672192,322,511.76556984438434,355.41,38,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,10.0,0.0,226.45955,275.31143,262.245934488487,322,511.45706350353794,355.41,138,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,10.0,0.25,219.70364,275.31143,269.51726038467484,322,511.4297851537194,355.41,153,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,10.0,0.5,220.6372,275.31143,269.5172603846748,322,511.42978515372,355.41,153,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,10.0,0.75,218.68185,275.31143,270.70222216159596,322,511.49290097231096,355.41,151,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,10.0,1.0,219.60625,275.31143,270.702222346601,322,511.36475585583923,355.41,151,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
