Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.0011572826112205491,0.022690979323064187,1.5136567,29.67845,3.470000027268206,51.56
B,0.0,0.007174998954914796,0.0,51.984978,0.0,32.0
USA,0.10180911260012006,0.09710860768958315,78.40218,74.78237,350.5199999727326,275.52
