Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.0006756540591837535,0.026158260996078,0.8837153,34.213448,2.490000047805142,65.23
B,0.0,0.006458469411619706,0.0,46.79351,0.0,29.33
USA,0.1566749273365192,0.09260985190224878,120.6538,71.317924,351.49999995218775,251.78
