Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.03073418782086589,0.025354983181286123,25.0517,20.667065,88.5599970303355,46.25
B,0.0,0.0038111048474739344,0.0,46.5031,0.0,33.379999999999995
USA,0.04042661322653866,0.058820724570307195,21.384775,31.11485,95.33999698645836,261.64
