Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.04371325072588138,0.025109506185901066,35.631046,20.466974,121.32000209916646,42.04
B,0.0,0.0028503329182155714,0.0,34.779762,0.0,27.54
USA,0.06544239566616956,0.060961163007051934,34.617565,32.247093,219.8100038444638,219.66
