Drop %,avg clicks,se clicks,avg conv,se conv,avg purch,se purch,avg cost,se cost,clicks/$,avg kws,se kws,imp clicks,imp conv,imp purch,imp clicks/$
Actual,146.51674093548385,4.41812594675923,3.9353237335304367,0.11958281659019822,0.06853002118200466,0.002618560976596777,332.27645161290314,12.418868514147986,0.44094831344284835,37.774193548387096,0.726916713543388,0.0,0.0,0.0,0.0
0,281.6648923812374,9.883680290127108,7.20507832902752,0.2562266846128928,0.06482595227449336,0.005462971045940693,353.87854325969744,0.034769255061116514,0.7959366221719035,285.0,20.783730196002235,0.9224075732428674,0.8308730912370806,-0.05405031026728979,0.8050565064131161
25,286.0583988066643,7.552711781896817,7.348530198143093,0.1948436793726433,0.06904475313176413,0.004119573579897422,353.87854325969744,0.03476925506111653,0.8083519169364766,217.29032258064515,15.592884615801298,0.9523939515732556,0.8673254592832745,0.0075110432024006685,0.8332124022087856
50,269.57471219954954,4.937277827258034,6.88547813365258,0.12673698655809312,0.05847084516239652,0.0022202518273622017,353.8785432596975,0.0347692550611182,0.7617718489411756,144.90322580645162,10.414769789134372,0.8398901755414568,0.7496599009087154,-0.1467849541866125,0.7275762843798912
75,260.173080911944,3.436315395047205,6.59058623035101,0.08490720423599188,0.05264459256283841,0.0012011090627573066,353.8785432596975,0.03476925506111672,0.7352044532437596,74.58064516129032,5.221291026760103,0.7757225505480413,0.6747253025708506,-0.23180247642091217,0.6673256951668781
