Budget,Spend USA,Clicks USA,Conv USA,Purch USA,Spend A,Clicks A,Conv A,Purch A,Spend B,Clicks B,Conv B,Purch B
Actual,0.7528175625232393,0.4667266736375446,0.5147995090233521,0.7904408185085787,0.15113823798100492,0.19922094286172062,0.1685342176177456,0.20955918149142036,0.09604419949575607,0.33405239748130167,0.3166662733589021,0.0
353,0.3340520997236725,0.1633216435021306,0.18915004901840943,0.5621185224744639,0.33348965669235453,0.20483654089848394,0.18194820184906985,0.43788147752553536,0.33245824358397325,0.6318418182334925,0.628901749132521,0.0
