Budget,Spend Exact match,Clicks Exact match,Conv Exact match,Purch Exact match,Spend Phrase match,Clicks Phrase match,Conv Phrase match,Purch Phrase match,Spend Broad match,Clicks Broad match,Conv Broad match,Purch Broad match
Actual,0.02588982939779061,0.008673302385761127,0.0087863501056084,0.010778033667994997,0.05213109565781311,0.02119283968802817,0.02159914914832988,0.02402679849916853,0.9219790749443962,0.970133869997935,0.9696144979438295,0.9651951638026854
353,0.12914201058222516,0.085145489164722,0.08574918976373978,0.09810326072178169,0.19992156469041586,0.16662287253708932,0.16788164825031424,0.18105297272553353,0.6709364247273593,0.7482316268100461,0.7463691700563371,0.7208437727055191
