Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Conv,Act_Conv,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Conv_Region_B,Act_Conv_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Conv_Region_USA,Act_Conv_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Conv_Region_A,Act_Conv_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Conv_Origin_new,Act_Conv_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Conv_Origin_existing,Act_Conv_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Conv_Origin_existing searches,Act_Conv_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches,Opt_Cost_Match_Exact match,Act_Cost_Match_Exact match,Opt_Clicks_Match_Exact match,Act_Clicks_Match_Exact match,Opt_Conv_Match_Exact match,Act_Conv_Match_Exact match,Opt_Purch_Match_Exact match,Act_Purch_Match_Exact match,Opt_Cost_Match_Phrase match,Act_Cost_Match_Phrase match,Opt_Clicks_Match_Phrase match,Act_Clicks_Match_Phrase match,Opt_Conv_Match_Phrase match,Act_Conv_Match_Phrase match,Opt_Purch_Match_Phrase match,Act_Purch_Match_Phrase match,Opt_Cost_Match_Broad match,Act_Cost_Match_Broad match,Opt_Clicks_Match_Broad match,Act_Clicks_Match_Broad match,Opt_Conv_Match_Broad match,Act_Conv_Match_Broad match,Opt_Purch_Match_Broad match,Act_Purch_Match_Broad match
2025-12-01,353,311.1684,139.51367,476.5083504104074,190,353.9400050885077,339.01,7.93854522744902,3.744353148067911,0.07601756155512586,0.06361245430071748,163,44,,,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9764676094055176,0.9046445488929749,1.4425234260976106e-05,117.12000364185226,31.95,187.89561,49.087494,4.784065037408699,1.2498309968228423,0.0,0.0,118.47999936147569,256.5,51.20107,63.713455,1.516867711449747,1.8875559926706522,0.04055826265395783,0.05046978793662894,118.3400020851797,50.56000000000001,72.07172,26.712723,1.6376124785905732,0.6069661585744166,0.03545929890116802,0.013142666364088538,55.369999902281954,0.0,22.912844,0.0,0.6235556489327789,0.0,0.015747984367971164,0.0,24.600000398978967,339.01,14.286773,139.51367,0.35176169216665987,3.7443531480679106,0.008208903286228886,0.06361245430071748,273.97000478724675,0.0,273.9688,0.0,6.963227936272232,0.0,0.0520606751255746,0.0,12.57000000327954,7.5,7.2831626,1.08901,0.19474854809228795,0.029527522938120707,0.0017708731549593432,0.0003419329035988085,51.710000804452164,35.900000000000006,45.138474,4.56643,1.1430166675879876,0.13114580745176593,0.007331991701373673,0.003098716662289012,289.660004280776,295.61,258.74673,133.85823,6.60078006614231,3.5836797811005874,0.06691469858150985,0.06017180486005651
2025-12-02,353,303.93927,154.50398,449.56984832969556,213,353.85000125277827,344.9,7.714157447176444,4.141509486195748,0.070464092857573,0.06960145445036116,137,43,0.07992382064797161,0.5401459854014599,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0166335105896,0.9028035402297974,-2.1183627284330355e-05,117.25000329686216,35.45,186.88547,55.37884,4.75834538765428,1.4100169274016072,0.0,0.0,118.22999960434578,259.25,42.892433,69.40789,1.2707185108109385,2.0562577675964873,0.03397668414436654,0.0549805642198761,118.3699983515703,50.2,74.16137,29.717247,1.6850935487112257,0.6752347911976535,0.03648740871320645,0.014620890230485083,41.56999906301966,0.0,18.487751,0.0,0.5038440204961613,0.0,0.012737658555743252,0.0,12.869999957710425,344.9,4.980374,154.50398,0.14754707867142847,4.141509486195749,0.003945138475431402,0.06960145445036119,299.4100022320482,0.0,280.4711,0.0,7.06276631317168,0.0,0.05378129478472475,0.0,5.810000026535543,3.38,0.639794,0.46002144,0.018954348846175577,0.011756466494726402,0.0005068045506771273,0.00028301575793738534,14.199999995316277,14.04,12.582347,2.3406553,0.32303617106545723,0.0631043535228017,0.0005085172766096221,0.00134492261093741,333.8400012309265,327.47999999999996,290.7171,151.70331,7.372167109598077,4.066648690178809,0.0694487713607916,0.06797351697506124
2025-12-03,353,244.87599,150.82274,463.28280618845463,214,353.9900000000507,350.34000000000003,6.213488943158061,4.058508148272977,0.04389110103576898,0.07286283570303413,333,44,0.16106808053561397,0.948948948948949,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.033569812774658,0.9021458625793456,4.655880912965421e-05,117.76000489730095,31.589999999999996,171.53146,47.123817,4.3674122282074865,1.1998331608946333,0.0,0.0,118.20999572064198,265.53,26.006693,72.77657,0.7704666995732798,2.1560576024028544,0.020600867518997455,0.05764902890031262,118.01999938210781,53.22,47.337852,30.922356,1.0756100153772952,0.7026173849754895,0.02329023351677152,0.01521380680272153,27.699999689470005,0.0,10.268174,0.0,0.24026417592149876,0.0,0.005354130269707045,0.0,22.65000002425844,350.34000000000003,5.8174767,150.82274,0.14671720021523654,4.058508148272977,0.003448180060654417,0.07286283570303416,303.6400002863223,0.0,228.79034,0.0,5.826507874985062,0.0,0.03508879082565201,0.0,70.62000158672988,5.37,34.910084,0.7273268,0.8840280812891189,0.018592494778422255,0.004660432927819591,0.00040871764363164154,112.60000056039644,32.769999999999996,56.186028,5.205144,1.441566217728141,0.1449997800401527,0.016617106888237265,0.002796157811742635,170.76999785292438,312.2,153.77988,144.89027,3.8878948454583595,3.894915879648497,0.02261356140857232,0.06965796005030622
2025-12-04,353,270.68692,146.51205,495.8773367411392,202,353.97999093332294,342.20000000000005,6.884211922041777,3.918577142952922,0.0559709515578723,0.06469490470192137,228,42,0.19799184414712165,0.9824561403508771,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.079571485519409,0.9001165628433228,5.497867484790751e-06,117.74999694492925,31.779999999999998,178.53816,54.032516,4.545812601761984,1.3757377559862316,0.0,0.0,118.28999632796699,258.35,35.42962,63.953976,1.0496274789174398,1.8946816946827088,0.028065115143137823,0.05066031614921948,117.93999766042674,52.07,56.71915,28.525572,1.2887718413623537,0.6481576922839811,0.02790583641473448,0.01403458855270186,13.809999451756331,0.0,6.2492085,0.0,0.18166907451242528,0.0,0.004799453495201087,0.0,20.799999499868925,342.20000000000005,14.3031025,146.51205,0.3613529874013827,3.918577142952922,0.004133529377961761,0.06469490470192135,319.3699919816977,0.0,250.13464,0.0,6.341189871302431,0.0,0.04703796922547565,0.0,39.09999894410183,25.61,15.384141,2.2865803,0.40546248531405293,0.06774456053253071,0.0026178208736904857,0.0018114156341661526,94.88999736566483,22.759999999999998,57.23006,3.270033,1.4517389491435264,0.09048239135220133,0.010199853429610014,0.0023123093578974784,219.98999462355627,293.83,198.07274,140.95544,5.027010375851022,3.7603501805251405,0.04315327697422399,0.06057117951748641
2025-12-05,353,197.96667,114.29739,511.47035640322,158,353.8999926427407,242.95999999999998,5.091749777782718,3.078457306288484,0.019578790304234372,0.048517875586861374,409,36,0.5436865503430197,0.9926650366748166,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.063711166381836,0.9009536504745485,-0.0001659238199263,117.95999786529364,31.500000000000004,169.57454,46.875015,4.317586792916407,1.1934985301602667,0.0,0.0,117.94999741084207,179.33,18.69099,51.13017,0.5537337918739536,1.5147674759902525,0.014805826771624746,0.04050210620685412,117.98999736660497,32.129999999999995,9.70114,16.292206,0.2204291929923578,0.37019130013796486,0.0047729635326096255,0.008015769380007254,8.3399998031323,0.0,0.9178129,0.0,0.025130394851422676,0.0,0.0006374558218084872,0.0,22.469999496178247,242.95999999999998,28.398842,114.29739,0.723071242679423,3.0784573062884837,0.0,0.04851787558686138,323.08999334343014,0.0,168.65001,0.0,4.3435483748238,0.0,0.01894133433081603,0.0,74.69999832792568,7.61,21.937263,0.5501268,0.5651449145842931,0.016300896537470157,0.0026415937211561363,0.00043590633929199485,113.82999777923887,14.469999999999999,55.88607,2.3730774,1.4424302830056293,0.0661661918210261,0.007793847453885451,0.0013612808278971474,165.36999653557615,220.88000000000002,120.14333,111.37419,3.0841747514280775,2.995990158176847,0.00914334982598258,0.04672068760059809
2025-12-06,353,279.49307,112.400635,449.45228505002234,151,353.98999999999944,226.74999999999997,7.156689668799681,2.9845873444182978,0.05624577320607404,0.04725338007508681,244,29,0.6098063302656875,0.5901639344262295,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9284075498580933,0.9075268507003784,-0.000411932438143,117.99666666666644,26.46,190.32811,43.805103,4.845999116434709,1.1153345094643297,0.0,0.0,117.99666666666647,163.56999999999996,41.23645,44.994015,1.221658958822994,1.332979462106349,0.03266492163522142,0.035641427876904094,117.99666666666648,36.72,47.928535,23.601519,1.0890315935419794,0.5362733728476192,0.02358085157085263,0.011611952198182719,22.276666866987522,0.0,24.33124,0.0,0.62431056362521,0.0,0.0020038898813984868,0.0,35.86681934474049,226.74999999999997,44.520718,112.400635,1.138094301286917,2.9845873444182978,0.001970847414402375,0.04725338007508681,295.8465137882714,0.0,210.64111,0.0,5.394284866530579,0.0,0.052271037392397884,0.0,90.61999854496473,5.23,60.388767,0.8977972,1.5385098468441216,0.02659787688467462,0.0114481244445203,0.0007111784821995044,87.13999788555108,3.0100000000000002,70.92096,0.48608953,1.8154899279575778,0.01296033492312483,0.013073468588801061,0.0003224281773077574,176.2300035694836,218.51,148.18336,111.016754,3.8026898657447075,2.9450291466172813,0.031724179417311885,0.0462197738176431
2025-12-07,353,287.2735,227.05382,449.74148143969643,289,353.88333161330553,571.83,7.361208894349753,6.134341256884706,0.059076513867852246,0.11802352703050745,251,45,0.16841242876513088,0.4820717131474104,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9322068691253664,0.9073864817619324,-0.0002218196299043,117.99666666666683,39.92,193.93297,59.049625,4.937783467353609,1.50347982919986,0.0,0.0,117.90999834961056,444.0400000000001,43.82315,117.830956,1.29829178610764,3.490825496824448,0.0347139429924995,0.09333827617968207,117.97666659702813,87.86999999999999,49.517395,50.17325,1.1251336408885049,1.1400359308603982,0.024362570875352756,0.02468525085082537,48.24999957968038,0.0,33.835533,0.0,0.903398452571817,0.0,0.009060203252232725,0.0,66.14666482175457,571.83,87.29713,227.05382,2.234124147876798,6.134341256884706,0.0032296499638392985,0.11802352703050745,239.48666721187055,0.0,166.14084,0.0,4.223686430882525,0.0,0.04678666039136183,0.0,73.17666529289568,11.66,48.974907,1.6905289,1.2293388070419453,0.046799216634140335,0.009878957681795886,0.0011574104372577842,69.90666664460744,24.87,50.328743,4.304124,1.2757063884231121,0.11849289530514626,0.012110450063948423,0.0024165257739020033,210.79999967580244,535.3,187.96986,221.05919,4.856163919632867,5.969049058239514,0.03708710423350595,0.11444958926974447
2025-12-08,353,289.4633,130.76952,466.04801868256857,191,353.2898529642924,317.5200000000001,7.339012707318428,3.501871446747898,0.05337597221966647,0.0597842434050044,240,39,0.27605726380601925,0.7041666666666667,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0381054878234863,0.9030444622039796,-0.0001198277894011,117.41000511080705,32.23,199.9056,45.196114,5.089854232843172,1.150751427957632,0.0,0.0,117.83999912625688,235.20999999999998,31.031067,58.91348,0.9193172713457528,1.7453533035213669,0.024580859011050366,0.04666754864240364,118.03984872722846,50.08,58.526623,26.659935,1.3298412031295044,0.6057667152688988,0.02879511320861612,0.013116694762600764,33.64999930909586,0.0,7.6011887,0.0,0.19835911209956184,0.0,0.004854694577342271,0.0,37.52999975948212,317.5200000000001,31.565424,130.76952,0.7898393721736575,3.5018714467478973,0.006487852630561202,0.059784243405004406,282.1098538957144,0.0,250.29665,0.0,6.350814493236611,0.0,0.04203342444518241,0.0,17.399850698480734,7.300000000000001,5.1984406,2.2187488,0.13476220898715638,0.057547932039246553,0.003281196217521547,0.0007009466606562306,87.80000164015507,45.48,79.1559,10.4646845,2.0194435476978523,0.2872507316494406,0.010657306002695663,0.004793028649431989,248.09000062565656,264.74,205.10892,118.08609,5.184807109091646,3.1570727866579182,0.039437469152520874,0.054290268558573225
2025-12-09,353,298.07053,156.44582,490.14555076219534,220,353.94999992150485,359.0799999999999,7.586800141287346,4.213438613837196,0.059529933639256835,0.07383969484132628,242,38,0.01891744728332394,0.44214876033057854,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0737435817718506,0.901496648788452,-0.0002864410924253,117.60999553549829,32.0,200.47961,51.984985,5.104469533278385,1.3236046774627401,0.0,0.0,118.15000302609077,275.52,38.36643,74.78237,1.1366325355519011,2.2154805687187755,0.030391470904135808,0.05923789011564891,118.19000135991575,51.56,59.224487,29.678448,1.3456980724570609,0.6743533676556814,0.029138462735121027,0.014601804725677368,26.349999840443793,0.0,14.20474,0.0,0.338480411639048,0.0,0.007672178749735724,0.0,29.5699993449322,359.0799999999999,31.943151,156.44582,0.7859036802225856,4.213438613837197,0.006027990072986732,0.07383969484132628,298.0300007361289,0.0,251.92264,0.0,6.462416077678988,0.0,0.04582976557197517,0.0,52.710001286915194,0.99,21.106432,0.1884296,0.5429839238817606,0.004281494919303646,0.009491783019542977,9.270740793211626e-05,82.7200003990613,21.86,67.545204,2.4869494,1.7392964512626183,0.07367763359331142,0.012210387172926508,0.001970004893929466,218.5199982355283,336.22999999999996,209.4189,153.77042,5.304519938433358,4.135479600463078,0.037827764476690964,0.07177698553541349
2025-12-10,353,402.04053,142.6751,603.838484248958,198,353.9299932818382,343.87000000000006,10.358099098608259,3.8482426752383088,0.13028874909788482,0.07396352015738752,217,41,0.3041767388983111,0.8986175115207373,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.053473234176636,0.9027178287506104,-0.0002597338606096,117.89999525662357,27.91,197.48654,36.974663,5.02826281829479,0.9414225743565747,0.0,0.0,118.1199994383266,263.42,98.78212,73.16289,2.926490285032887,2.167501987037012,0.07824898686859018,0.05795503077140622,117.9099985868881,52.540000000000006,105.77183,32.53756,2.4033459952805805,0.7393181138447211,0.05203976222929463,0.01600848938598131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.059999108762344,343.87000000000006,38.435093,142.6751,0.9787365836492273,3.8482426752383083,0.0067508125669718125,0.07396352015738754,325.86999417307584,0.0,363.6054,0.0,9.37936220865053,0.0,0.12353793331440464,0.0,64.04999935452807,8.77,53.093998,1.0697687,1.3744026234195486,0.03169265225277109,0.027691245367307007,0.0008474034383920779,73.12999929781469,16.33,59.43253,3.1043096,1.5501604996008413,0.08638539497778192,0.03710055640499464,0.0014191516128247953,216.74999462949546,318.77000000000004,289.51398,138.50102,7.433535814011207,3.7301646006814084,0.06549694430382,0.07169696642116985
