Budget,Spend New,Clicks New,Conv New,Purch New,Spend Existing,Clicks Existing,Conv Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Conv Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
353,0.36027550920120005,0.28425565079176046,0.2847247781344493,0.2837542114376953,0.06850753215259316,0.0827909252678601,0.08194519397392688,0.07423751343846255,0.5712169586462068,0.6329534201827112,0.633330025643088,0.642008274452378
