Budget,Spend USA,Conv USA,Clicks USA,Purch USA,Spend A,Conv A,Clicks A,Purch A,Spend B,Conv B,Clicks B,Purch B
Actual,0.7528175625232393,0.5147995090233521,0.4667266736375446,0.7904408185085787,0.15113823798100492,0.1685342176177456,0.19922094286172062,0.20955918149142036,0.09604419949575607,0.3166662733589021,0.33405239748130167,0.0
353,0.37548162044208494,0.21392164930625657,0.18597574988192841,0.6307092359940849,0.31722570205447176,0.1546701919508726,0.17531964964305066,0.36929076400591415,0.3072926775034433,0.631408158742871,0.6387046161177823,0.0
