Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Conv,Act_Conv,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Conv_Region_A,Act_Conv_Region_A,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Conv_Region_USA,Act_Conv_Region_USA,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Conv_Region_B,Act_Conv_Region_B,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Conv_Origin_new,Act_Conv_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Conv_Origin_existing,Act_Conv_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Conv_Origin_existing searches,Act_Conv_Origin_existing searches
2025-12-02,500,415.86548,200.57773,599.7978251165513,292,499.999999999999,350.34000000000003,16.465205841217422,9.166778511639807,70,32,0.4784742401296439,0.8857142857142857,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,166.6666666666665,37.61,128.33604,14.646555,3.967132773365498,0.45275533041753513,166.6666666666658,297.8,128.5531,162.68533,6.152594599720646,7.786174726688883,166.66666666666666,14.93,158.97632,23.24583,6.345478468131279,0.9278484545333883,36.744841809145704,0.0,17.95324,0.0,0.7361679405027104,0.0,463.2551581908532,350.34000000000003,397.9122,200.57773,15.729037911700981,9.166778511639807,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-02,550,474.89157,200.57773,656.9241235071149,292,549.9906232289682,350.34000000000003,18.99129042457355,9.166778511639807,71,32,0.6498310221287755,0.8873239436619719,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,182.53221103847568,37.61,131.44435,14.646555,4.063216501399508,0.45275533041753513,185.18242093026151,297.8,153.4799,162.68533,7.345599797184845,7.786174726688883,182.27599126023088,14.93,189.96736,23.24583,7.5824741259891955,0.9278484545333883,24.607367868975096,0.0,12.869362,0.0,0.483233687977341,0.0,525.3832553599931,350.34000000000003,462.02225,200.57773,18.50805751523231,9.166778511639807,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-03,300,332.59607,202.77689,419.44012773155225,276,299.99999999999875,359.4600000000001,13.194284481579727,9.380009694552994,45,36,1.4205952057941686,0.7777777777777778,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,99.99146987094574,38.870000000000005,77.729576,18.11999,2.4027820905917725,0.5601263788995166,100.39657817704763,315.23,77.85359,182.40932,3.726099075215585,8.730171949030261,99.61195195200534,5.359999999999999,177.01292,2.2475817,7.065403315772369,0.08971136662321595,1.4748917508455786,0.0,0.24486738,0.0,0.009644398026584709,0.0,298.52510824915316,359.4600000000001,332.35123,202.77689,13.184639862046375,9.380009694552994,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-03,350,383.75327,202.77689,476.5705656690929,276,349.9999943110051,359.4600000000001,15.302295074849269,9.380009694552994,28,36,1.393261224286416,0.6428571428571429,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,116.5059709619614,38.870000000000005,85.79636,18.11999,2.652142960669759,0.5601263788995166,117.28212109040932,315.23,95.31119,182.40932,4.56162547876895,8.730171949030261,116.21190225863431,5.359999999999999,202.64574,2.2475817,8.088526635410561,0.08971136662321595,0.0,0.0,0.0,0.0,0.0,0.0,349.9999943110051,359.4600000000001,383.75327,202.77689,15.302295074849269,9.380009694552994,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-03,400,423.8138,202.77689,533.742535461866,276,400.000000000003,359.4600000000001,16.803072960445842,9.380009694552994,35,36,1.7821134845094104,0.6285714285714286,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,133.4519042768968,38.870000000000005,99.98789,18.11999,3.090832947877377,0.5601263788995166,133.6893502158661,315.23,99.02831,182.40932,4.73952869278941,8.730171949030261,132.85874550724012,5.359999999999999,224.79764,2.2475817,8.972711319779053,0.08971136662321595,10.21744562940679,0.0,12.39496,0.0,0.4947401142145036,0.0,389.78255437059624,359.4600000000001,411.41885,202.77689,16.30833292236243,9.380009694552994,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-03,450,470.01474,202.77689,589.3674960079218,276,449.97272230844055,359.4600000000001,18.641407090855513,9.380009694552994,42,36,1.4643404653416827,0.6904761904761905,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,150.09657934132306,38.870000000000005,111.9719,18.11999,3.4612834653328313,0.5601263788995166,150.08424173551936,315.23,111.88142,182.40932,5.354682552715714,8.730171949030261,149.79190123159808,5.359999999999999,246.16147,2.2475817,9.825441072806967,0.08971136662321595,1.4748917508455786,0.0,0.24486738,0.0,0.009644398026584709,0.0,448.49783055759497,359.4600000000001,469.76993,202.77689,18.631762471322162,9.380009694552994,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-03,500,507.7545,202.77689,645.8675854459522,276,499.99999999999943,359.4600000000001,20.16942047430969,9.380009694552994,37,36,99.32377756523861,0.5945945945945946,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,166.67874736976543,38.870000000000005,120.28686,18.11999,3.7183157511971023,0.5601263788995166,166.8344600706347,315.23,124.02683,182.40932,5.935965891740802,8.730171949030261,166.4867925595993,5.359999999999999,263.4408,2.2475817,10.515138831371786,0.08971136662321595,10.217445629406791,0.0,12.39496,0.0,0.4947401142145036,0.0,489.7825543705926,359.4600000000001,495.3595,202.77689,19.67467982717754,9.380009694552994,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-03,550,567.45496,202.77689,699.8485738734456,276,549.97739779931,359.4600000000001,22.451505248717183,9.380009694552994,48,36,0.5879936585113857,0.7083333333333334,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,183.32402437569385,38.870000000000005,143.13571,18.11999,4.42462065367019,0.5601263788995166,183.5642434776457,315.23,137.22409,182.40932,6.5675910949042375,8.730171949030261,183.0891299459704,5.359999999999999,287.09515,2.2475817,11.459293500142756,0.08971136662321595,10.95489150482958,0.0,12.517394,0.0,0.4985247903035482,0.0,539.0225062944803,359.4600000000001,554.93756,202.77689,21.952980915942838,9.380009694552994,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-04,300,268.0346,222.36336,292.75956111338996,308,299.9999888601039,370.06000000000006,10.759146380767355,10.273664951439457,28,35,1.759511113483604,0.8214285714285714,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,98.75002956764935,25.39,75.90312,10.307358,2.3463226118353404,0.3186217645033665,103.5735653918216,318.31000000000006,93.63131,187.63687,4.481225941854641,8.980362995205162,97.67639390063296,26.36,98.50019,24.41913,3.931597827077374,0.9746801917309286,10.19785388566749,0.0,9.99035,0.0,0.39876099843596424,0.0,289.80213497443646,370.06000000000006,258.04425,222.36336,10.360385420396938,10.273664951439457,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-04,350,311.46674,222.36336,339.7310450934443,308,350.00000000000006,370.06000000000006,12.4851844085619,10.273664951439457,20,35,1.1082682332511884,0.8,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,112.98927366880741,25.39,91.14999,10.307358,2.8176347475244596,0.3186217645033665,124.19647890575192,318.31000000000006,109.957504,187.63687,5.2626031103252,8.980362995205162,112.8142474254407,26.36,110.35923,24.41913,4.40494655071224,0.9746801917309286,10.19785388566749,0.0,9.99035,0.0,0.39876099843596424,0.0,339.8021461143325,370.06000000000006,301.47638,222.36336,12.086423448191482,10.273664951439457,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-04,400,358.9222,222.36336,387.32588084034984,308,399.9999999999986,370.06000000000006,14.339832916307788,10.273664951439457,22,35,1.8455238678025245,0.8181818181818182,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,127.64927510508582,25.39,111.0188,10.307358,3.431820870383329,0.3186217645033665,144.8807692230355,318.31000000000006,127.49538,187.63687,6.101971573634735,8.980362995205162,127.46995567187727,26.36,120.40803,24.41913,4.806040472289722,0.9746801917309286,10.197853885667463,0.0,9.99035,0.0,0.39876099843596424,0.0,389.80214611433115,370.06000000000006,348.93185,222.36336,13.94107195593737,10.273664951439457,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-04,450,397.7401,222.36336,434.1413724069738,308,449.99998801177196,370.06000000000006,15.76759578813665,10.273664951439457,25,35,2.1642864012846736,0.84,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,147.04820493110927,25.39,128.16731,10.307358,3.9619169275855706,0.3186217645033665,155.9035661613289,318.31000000000006,131.61606,187.63687,6.299188787725796,8.980362995205162,147.04821691933378,26.36,137.95671,24.41913,5.506490072825286,0.9746801917309286,20.39570777133498,0.0,17.53394,0.0,0.6998604981396516,0.0,429.6042802404369,370.06000000000006,380.20615,222.36336,15.067735442259185,10.273664951439457,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-04,500,443.55032,222.36336,481.4257329909436,308,499.99999999999943,370.06000000000006,17.548136615379658,10.273664951439457,28,35,7.341690807376894,0.7142857142857143,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,166.8093529336368,25.39,144.81645,10.307358,4.476576288745157,0.3186217645033665,167.0471299807661,318.31000000000006,144.44424,187.63687,6.913149352529199,8.980362995205162,166.14351708559647,26.36,154.2896,24.41913,6.158410974105303,0.9746801917309286,20.395707771334976,0.0,17.53394,0.0,0.6998604981396516,0.0,479.60429222866446,370.06000000000006,426.0164,222.36336,16.848276269502193,10.273664951439457,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-04,550,474.3207,222.36336,525.339528712816,308,549.9999778959431,370.06000000000006,18.85597198032906,10.273664951439457,29,35,1.093515427627485,0.7241379310344828,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,182.4171297507388,25.39,149.70753,10.307358,4.627769781057461,0.3186217645033665,186.17356875449764,318.31000000000006,160.00946,187.63687,7.658106555010387,8.980362995205162,181.40927939070656,26.36,164.60373,24.41913,6.57009564426121,0.9746801917309286,20.415763513267763,0.0,17.53394,0.0,0.6998604981396516,0.0,529.5842143826753,370.06000000000006,456.78683,222.36336,18.15611163445159,10.273664951439457,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-05,300,319.9155,192.39749,324.28433894440354,303,300.00000067280314,326.77000000000004,12.831029430884593,8.79043166921199,13,38,1.1334320389752313,0.6923076923076923,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,91.3026043855106,35.6,84.706894,13.437788,2.618465426500738,0.4153898423516249,119.49506706174466,263.14,103.74164,155.0437,4.965109670208716,7.420443647044399,89.20232922554783,28.03,131.46698,23.916004,5.247454334175139,0.954598179815966,15.777535062392346,0.0,21.762072,0.0,0.8686247832334056,0.0,284.2224656104108,326.77000000000004,298.1534,192.39749,11.962404723782281,8.79043166921199,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-05,350,376.20618,192.39749,383.67635825783736,303,349.99999002108274,326.77000000000004,14.849472195070579,8.79043166921199,14,38,2.0688182653793987,0.7142857142857143,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,119.49506706174733,35.6,110.07517,13.437788,3.402651425022561,0.4153898423516249,119.4950670617437,263.14,103.74164,155.0437,4.965109670208716,7.420443647044399,111.00985589759173,28.03,162.3894,23.916004,6.481711099839303,0.954598179815966,26.035070723189342,0.0,35.060158,0.0,1.399412817615741,0.0,323.9649192978934,326.77000000000004,341.14606,192.39749,13.450059377454838,8.79043166921199,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-05,400,420.24673,192.39749,433.6653209156468,303,399.99999999999943,326.77000000000004,16.587021541108207,8.79043166921199,17,38,0.5406763353312802,0.7058823529411765,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,135.27260212413677,35.6,122.80046,13.437788,3.7960161935169796,0.4153898423516249,135.29450830553412,263.14,115.60322,155.0437,5.532808870567291,7.420443647044399,129.4328895703285,28.03,181.84308,23.916004,7.258196477023935,0.954598179815966,26.035070723189264,0.0,35.060158,0.0,1.399412817615741,0.0,373.96492927681015,326.77000000000004,385.18652,192.39749,15.187609028016837,8.79043166921199,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-05,450,464.64636,192.39749,482.466197739592,303,449.6880925427498,326.77000000000004,18.660171669292744,8.79043166921199,17,38,0.597325194458786,0.6470588235294118,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,135.27260212413688,35.6,122.80046,13.437788,3.7960161935169796,0.4153898423516249,179.24260059261684,263.14,153.4799,155.0437,7.345599797184845,7.420443647044399,135.17288982599607,28.03,188.36598,23.916004,7.5185556785909196,0.954598179815966,36.29260638398631,0.0,44.536064,0.0,1.777640004166656,0.0,413.3954861587635,326.77000000000004,420.11023,192.39749,16.88253196965046,8.79043166921199,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-05,500,504.54968,192.39749,533.8026146607689,303,499.99998912429817,326.77000000000004,20.08714176372169,8.79043166921199,23,38,0.8376156298578099,0.6521739130434783,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,161.56767279817421,35.6,141.21284,13.437788,4.365181331749108,0.4153898423516249,179.24260059261695,263.14,153.4799,155.0437,7.345599797184845,7.420443647044399,159.18971573350706,28.03,209.85696,23.916004,8.376360634787734,0.954598179815966,36.292606383986296,0.0,44.536064,0.0,1.777640004166656,0.0,463.70738274031186,326.77000000000004,460.0136,192.39749,18.30950145503066,8.79043166921199,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-05,550,547.73785,192.39749,590.7638799591788,303,549.9999985074043,326.77000000000004,21.640839493789795,8.79043166921199,27,38,0.13138043672050387,0.6666666666666666,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,183.1576715825047,35.6,160.82672,13.437788,4.971486848407206,0.4153898423516249,183.76175896257635,263.14,154.28955,155.0437,7.384349755885122,7.420443647044399,183.0805679623233,28.03,232.62161,23.916004,9.285002889497468,0.954598179815966,36.29260638398631,0.0,44.536064,0.0,1.777640004166656,0.0,513.707392123418,326.77000000000004,503.2018,192.39749,19.863199794147512,8.79043166921199,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-06,300,317.62796,220.87614,373.0008527091927,309,300.00000000000284,443.0,12.538436520756868,10.118279448051393,15,36,0.25024618495424145,0.6,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,100.5729201763829,56.529999999999994,80.57473,21.739067,2.490731448179252,0.6719995612202285,100.57292017638288,368.84999999999997,73.727165,188.504,3.5286069066485313,9.021864689537686,98.854159647237,17.62,163.32607,10.633077,6.519098165929086,0.42441519729347765,0.0,0.0,0.0,0.0,0.0,0.0,300.00000000000284,443.0,317.62796,220.87614,12.53843652075687,10.118279448051393,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-06,350,364.3262,220.87614,429.96513806068344,309,349.9999999999983,443.0,14.608059684003159,10.118279448051393,17,36,0.1520262200635349,0.5294117647058824,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,113.30583983498015,56.529999999999994,84.21855,21.739067,2.6033697556433686,0.6719995612202285,123.9154001386527,368.84999999999997,103.74164,188.504,4.965109670208716,9.021864689537686,112.77876002636543,17.62,176.36598,10.633077,7.039580258151075,0.42441519729347765,0.0,0.0,0.0,0.0,0.0,0.0,349.9999999999983,443.0,364.3262,220.87614,14.608059684003159,10.118279448051393,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-06,400,388.96774,220.87614,488.2788572846476,309,399.9999999999993,443.0,15.559098198134288,10.118279448051393,28,36,0.22278220517654082,0.6785714285714286,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,133.45298019056844,56.529999999999994,90.06573,21.739067,2.7841180564926207,0.6719995612202285,133.45298019056816,368.84999999999997,106.27351,188.504,5.086286087863457,9.021864689537686,133.09403961886272,17.62,192.62854,10.633077,7.688694053778211,0.42441519729347765,0.0,0.0,0.0,0.0,0.0,0.0,399.9999999999993,443.0,388.96774,220.87614,15.559098198134286,10.118279448051393,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-06,450,455.31195,220.87614,545.2686254141145,309,449.9758414453101,443.0,17.989698629756134,10.118279448051393,22,36,0.17081157473961142,0.5,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,149.83056098079578,56.529999999999994,126.3855,21.739067,3.9068371150351693,0.6719995612202285,150.29056092902883,368.84999999999997,120.05038,188.504,5.7456517511804766,9.021864689537686,149.8547195354855,17.62,208.8761,10.633077,8.337209763540487,0.42441519729347765,0.0454001904924155,0.0,0.0,0.0,0.0,0.0,449.9304412548177,443.0,455.31195,220.87614,17.989698629756134,10.118279448051393,0.0,0.0,0.0,0.0,0.0,0.0
