Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Conv,Act_Conv,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Conv_Region_A,Act_Conv_Region_A,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Conv_Region_USA,Act_Conv_Region_USA,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Conv_Region_B,Act_Conv_Region_B,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Conv_Origin_new,Act_Conv_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Conv_Origin_existing,Act_Conv_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Conv_Origin_existing searches,Act_Conv_Origin_existing searches
2025-12-06,500,483.33768,220.87614,597.5408771625766,309,499.97155942955845,443.0,19.155432321813066,10.118279448051393,29,36,0.22999414873631843,0.5862068965517241,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,166.52348036891885,56.529999999999994,130.91177,21.739067,4.046753899716472,0.6719995612202285,166.98348031715216,368.84999999999997,131.10622,188.504,6.274787582131248,9.021864689537686,166.46459874348744,17.62,221.3197,10.633077,8.833890839965346,0.42441519729347765,2.8976397358788604,0.0,2.0222795,0.0,0.08071851451831832,0.0,497.07391969367956,443.0,481.3154,220.87614,19.074713873909452,10.118279448051393,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-06,550,554.3325,220.87614,651.7491685141786,309,549.9999999999993,443.0,22.061895269335402,10.118279448051393,26,36,0.12003555135785252,0.5769230769230769,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,183.382477811812,56.529999999999994,142.57983,21.739067,4.4074377954754915,0.6719995612202285,185.69292266377238,368.84999999999997,153.4799,188.504,7.345599797184845,9.021864689537686,180.92459952441493,17.62,258.27274,10.633077,10.308857676675062,0.42441519729347765,0.0,0.0,0.0,0.0,0.0,0.0,549.9999999999993,443.0,554.3325,220.87614,22.061895269335402,10.118279448051393,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-07,300,309.83072,189.07526,348.7701412882202,304,299.99978357136854,355.98,12.282955794924467,8.735060791833856,18,34,0.636817626171628,0.5,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,99.92833334745717,34.54,78.61426,13.814517,2.4301294331990713,0.427035315892268,100.20572490168996,306.54,78.52141,165.19086,3.758060981181856,7.906089201888071,99.86572532222142,14.9,152.69507,10.069901,6.094765380543539,0.4019362740535168,2.285242103998875,0.0,0.5569775,0.0,0.019292368060800147,0.0,297.71454146736966,355.98,309.27377,189.07526,12.263663417244738,8.735060791833856,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-07,350,352.83884,189.07526,405.07496025862974,304,349.99999951435797,355.98,14.154772465462997,8.735060791833856,19,34,0.6238451447988831,0.5263157894736842,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,112.94858773898304,34.54,83.63832,13.814517,2.5854336232842154,0.427035315892268,124.59523974878523,306.54,103.74164,165.19086,4.965109670208716,7.906089201888071,112.45617202658974,14.9,165.4589,10.069901,6.604229171970067,0.4019362740535168,2.975242057940416,0.0,0.86908746,0.0,0.026865292246520095,0.0,347.0247574564176,355.98,351.96976,189.07526,14.12790718058649,8.735060791833856,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-07,400,400.39978,189.07526,462.7363480350294,304,399.99999999999585,355.98,15.866634827806397,8.735060791833856,28,34,0.7560446380558292,0.6785714285714286,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,133.52096592260884,34.54,106.15525,13.814517,3.2814787618323535,0.427035315892268,133.8004453728396,306.54,105.77988,165.19086,5.062660451069717,7.906089201888071,132.6785887045474,14.9,188.46468,10.069901,7.522495614904328,0.4019362740535168,6.058105236967651,0.0,1.5484985,0.0,0.05938213647193528,0.0,393.9418947630282,355.98,398.8513,189.07526,15.807252380135843,8.735060791833856,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-07,450,448.09433,189.07526,514.59029759211,304,449.9386257359022,355.98,17.75078042916484,8.735060791833856,30,34,0.21353337157090183,0.6333333333333333,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,149.97096580509984,34.54,118.13231,13.814517,3.6517139570235164,0.427035315892268,150.03620925214702,306.54,116.88783,165.19086,5.594290955300678,7.906089201888071,149.93145067865538,14.9,213.07422,10.069901,8.504775516840649,0.4019362740535168,3.8804842540557654,0.0,0.95300114,0.0,0.036072323009114116,0.0,446.0581414818464,355.98,447.14133,189.07526,17.714708083680495,8.735060791833856,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-07,500,485.20377,189.07526,564.9555293870787,304,499.99992235230695,355.98,19.493158069850246,8.735060791833856,24,34,0.9057624028900825,0.5,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,157.30858670191554,34.54,121.41818,13.814517,3.753287341515267,0.427035315892268,186.89285962318144,306.54,153.4799,165.19086,7.345599797184845,7.906089201888071,155.79847602721009,14.9,210.3057,10.069901,8.394270931150132,0.4019362740535168,13.1528628228982,0.0,13.264048,0.0,0.5216054064610237,0.0,486.8470595294088,355.98,471.93973,189.07526,18.9715529827307,8.735060791833856,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-07,550,539.5492,189.07526,622.3091289260248,304,549.9999966712842,355.98,21.37631283995363,8.735060791833856,21,34,0.5822060052782888,0.42857142857142855,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,186.8928596231813,34.54,153.18944,13.814517,4.735402612358023,0.427035315892268,187.00044314199727,306.54,153.4799,165.19086,7.345599797184845,7.906089201888071,176.10669390610553,14.9,232.87985,10.069901,9.295310430410762,0.4019362740535168,10.177620764957789,0.0,12.39496,0.0,0.4947401142145036,0.0,539.8223759063263,355.98,527.15424,189.07526,20.88157280187022,8.735060791833856,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-08,300,256.29953,193.11932,405.9090938966221,310,299.9601691468059,355.0,10.140767151742837,8.9422224282209,18,35,0.9770248065981507,0.6666666666666666,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,100.05448367184643,30.819999999999993,80.57291,11.816747,2.4906753181695027,0.365280070948119,100.05448367184637,307.62,80.0471,168.68442,3.8310809298361206,8.07329292579493,99.85120180311318,16.560000000000002,95.679504,12.61817,3.819010903737215,0.5036494314778514,18.368359723895267,0.0,14.489339,0.0,0.5783364316217341,0.0,281.59180942291067,355.0,241.8102,193.11932,9.562430605924465,8.9422224282209,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-08,350,279.82242,193.11932,463.6341556028,310,349.9999999999997,355.0,11.07682502746627,8.9422224282209,28,35,0.6204584159614038,0.75,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,116.48759322033276,30.819999999999993,85.183235,11.816747,2.633190120444931,0.365280070948119,117.15896480865999,307.62,84.911964,168.68442,4.063915155211763,8.07329292579493,116.35344197100707,16.560000000000002,109.7272,12.61817,4.379719751809578,0.5036494314778514,25.782840416647375,0.0,17.531982,0.0,0.6975733897222866,0.0,324.2171595833523,355.0,262.29044,193.11932,10.379251730993591,8.9422224282209,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-08,400,305.74463,193.11932,520.4916339280645,310,400.0000000000008,355.0,12.115353759916303,8.9422224282209,32,35,0.3399033524374737,0.75,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,132.79120559079522,30.819999999999993,90.06579,11.816747,2.7841199432156376,0.365280070948119,134.4669919594039,307.62,90.92891,168.68442,4.351888524812863,8.07329292579493,132.7418024498017,16.560000000000002,124.74991,12.61817,4.979345291887803,0.5036494314778514,31.422840545430162,0.0,19.770569,0.0,0.8023854650243116,0.0,368.5771594545706,355.0,285.97406,193.11932,11.312968244398487,8.9422224282209,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-08,450,370.0126,193.11932,575.5188269997184,310,450.0000000000007,355.0,14.953177580354524,8.9422224282209,32,35,0.7322908815981976,0.6875,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,144.70120601791137,30.819999999999993,94.46633,11.816747,2.920149842641967,0.365280070948119,160.6969922860368,307.62,130.2215,168.68442,6.2324438625375835,8.07329292579493,144.60180169605258,16.560000000000002,145.3248,12.61817,5.800583875174974,0.5036494314778514,22.13086665762586,0.0,15.38727,0.0,0.6036303398687392,0.0,427.86913334237477,355.0,354.62537,193.11932,14.349547585583764,8.9422224282209,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-08,500,395.9765,193.11932,633.0175022493327,310,499.9125747562729,355.0,15.929682691137664,8.9422224282209,38,35,0.5170588038016214,0.7368421052631579,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,167.03508669469167,30.819999999999993,102.63815,11.816747,3.172757763031856,0.365280070948119,167.33732659447477,307.62,131.94998,168.68442,6.315170470999706,8.07329292579493,165.5401614671066,16.560000000000002,161.38834,12.61817,6.441754457106104,0.5036494314778514,26.132840480751224,0.0,18.281683,0.0,0.7399878045169894,0.0,473.7797342755217,355.0,377.69485,193.11932,15.189694466204845,8.9422224282209,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-08,550,427.02078,193.11932,687.5017597608897,310,550.0000000000025,355.0,17.17862366262771,8.9422224282209,37,35,0.2994247817046821,0.7027027027027027,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,181.91732747671315,30.819999999999993,106.874756,11.816747,3.3037199244350766,0.365280070948119,186.71284673912368,307.62,137.98587,168.68442,6.6040494011591875,8.07329292579493,181.36982578416567,16.560000000000002,182.16019,12.61817,7.270854337033447,0.5036494314778514,22.424479948506637,0.0,17.422272,0.0,0.6914913383321232,0.0,527.5755200514959,355.0,409.59854,193.11932,16.487132065168232,8.9422224282209,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-09,300,287.40134,207.37494,421.4193387112198,323,299.99998647692024,362.77,11.392980762819619,9.495582772425738,26,36,0.17906875015923318,0.6153846153846154,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,99.24951333599967,37.0,67.83459,16.569756,2.096907498470621,0.5122055009959631,102.92951353978452,303.69,66.973175,172.10034,3.205358666989948,8.236780199958554,97.82095960113605,22.08,152.59358,18.704853,6.090714597359049,0.7465970714712206,0.0,0.0,0.0,0.0,0.0,0.0,299.99998647692024,362.77,287.40134,207.37494,11.392980762819617,9.495582772425738,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-09,350,321.97107,207.37494,480.9097254260377,323,350.00000000000307,362.77,12.759836674947268,9.495582772425738,29,36,0.22703296123034533,0.4827586206896552,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,116.78570275839874,37.0,74.89072,16.569756,2.315027065475022,0.5122055009959631,116.78570275839874,303.69,73.33412,172.10034,3.509795711775064,8.236780199958554,116.42859448320552,22.08,173.7462,18.704853,6.935013897697181,0.7465970714712206,0.0,0.0,0.0,0.0,0.0,0.0,350.00000000000307,362.77,321.97107,207.37494,12.759836674947266,9.495582772425738,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-09,400,353.27,207.37494,531.3889578378516,323,399.3704305701402,362.77,14.010350047762744,9.495582772425738,34,36,0.344266279534309,0.47058823529411764,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,131.87808071286045,37.0,82.85781,16.569756,2.5613064451858296,0.5122055009959631,135.83808076885484,303.69,82.51544,172.10034,3.949216781857936,8.236780199958554,131.65426908842474,22.08,187.89674,18.704853,7.499826820718979,0.7465970714712206,10.17618901482786,0.0,8.95633,0.0,0.3574885058952026,0.0,389.1942415553123,362.77,344.3137,207.37494,13.652861579933088,9.495582772425738,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-09,450,408.822,207.37494,584.9507527996076,323,449.9304290130544,362.77,16.43661302331678,9.495582772425738,34,36,0.29589721905407,0.5,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,148.31045851277068,37.0,89.0725,16.569756,2.753415176999953,0.5122055009959631,153.85332358180634,303.69,115.85092,172.10034,5.544664045828989,8.236780199958554,147.76664691847728,22.08,203.89857,18.704853,8.138533800487838,0.7465970714712206,10.17618901482786,0.0,8.95633,0.0,0.3574885058952026,0.0,439.7542399982265,362.77,399.86566,207.37494,16.079124555487123,9.495582772425738,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-09,500,433.07114,207.37494,637.2745717583268,323,499.34137394842526,362.77,17.42241892292202,9.495582772425738,39,36,0.31399166111565785,0.5384615384615384,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,165.67902554221814,37.0,92.69735,16.569756,2.8654669494462235,0.5122055009959631,167.70951280041976,303.69,122.21186,172.10034,5.849100725468717,8.236780199958554,165.95283560578727,22.08,218.16197,18.704853,8.70785124800708,0.7465970714712206,15.092377954461714,0.0,10.831481,0.0,0.415453298503571,0.0,484.24899599396355,362.77,422.23965,207.37494,17.006965607208908,9.495582772425738,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-09,550,500.1986,207.37494,691.8933265599995,323,549.9828065087532,362.77,19.811170119975543,9.495582772425738,36,36,0.3005170947133969,0.5277777777777778,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,184.3818906262899,37.0,130.98915,16.569756,4.049146264501767,0.5122055009959631,184.38189062628985,303.69,129.0216,172.10034,6.175017447611437,8.236780199958554,181.21902525617355,22.08,240.18787,18.704853,9.58700640786234,0.7465970714712206,10.176189014827855,0.0,8.95633,0.0,0.3574885058952026,0.0,539.8066174939254,362.77,491.24228,207.37494,19.453681652145885,9.495582772425738,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-10,300,250.8445,174.3934,476.62149285255055,285,299.9534957831563,347.52,9.954155635856772,8.03741446911982,27,38,0.06435238336987407,0.7037037037037037,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,99.83733206266398,34.55,48.861286,12.6606865,1.5104034936343433,0.39136805542175523,100.38883129786662,294.57,48.034576,149.83495,2.2989509713107257,7.171150858520152,99.72733242262576,18.4,153.94864,11.897785,6.144801170911702,0.47489555517791304,43.24583235960256,0.0,31.007921,0.0,1.2315937728316266,0.0,256.7076634235538,347.52,219.8366,174.3934,8.72256188584673,8.03741446911982,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-10,350,275.8723,174.3934,551.5556110153635,285,349.9999871797526,347.52,10.978590387685223,8.03741446911982,27,38,0.015803575327643767,0.6296296296296297,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,112.9573323295159,34.55,54.06745,12.6606865,1.6713367218400923,0.39136805542175523,125.07449920795207,294.57,57.137405,149.83495,2.734615243085163,7.171150858520152,111.96815564228471,18.4,164.66747,11.897785,6.57263842275997,0.47489555517791304,41.69149973598401,0.0,30.763052,0.0,1.2198743175457532,0.0,308.3084874437687,347.52,245.10925,174.3934,9.758716161425818,8.03741446911982,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-10,400,302.6854,174.3934,622.6923240354137,285,399.892161903052,347.52,12.033473126943168,8.03741446911982,31,38,0.028649818058177474,0.6774193548387096,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,130.5316649331108,34.55,59.690903,12.6606865,1.8451692394712853,0.39136805542175523,138.97166578661336,294.57,61.576675,149.83495,2.9470803807960717,7.171150858520152,130.38883118332794,18.4,181.41782,11.897785,7.241223506675809,0.47489555517791304,41.691499735984,0.0,30.763052,0.0,1.2198743175457532,0.0,358.20066216706806,347.52,271.92236,174.3934,10.813598718111066,8.03741446911982,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-10,450,333.38763,174.3934,698.5774524654895,285,449.9999624116745,347.52,13.209149246071323,8.03741446911982,34,38,0.0029573325971079933,0.7352941176470589,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,152.86883236527504,34.55,70.9087,12.6606865,2.191934897455604,0.39136805542175523,152.86883236527467,294.57,68.0199,149.83495,3.2554551534286054,7.171150858520152,144.26229768112483,18.4,194.45906,11.897785,7.761759195187113,0.47489555517791304,41.69149973598402,0.0,30.763052,0.0,1.2198743175457532,0.0,408.3084626756905,347.52,302.62457,174.3934,11.989274837239222,8.03741446911982,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-10,500,365.83005,174.3934,772.6910492977842,285,499.99988520983464,347.52,14.497807319222487,8.03741446911982,38,38,0.06476765155461944,0.7105263157894737,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,166.8583029016458,34.55,75.87472,12.6606865,2.3454443422710227,0.39136805542175523,166.85841769180976,294.57,72.85742,149.83495,3.486980697739231,7.171150858520152,166.2831646163792,18.4,217.09796,11.897785,8.665382279212231,0.47489555517791304,41.691499735983975,0.0,30.763052,0.0,1.2198743175457532,0.0,458.30838547385076,347.52,335.06702,174.3934,13.277932910390383,8.03741446911982,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-10,550,396.76364,174.3934,844.2190859961948,285,550.0000000000009,347.52,15.719671076118976,8.03741446911982,47,38,0.002957349318006246,0.8085106382978723,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,183.3374981591527,34.55,83.33524,12.6606865,2.576064864303947,0.39136805542175523,183.5521654730509,294.57,79.694405,149.83495,3.8142006237661716,7.171150858520152,183.11033636779743,18.4,233.73405,11.897785,9.329405588048857,0.47489555517791304,41.69149973598402,0.0,30.763052,0.0,1.2198743175457532,0.0,508.30850026401686,347.52,366.00058,174.3934,14.499796667286876,8.03741446911982,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-11,300,339.30356,128.63017,347.78070166990733,218,299.999995291423,227.73,13.422499866338848,5.905321260982851,19,35,0.28659133823409405,0.7368421052631579,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,99.92301904933714,29.160000000000004,88.08124,12.177794,2.7227731443245773,0.37644086303377594,100.15395719273937,186.05,84.609406,110.84318,4.049434584621528,5.304991377656011,99.92301904934645,12.52,166.61295,5.6091986,6.650292137392741,0.2238890202930643,13.91757353258705,0.0,13.352102,0.0,0.5329440669297864,0.0,286.082421758836,227.73,325.95145,128.63017,12.889555418753597,5.905321260982851,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-11,350,391.8949,128.63017,401.70805749134973,218,349.7887548257304,227.73,15.550851409306285,5.905321260982851,17,35,0.08635472466250922,0.6470588235294118,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,113.61301565221805,29.160000000000004,107.21126,12.177794,3.3141219001074167,0.37644086303377594,123.3351460041997,186.05,109.957504,110.84318,5.2626031103252,5.304991377656011,112.84059316931263,12.52,174.72612,5.6091986,6.9741263988736675,0.2238890202930643,13.917573532516364,0.0,13.352102,0.0,0.5329440669297864,0.0,335.871181293214,227.73,378.5428,128.63017,15.017907570769777,5.905321260982851,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-11,400,443.80063,128.63017,455.28188683105776,218,399.9999603113884,227.73,17.609290392265773,5.905321260982851,22,35,0.1105276750003645,0.7727272727272727,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,131.37364027050023,29.160000000000004,119.684235,12.177794,3.699687427331163,0.37644086303377594,137.2527195367154,186.05,122.408104,110.84318,5.858492629953459,5.304991377656011,131.3736005041728,12.52,201.70833,5.6091986,8.051110334981152,0.2238890202930643,13.917573532516323,0.0,13.352102,0.0,0.5329440669297864,0.0,386.0823867788721,227.73,430.44852,128.63017,17.076346553729266,5.905321260982851,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-11,450,486.86203,128.63017,512.3985838694632,218,449.9999948491393,227.73,19.28995316251908,5.905321260982851,20,35,0.06478095558833945,0.7,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,151.17029306923212,29.160000000000004,134.38734,12.177794,4.154190983504041,0.37644086303377594,151.1702930754866,186.05,134.26968,110.84318,6.42619219545742,5.304991377656011,147.6594087044206,12.52,218.20503,5.6091986,8.709569983557618,0.2238890202930643,13.917573532516364,0.0,13.352102,0.0,0.5329440669297864,0.0,436.0824213166229,227.73,473.50992,128.63017,18.757009933031313,5.905321260982851,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-11,500,546.0181,128.63017,561.5671146430187,218,499.9999891928087,227.73,21.600815987759233,5.905321260982851,23,35,0.06064585034435034,0.6521739130434783,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,166.86786725068006,29.160000000000004,149.52838,12.177794,4.622231777322416,0.37644086303377594,166.867867250681,186.05,145.0904,110.84318,6.944074975888742,5.304991377656011,166.26425469144766,12.52,251.39935,5.6091986,10.034509234548077,0.2238890202930643,13.91757353251636,0.0,13.352102,0.0,0.5329440669297864,0.0,486.08241566029227,227.73,532.666,128.63017,21.067872149222726,5.905321260982851,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-11,550,594.09436,128.63017,611.5441682176975,218,549.9999789427114,227.73,23.537621231468385,5.905321260982851,24,35,0.060645830886254824,0.6666666666666666,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,184.46301519522575,29.160000000000004,160.71208,12.177794,4.9679435825816665,0.37644086303377594,185.00271900629826,186.05,160.00946,110.84318,7.658106555010387,5.304991377656011,180.53424474118742,12.52,273.3728,5.6091986,10.911571093876336,0.2238890202930643,14.343357142348093,0.0,13.352102,0.0,0.5329440669297864,0.0,535.6566218003634,227.73,580.74225,128.63017,23.004676783883138,5.905321260982851,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-12,300,256.4861,106.50841,291.70772670366205,242,300.0000000000001,240.51999999999995,10.536406670281128,4.681105217385285,38,39,,1.0,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,89.738282099174,47.64,62.62971,17.061836,1.936014009368413,0.5274166746780171,120.59204066866255,172.15999999999997,108.572754,73.431145,5.196328492394728,3.514438900509093,89.66967723216356,20.720000000000002,85.28364,16.015427,3.404064168517987,0.6392496421981751,10.384086633627408,0.0,8.406243,0.0,0.33442977923450995,0.0,289.6159133663727,240.51999999999995,248.07986,106.50841,10.20197676826448,4.681105217385285,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-12,350,319.22998,106.50841,342.7771769536391,242,350.00000000000006,240.51999999999995,12.62333870000656,4.681105217385285,32,39,0.022241067728113115,0.9375,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,120.59204066866275,47.64,109.00175,17.061836,3.369469627326203,0.5274166746780171,120.59204066866256,172.15999999999997,108.572754,73.431145,5.196328492394728,3.514438900509093,108.81591866267473,20.720000000000002,101.65551,16.015427,4.057540580285628,0.6392496421981751,13.580108291801006,0.0,11.14938,0.0,0.44502323699398455,0.0,336.4198917081991,240.51999999999995,308.08063,106.50841,12.17831561527476,4.681105217385285,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-12,400,345.1565,106.50841,389.07918156017615,242,399.99999562114044,240.51999999999995,13.656115027829053,4.681105217385285,72,39,0.2716142829290037,0.9583333333333334,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,133.32838721437705,47.64,110.960686,17.061836,3.4300244742309633,0.5274166746780171,133.8644088963094,172.15999999999997,110.53169,73.431145,5.290083952109022,3.514438900509093,132.80719951045398,20.720000000000002,123.66413,16.015427,4.9360066014890664,0.6392496421981751,11.998593248712671,0.0,8.651111,0.0,0.348224252852091,0.0,388.0014023724277,240.51999999999995,336.5054,106.50841,13.307890945069689,4.681105217385285,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-12,450,366.91553,106.50841,434.17169659190085,242,449.9734471365258,240.51999999999995,14.518892157807688,4.681105217385285,67,39,7.456906055295339,0.8955223880597015,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,149.75827966008762,47.64,114.95789,17.061836,3.5535862004411864,0.5274166746780171,150.6543013128807,172.15999999999997,114.34001,73.431145,5.472351383788268,3.514438900509093,149.56086616355745,20.720000000000002,137.61761,16.015427,5.492954573578237,0.6392496421981751,16.76419492822944,0.0,11.667957,0.0,0.464361106477527,0.0,433.2092522082964,240.51999999999995,355.24756,106.50841,14.054531139778645,4.681105217385285,0.0,0.0,0.0,0.0,0.0,0.0
