Budget,Spend USA,Conv USA,Clicks USA,Spend A,Conv A,Clicks A,Spend B,Conv B,Clicks B
Actual,0.846740219546355,0.8824109836198327,0.8480791730860819,0.10205299848636662,0.04889288755293894,0.07275432874138393,0.05120678196727846,0.06869612882722795,0.07916651270398134
300,0.34603040627160736,0.3253679207515297,0.27068665689067944,0.32824236158770825,0.19390271783363966,0.24976045704442626,0.32572723214068433,0.4807293614148305,0.4795529034066322
350,0.34304001039642024,0.3278690624081561,0.2724910813787701,0.3311775819061773,0.1988196954040945,0.2558343879791758,0.32578240769740247,0.47331124218774934,0.47167454678619675
400,0.3386994714958396,0.32090053440468574,0.26607606048298443,0.3329515587192587,0.20292136517092746,0.2605018345243611,0.3283489697849017,0.47617810042438696,0.4734221269141172
450,0.3409114741403699,0.3284498413608099,0.2727066084182458,0.33046787996118854,0.20252628288984945,0.26034884344735476,0.3286206458984415,0.4690238757493405,0.4669445650588394
500,0.3392951527495526,0.3287371018738692,0.27303285744605194,0.33074290194385236,0.20158165835263975,0.2592178268683738,0.32996194530659495,0.46968123977349086,0.4677493297118715
550,0.33738030708285494,0.3276595762156816,0.27178580989970524,0.3324350931672268,0.20543430567610727,0.26383021617425884,0.3301845997499183,0.46690611810821114,0.4643839938286428
