Budget,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),avg conv (opt),se conv (opt),clicks/$ (opt),avg kws (opt),se kws (opt),improvement in clicks,improvement in clicks/$,improvement in conv,avg clicks (act),se clicks (act),avg cost (act),se cost (act),avg conv (act),se conv (act),clicks/$ (act),avg n kws (act),se n kws (act)
300,284.6014570967742,7.563709921103606,299.89937725312467,0.040835294531366945,11.331958590549373,0.3003301493706264,0.9489898235319157,26.161290322580644,1.8515304766037686,0.5390852246975211,0.7860388651892267,0.3322609320790514,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,8.50581017403652,0.29454210806696723,0.5313377228391793,36.87096774193548,0.40624674816596545
350,325.6948712903226,8.263177348561689,349.93052739570663,0.039478000256717535,12.95503265072627,0.32993845699714514,0.9307415209363029,27.516129032258064,1.744343218509807,0.7613127117344546,0.7516947902041046,0.5230803868949176,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,8.50581017403652,0.29454210806696723,0.5313377228391793,36.87096774193548,0.40624674816596545
400,361.99608967741943,9.226162440040248,399.94443372298184,0.02420645399652459,14.365309313775288,0.3650576163339349,0.9051159590038275,32.903225806451616,2.447010393969109,0.9576246682087348,0.7034664020604087,0.6888819547871572,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,8.50581017403652,0.29454210806696723,0.5313377228391793,36.87096774193548,0.40624674816596545
450,400.26101483870974,10.562011308713245,449.93503684666865,0.02699437148496992,15.905438219535116,0.42009908208422736,0.8895973464167293,36.16129032258065,2.371468749640982,1.164556078682409,0.6742597187777402,0.8699498218389025,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,8.50581017403652,0.29454210806696723,0.5313377228391793,36.87096774193548,0.40624674816596545
500,436.96723709677417,10.762963831564843,499.9312627790329,0.025468278309498327,17.36963966842919,0.4300590695598648,0.8740546343666279,39.83870967741935,2.487861617609232,1.3630582399437983,0.645007679289466,1.0420911486420168,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,8.50581017403652,0.29454210806696723,0.5313377228391793,36.87096774193548,0.40624674816596545
550,476.5140022580646,11.672823512937063,549.9640014706326,0.015773408984801878,18.917132919707665,0.4607959893907412,0.8664458055142538,42.12903225806452,2.8408471913289253,1.5769216634315715,0.6306875425378032,1.2240248174654882,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,8.50581017403652,0.29454210806696723,0.5313377228391793,36.87096774193548,0.40624674816596545
