Experiment - CPC comparison
4 April 2026 - 3 May 2026
Day,Search keyword,Search keyword match type,Campaign,Currency code,Keyword max CPC,Clicks,Cost,Avg. CPC
2026-05-01,coding classes online,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.27,7,20.11,2.87
2026-05-01,coding courses online,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.27,2,11.18,5.59
2026-05-01,coding course,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.58,0,0.00,0
2026-05-01,www coursera org,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.29,0,0.00,0
2026-05-01,clickup,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.91,0,0.00,0
2026-05-01,how to create a system,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,2.73,0,0.00,0
2026-05-01,online short courses with certificate,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.85,1,3.63,3.63
2026-05-01,critical thinking and problem solving,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.50,8,24.03,3.00
2026-05-01,engineering problem solving,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.54,0,0.00,0
2026-05-01,coursera certificate,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.19,1,5.34,5.34
2026-05-01,soft skill certificate,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.04,0,0.00,0
2026-05-01,google certificate courses,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.85,0,0.00,0
2026-05-01,google certification courses,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.91,0,0.00,0
2026-05-01,class central,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.65,0,0.00,0
2026-05-01,what is systems thinking,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,2.51,0,0.00,0
2026-05-01,mit mites,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.27,0,0.00,0
2026-05-01,coursera and edx,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.21,0,0.00,0
2026-05-01,technical problem solving,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.27,0,0.00,0
2026-05-01,system think,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.58,0,0.00,0
2026-05-01,thinking in systems donella meadows,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.65,0,0.00,0
2026-05-01,systems course,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.90,0,0.00,0
2026-05-01,mit deep learning course,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.77,0,0.00,0
2026-05-01,odin project,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.19,0,0.00,0
2026-05-01,edx learning platform,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.91,0,0.00,0
2026-05-01,donella h meadows thinking in systems,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.29,0,0.00,0
2026-05-01,edx edu,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.21,0,0.00,0
2026-05-01,online class with certificate,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.85,7,15.87,2.27
2026-05-01,web designing free course with certificate,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.85,1,1.98,1.98
2026-05-01,class central certificate,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.85,0,0.00,0
2026-05-01,class central certificates,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.85,0,0.00,0
2026-05-01,project management professional pmp certification free,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.90,0,0.00,0
2026-05-01,barry richmond systems thinking,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.17,1,1.64,1.64
2026-05-01,how to design a scalable system,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.52,0,0.00,0
2026-05-01,paksoft skill certificate,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.85,0,0.00,0
2026-05-01,system architecture certification,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.26,0,0.00,0
2026-05-01,coursera certificate,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.31,0,0.00,0
2026-05-01,software development certificate,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.37,0,0.00,0
2026-05-01,google certificate courses,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.37,0,0.00,0
2026-05-01,system design books,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.36,1,1.94,1.94
2026-05-01,certificate in systems engineering,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.35,0,0.00,0
2026-05-01,books for system design,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.33,0,0.00,0
2026-05-01,how to learn system design,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.32,1,4.00,4.00
2026-05-01,system design certification,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.42,0,0.00,0
2026-05-01,system design beginner,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.34,0,0.00,0
2026-05-01,microsoft fabric certification,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.37,0,0.00,0
2026-05-01,grow google certificates cybersecurity,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.29,0,0.00,0
2026-05-01,google certificate courses,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.37,1,3.69,3.69
2026-05-01,coursera certificate,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.31,0,0.00,0
2026-05-01,system development,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.37,3,9.19,3.06
2026-05-01,software development certificate,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.37,0,0.00,0
2026-05-01,system architecture certification,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.26,0,0.00,0
2026-05-01,system design certification,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.42,2,6.34,3.17
2026-05-01,system design courses,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.33,0,0.00,0
2026-05-01,how to learn system design,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.32,0,0.00,0
2026-05-01,systems engineering process steps,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.37,0,0.00,0
2026-05-01,books for system design,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.33,3,10.11,3.37
2026-05-01,alison course certificate,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.31,0,0.00,0
2026-05-01,systems theory course,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.36,2,1.48,0.74
2026-05-01,system design beginner,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.34,0,0.00,0
2026-05-01,system development,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.37,2,7.97,3.98
2026-05-01,comptia a,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.37,0,0.00,0
2026-05-01,software development certificate,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.37,0,0.00,0
2026-05-01,coursera certificate,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.31,1,3.05,3.05
2026-05-01,google certificate courses,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.37,0,0.00,0
2026-05-01,systems engineering process steps,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.37,4,13.11,3.28
2026-05-01,system architecture certification,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.26,0,0.00,0
2026-05-01,system design books,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.36,5,16.97,3.39
2026-05-01,system design courses,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.33,7,22.70,3.24
2026-05-01,system design certification,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.42,18,50.75,2.82
2026-05-01,certificate in systems engineering,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.35,3,12.16,4.05
2026-05-01,alison course certificate,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.31,0,0.00,0
2026-05-01,how to learn system design,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.32,1,2.84,2.84
2026-05-01,class central certificate,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.29,0,0.00,0
2026-05-01,class central certificates,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.31,0,0.00,0
2026-05-01,system design beginner,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.34,1,3.38,3.38
2026-05-01,books for system design,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.33,1,1.70,1.70
2026-05-01,google management certificate,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.32,0,0.00,0
2026-05-01,tech short courses,Phrase match,Course - System Thinking - B - Phrase - Experiment,USD,0.50,1,2.14,2.14
2026-05-01,system design certification,Phrase match,Course - System Thinking - B - Phrase - Experiment,USD,0.58,0,0.00,0
2026-05-01,system design certification,Broad match,Course - System Thinking - B - Broad - Experiment,USD,0.58,13,12.90,0.99
2026-05-01,retail management short courses,Broad match,Course - System Thinking - B - Broad - Experiment,USD,0.46,2,1.92,0.96
2026-05-01,strategic thinking in complex problem solving,Broad match,Course - System Thinking - B - Broad - Experiment,USD,0.47,0,0.00,0
2026-05-01,certificate in systems thinking,Broad match,Course - System Thinking - B - Broad - Experiment,USD,0.51,0,0.00,0
2026-05-01,tech short courses,Broad match,Course - System Thinking - B - Broad - Experiment,USD,0.50,74,92.03,1.24
2026-05-01,paksoft skill certificate,Broad match,Course - System Thinking - B - Broad - Experiment,USD,0.46,3,4.38,1.46
2026-05-02,project management,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.80,0,0.00,0
2026-05-02,lms,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.72,0,0.00,0
2026-05-02,business management course,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.37,0,0.00,0
2026-05-02,coding course,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.58,0,0.00,0
2026-05-02,e learning lms,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,5.00,0,0.00,0
2026-05-02,project management methodologies,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.03,0,0.00,0
2026-05-02,critical thinking skills,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.73,0,0.00,0
2026-05-02,engineering courses online,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.27,0,0.00,0
2026-05-02,project management study,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.03,0,0.00,0
2026-05-02,project management professional pmp,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.62,1,3.05,3.05
2026-05-02,construction management certificate,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.19,0,0.00,0
2026-05-02,project management certification pmp,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.90,0,0.00,0
2026-05-02,coding courses,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.27,1,5.26,5.26
2026-05-02,coding classes online,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.27,0,0.00,0
2026-05-02,mindset training,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.27,0,0.00,0
2026-05-02,coding courses online,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.27,0,0.00,0
2026-05-02,coursera certificate,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.19,0,0.00,0
2026-05-02,systems thinking for social change,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.67,0,0.00,0
2026-05-02,how to be a software developer,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.02,0,0.00,0
2026-05-02,strategic thinking,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.50,2,7.23,3.62
2026-05-02,systems thinking approach,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,2.79,4,16.68,4.17
2026-05-02,logic courses,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.35,0,0.00,0
2026-05-02,engineering problem solving,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.54,0,0.00,0
2026-05-02,introduction to systems engineering,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.52,0,0.00,0
2026-05-02,critical thinking and problem solving,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.50,0,0.00,0
2026-05-02,introduction to systems thinking,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.65,0,0.00,0
2026-05-02,open course ware,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.27,0,0.00,0
2026-05-02,learn problem solving,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.90,1,7.95,7.95
2026-05-02,thinking in systems donella meadows,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.65,3,10.07,3.36
2026-05-02,mindtap,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.58,0,0.00,0
2026-05-02,phd systems thinking,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.36,0,0.00,0
2026-05-02,thinking in systems pdf,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.36,0,0.00,0
2026-05-02,systems thinking leadership,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.90,0,0.00,0
2026-05-02,coursera edx,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.68,0,0.00,0
2026-05-02,mit mites,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.27,1,4.03,4.03
2026-05-02,donella h meadows thinking in systems,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.29,0,0.00,0
2026-05-02,the odin project,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.19,0,0.00,0
2026-05-02,what is systems thinking,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,2.51,1,5.00,5.00
2026-05-02,learn systems thinking,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.90,0,0.00,0
2026-05-02,free project management courses with certificates,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.90,1,6.89,6.89
2026-05-02,open moocs,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,2.58,0,0.00,0
2026-05-02,soft skill certificate,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.14,0,0.00,0
2026-05-02,cornell systems thinking,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.29,0,0.00,0
2026-05-02,system think,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.58,0,0.00,0
2026-05-02,lms learning program,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.65,0,0.00,0
2026-05-02,project management certification courses free,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.90,0,0.00,0
2026-05-02,odin project,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.19,0,0.00,0
2026-05-02,project management professional pmp certification free,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.90,0,0.00,0
2026-05-02,mind luster,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.27,0,0.00,0
2026-05-02,courses on systems thinking,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.65,0,0.00,0
2026-05-02,systems theory course,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.18,1,2.75,2.75
2026-05-02,course on systems thinking,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.65,1,2.27,2.27
2026-05-02,ethio coders et certification online,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.19,0,0.00,0
2026-05-02,logistics management,Phrase match,Course - System Thinking - USA - Phrase - Experiment,USD,3.90,0,0.00,0
2026-05-02,engineering courses online,Phrase match,Course - System Thinking - USA - Phrase - Experiment,USD,4.27,0,0.00,0
2026-05-02,coding course,Phrase match,Course - System Thinking - USA - Phrase - Experiment,USD,3.58,1,3.05,3.05
2026-05-02,coding courses online,Phrase match,Course - System Thinking - USA - Phrase - Experiment,USD,4.27,0,0.00,0
2026-05-02,coding classes online,Phrase match,Course - System Thinking - USA - Phrase - Experiment,USD,4.27,0,0.00,0
2026-05-02,coursera certificate,Phrase match,Course - System Thinking - USA - Phrase - Experiment,USD,4.19,1,0.71,0.71
2026-05-02,systems course,Phrase match,Course - System Thinking - USA - Phrase - Experiment,USD,3.90,0,0.00,0
2026-05-02,mit cs courses,Phrase match,Course - System Thinking - USA - Phrase - Experiment,USD,4.37,1,10.16,10.16
2026-05-02,donella h meadows thinking in systems,Phrase match,Course - System Thinking - USA - Phrase - Experiment,USD,3.29,0,0.00,0
2026-05-02,learn systems thinking,Phrase match,Course - System Thinking - USA - Phrase - Experiment,USD,3.90,0,0.00,0
2026-05-02,learnvern,Phrase match,Course - System Thinking - USA - Phrase - Experiment,USD,4.54,0,0.00,0
2026-05-02,project management,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.80,0,0.00,0
2026-05-02,lms,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.72,0,0.00,0
2026-05-02,business management course,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.37,1,2.34,2.34
2026-05-02,thinking skills,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.27,0,0.00,0
2026-05-02,critical thinking skills,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.73,2,2.54,1.27
2026-05-02,engineering courses online,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.27,3,6.19,2.06
2026-05-02,project management certification pmp,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.90,0,0.00,0
2026-05-02,coding courses,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.27,6,13.44,2.24
2026-05-02,coding classes online,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.27,7,14.74,2.11
2026-05-02,coding courses online,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.27,12,23.45,1.95
2026-05-02,coding course,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.58,1,2.23,2.23
2026-05-02,critical thinking and problem solving,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.50,24,25.17,1.05
2026-05-02,coursera certificate,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.19,1,1.07,1.07
2026-05-02,what is systems thinking,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,2.51,7,9.68,1.38
2026-05-02,it academy courses,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.90,2,3.77,1.89
2026-05-02,system think,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.58,1,0.85,0.85
2026-05-02,introduction to systems thinking,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.65,1,0.69,0.69
2026-05-02,thinking in systems donella meadows,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.65,0,0.00,0
2026-05-02,systems course,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.90,1,0.32,0.32
2026-05-02,mit cs courses,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.37,0,0.00,0
2026-05-02,odin project,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.19,0,0.00,0
2026-05-02,digital project manager certification,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.54,0,0.00,0
2026-05-02,donella h meadows thinking in systems,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.29,13,19.95,1.53
2026-05-02,open course ware,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.27,2,4.68,2.34
2026-05-02,learn systems thinking,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.90,1,1.08,1.08
2026-05-02,open moocs,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,2.58,0,0.00,0
2026-05-02,how to design a scalable system,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.52,1,0.99,0.99
2026-05-02,coursera certificate,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.31,0,0.00,0
2026-05-02,software development certificate,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.37,0,0.00,0
2026-05-02,google certificate courses,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.37,0,0.00,0
2026-05-02,google it support professional certificate,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.22,0,0.00,0
2026-05-02,class central certificate,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.29,0,0.00,0
2026-05-02,system design certification,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.42,0,0.00,0
2026-05-02,grow google certificates cybersecurity,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.29,0,0.00,0
2026-05-02,ibm skillsbuild certificate,Exact match,Course - System Thinking - A - Exact - Experiment,USD,1.30,0,0.00,0
2026-05-02,comptia a,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.37,0,0.00,0
2026-05-02,google certificate courses,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.37,4,14.70,3.68
2026-05-02,coursera certificate,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.31,2,6.23,3.12
2026-05-02,google certification courses,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.30,0,0.00,0
2026-05-02,software development certificate,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.37,3,9.33,3.11
2026-05-02,certificate in systems engineering,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.35,0,0.00,0
2026-05-02,system architecture certification,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.26,0,0.00,0
2026-05-02,system design certification,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.42,1,3.19,3.19
2026-05-02,grow google certificate,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.30,0,0.00,0
2026-05-02,online class with certificate,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,2.26,8,33.78,4.22
2026-05-02,class central certificate,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.29,0,0.00,0
2026-05-02,google management certificate,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.32,0,0.00,0
2026-05-02,alison course certificate,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.31,0,0.00,0
2026-05-02,class central certificates,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.31,0,0.00,0
2026-05-02,grow google certificates cybersecurity,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.29,0,0.00,0
2026-05-02,ethio coders et certification,Phrase match,Course - System Thinking - A - Phrase - Experiment,USD,1.36,0,0.00,0
2026-05-02,comptia a,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.37,0,0.00,0
2026-05-02,software development certificate,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.37,5,16.40,3.28
2026-05-02,coursera certificate,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.31,2,4.49,2.25
2026-05-02,google certificate courses,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.37,2,7.35,3.68
2026-05-02,google certification courses,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.30,0,0.00,0
2026-05-02,system architecture certification,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.26,3,10.74,3.58
2026-05-02,system design certification,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.42,28,100.37,3.58
2026-05-02,certificate in systems engineering,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.35,2,6.78,3.39
2026-05-02,alison course certificate,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.31,0,0.00,0
2026-05-02,google it support professional certificate,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.22,0,0.00,0
2026-05-02,class central certificate,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.29,1,3.09,3.09
2026-05-02,grow google certificate,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.30,0,0.00,0
2026-05-02,class central certificates,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.31,3,10.79,3.60
2026-05-02,meta ios developer professional certificate,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.34,0,0.00,0
2026-05-02,google management certificate,Broad match,Course - System Thinking - A - Broad - Experiment,USD,1.32,0,0.00,0
2026-05-02,system design certification,Phrase match,Course - System Thinking - B - Phrase - Experiment,USD,0.58,0,0.00,0
2026-05-02,system design certification,Broad match,Course - System Thinking - B - Broad - Experiment,USD,0.58,9,13.03,1.45
2026-05-03,project management,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.80,1,3.61,3.61
2026-05-03,e learning lms,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,5.00,3,10.85,3.62
2026-05-03,project management methodologies,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.03,0,0.00,0
2026-05-03,project management study,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.03,0,0.00,0
2026-05-03,systems thinking for social change,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.67,0,0.00,0
2026-05-03,strategic thinking,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.50,1,6.00,6.00
2026-05-03,systems thinking approach,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,2.79,8,47.71,5.96
2026-05-03,logic courses,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.35,0,0.00,0
2026-05-03,critical thinking and problem solving,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.50,1,4.52,4.52
2026-05-03,phd systems thinking,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.36,0,0.00,0
2026-05-03,thinking in systems pdf,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.36,0,0.00,0
2026-05-03,systems thinking in healthcare,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.27,0,0.00,0
2026-05-03,certificate in systems thinking,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.36,0,0.00,0
2026-05-03,what is systems thinking,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,2.51,0,0.00,0
2026-05-03,open moocs,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,2.58,1,5.26,5.26
2026-05-03,system thinking definition,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,2.51,1,1.79,1.79
2026-05-03,university of technology pretoria,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.36,0,0.00,0
2026-05-03,human centered systems thinking,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.94,0,0.00,0
2026-05-03,courses on systems thinking,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,3.65,0,0.00,0
2026-05-03,systems theory course,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.18,1,2.83,2.83
2026-05-03,principles of system thinking,Exact match,Course - System Thinking - USA - Exact - Experiment,USD,4.02,0,0.00,0
2026-05-03,systems thinking approach,Phrase match,Course - System Thinking - USA - Phrase - Experiment,USD,2.79,0,0.00,0
2026-05-03,critical thinking and problem solving,Phrase match,Course - System Thinking - USA - Phrase - Experiment,USD,3.50,1,0.75,0.75
2026-05-03,mit cs courses,Phrase match,Course - System Thinking - USA - Phrase - Experiment,USD,4.37,3,7.23,2.41
2026-05-03,certificate in systems thinking,Phrase match,Course - System Thinking - USA - Phrase - Experiment,USD,4.36,0,0.00,0
2026-05-03,courses on systems thinking,Phrase match,Course - System Thinking - USA - Phrase - Experiment,USD,4.35,0,0.00,0
2026-05-03,system design thinking course,Phrase match,Course - System Thinking - USA - Phrase - Experiment,USD,4.37,2,4.80,2.40
2026-05-03,critical thinking and problem solving,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.50,5,7.72,1.54
2026-05-03,leading complex projects,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.68,0,0.00,0
2026-05-03,what is systems thinking,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,2.51,2,2.24,1.12
2026-05-03,systems thinking for social change,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,3.01,0,0.00,0
2026-05-03,mooc gestion de projet,Broad match,Course - System Thinking - USA - Broad - Experiment,USD,4.27,1,0.98,0.98
