Day,Hist_MSE,Hist_R2,Hist_Bias
2025-12-02,4.08988094329834,0.9290189146995544,-0.0011527518813679823
2025-12-01,3.6203651428222656,0.9377385973930359,-0.0003825094149561967
2025-12-03,4.0744805335998535,0.9292845726013184,-0.0011038556509390123
2025-12-04,3.991481304168701,0.9327555894851685,7.268407347248188e-05
2025-12-05,3.8076846599578857,0.9400396347045898,-0.0006620908821974428
2025-12-06,4.392664909362793,0.9284114837646484,-0.0007940015463952943
2025-12-07,4.077650547027588,0.9338998794555664,-0.0009348950489371453
2025-12-08,4.030803203582764,0.9314887523651123,-4.049888318471766e-05
2025-12-09,4.2539381980896,0.9301830530166626,-7.35742627261339e-05
2025-12-10,3.740239381790161,0.9294138550758362,-0.00013397698975918653
2025-12-11,4.3646559715271,0.9314141869544983,-0.000694633062191255
2025-12-12,3.617795467376709,0.9213880300521851,-6.66166091594372e-05
2025-12-13,4.615406036376953,0.9271460771560669,0.0005427904431678915
2025-12-14,3.8724753856658936,0.9271081686019897,-0.0005478326821922876
2025-12-15,4.350793838500977,0.9335826635360718,-0.0007308585221850178
2025-12-16,4.356417179107666,0.923495352268219,-0.0008795155765119214
2025-12-17,4.244418144226074,0.9222647547721863,3.030818733581025e-05
2025-12-18,4.473296165466309,0.928465723991394,-0.0007608164025905615
2025-12-19,3.8005216121673584,0.9226006865501404,-0.00078721476526678
2025-12-20,4.674597263336182,0.9293913245201111,-0.000892878255414293
2025-12-21,4.487369060516357,0.9299753308296204,-0.00036939475421810246
2025-12-22,4.402243137359619,0.932580828666687,-0.00016650395288436674
2025-12-23,4.716070652008057,0.9339103698730469,-0.0007129211210337965
2025-12-24,4.102168560028076,0.9373842477798462,-0.0005595441741995268
2025-12-25,4.372442245483398,0.9300061464309692,-0.00024661552187856315
2025-12-26,4.474708557128906,0.9335705041885376,-0.0005332218399968037
2025-12-27,4.584877967834473,0.9316343069076538,-0.00047220620277694245
2025-12-28,4.659367084503174,0.9339476227760315,-0.0005176598675374534
2025-12-29,4.804760456085205,0.9319297075271606,-0.0006494337018310924
2025-12-30,4.276030540466309,0.9371456503868103,-0.0007731581050278351
2025-12-31,4.394040584564209,0.9385376572608948,-0.0005314845272741688
