Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,Bid,t_Clicks_OptCost
1 year masters degree programs,A,Broad match,existing,60.33999960858191,34.63534422707,33.10522421192565,34.635353,-8.861308906205068e-06,2.369474950207374,28.526953
aerodynamic courses,B,Phrase match,existing searches,1.2999999573855292,2.387050149440001,0.1553039526931749,2.38705,2.3603362908630745e-07,10.881886232091103,0.33892035
aeronautical engineering apprenticeships,B,Phrase match,existing searches,1.2999999573854288,1.5485411108900002,0.1553037585187844,1.5485413,-1.9655934058171454e-07,10.881899837579574,0.33892012
aeronautical engineering degree online,B,Broad match,existing,1.299999957385543,2.241487003710001,0.1553034557363681,2.2414875,-4.993417568321945e-07,10.881921053128574,0.4419024
aerospace companies near me,B,Phrase match,existing,1.299999957385452,2.19620281333,0.15530401343376,2.1962028,5.835563499090315e-08,10.88188197610169,0.33892012
aerospace companies near me,B,Broad match,existing,1.2999999573855088,2.5613940603800005,0.1553040392465776,2.561394,8.416845265202255e-08,10.881880167443256,0.41651273
ai certificate course,B,Phrase match,existing searches,1.2999999573854382,2.475244594630001,0.1553037891948205,2.4752445,7.253527467554477e-08,10.881897688156553,0.45972908
ai certificate course,B,Broad match,existing searches,1.2999999573854382,2.651857273130001,0.1553038521094931,2.651857,3.7386852635989953e-07,10.881893279823975,0.5373213
best courses for robotics,USA,Exact match,existing searches,1.859999962866531,1.4007380110700005,0.3190037114102713,1.4007381,-1.0900904023891657e-07,7.5798489648814655,-0.17086196
best online cad certification programs,B,Broad match,existing searches,1.2999999573854812,2.7890921796900026,0.1553040708643189,2.7890923,-1.2263238513554597e-07,10.881877952044094,0.5373211
best online degree programs,B,Broad match,existing,1.2999999573855217,3.759699491310002,0.1553043401716962,3.7596996,-9.174358694963305e-08,10.881859082191808,0.5373213
bioengineering,A,Exact match,existing searches,4.249999936520962,2.181311107200001,1.313580072444294,2.181311,2.1509489833704265e-07,4.206062525900228,0.81628287
bioengineering,A,Broad match,existing searches,4.249999936520962,2.755467435290001,1.313580056597374,2.755467,4.972712019934988e-07,4.206062576641814,1.398815
bootcamp software engineer,B,Phrase match,existing searches,1.299999957385459,2.383727391890001,0.155303796461534,2.3837276,-1.5861659097282654e-07,10.88189717898931,0.33891964
