Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,Bid,t_Clicks_OptCost
1 year phd programs online,USA,Phrase match,existing,2.4800000508718547,2.2556614221000006,0.6133776248359015,2.255662,-5.423165032603094e-07,5.256142277762311,-0.1708622
advanced engineering mathematics course,USA,Phrase match,existing searches,1.459999988087909,1.4759597645999991,0.1335313187839593,1.4759595,2.2518654718695085e-07,14.213893802584709,0.17568564
aerodynamic courses,USA,Phrase match,existing searches,1.459999988087909,4.284460876000001,0.1335314250112311,4.2844605,3.3141381905466005e-07,14.213882495110376,0.1756854
aerodynamic courses,USA,Broad match,existing searches,3.1499999897198543,5.53144501099,1.068350776523447,5.5314445,4.614294528693108e-07,3.833010727021209,0.7149222
ansys course,USA,Phrase match,existing searches,3.1499999897198543,2.6443454171000003,1.0683509255228518,2.6443455,-1.0482687962110049e-07,3.8330101924437554,-0.0051465034
best aerospace engineering schools,A,Broad match,existing searches,1.459999988087909,1.86636709739,0.133530970108811,1.866367,1.1492997797901697e-07,14.213930917806184,0.25327766
best courses for robotics,USA,Phrase match,existing searches,1.459999988087909,1.5622463505999993,0.1335313599841545,1.5622461,2.663867424423927e-07,14.213889416984204,-0.38733816
best courses for robotics,USA,Broad match,existing searches,1.7399999590315267,2.2959623720999995,0.7522616770621577,2.2959623,3.8420800319016735e-08,3.006932315859659,-0.30974555
best engineering schools,A,Broad match,existing searches,2.4800000508718547,2.3462136046900004,0.6133774774088114,2.3462138,-2.1290643514859653e-07,5.256143541091646,0.6659788
best robotics courses in the world,USA,Phrase match,existing searches,2.4800000508718574,2.4464503279,1.017735337284155,2.4464505,-1.4397805170318636e-07,3.16781774988448,0.06505561
bioengineering,A,Broad match,existing searches,1.739999959031527,2.08073985139,0.3479037241088112,2.08074,-1.2358558576508474e-07,6.501798601136896,0.3486966
civil engineering course,USA,Phrase match,existing searches,3.1499999897198543,2.5647529712000003,1.068350945977222,2.5647533,-3.227910885250651e-07,3.833010119057936,-0.07544303
civil engineering course,USA,Broad match,existing searches,3.9400001515301306,2.992245190983,1.3808574613382243,2.9922454,-2.447317219989032e-07,3.709289583028583,0.050688148
civil engineering course,A,Broad match,existing searches,1.459999988087909,2.350828145800001,0.1335308302024667,2.3508284,-2.633949454100559e-07,14.21394581039024,0.37408638
civil engineering courses,USA,Exact match,existing,3.9400001515301306,2.5241759432830007,1.380857051757732,2.5241761,-1.7747505598464389e-07,3.7092906832530064,0.10434425
civil engineering courses,USA,Phrase match,existing,2.4800000508718547,2.5141373625,1.0177353372772218,2.5141375,-1.4398498526801973e-07,3.1678177499060576,0.06505561
civil engineering courses,USA,Broad match,existing,3.1499999897198543,2.6797387687000005,1.068351039055225,2.679739,-2.2971308544228466e-07,3.8330097851143967,0.15189838
class central courses,USA,Broad match,existing searches,1.4599999880871763,1.8645624367000004,0.1335312572718998,1.8645623,1.6367448774090576e-07,14.213900350302048,-0.3097458
classes for engineering,USA,Phrase match,existing,2.4800000508718547,2.4397561878,1.01773527562959,2.4397562,3.2785961945336346e-08,3.1678179417913803,0.6280792
control course,USA,Exact match,existing searches,3.999999937807989,2.863760340683001,1.754378426544207,2.8637607,-3.690795722377516e-07,2.96401268989234,0.30710256
control theory courses,USA,Phrase match,existing searches,1.739999959031527,1.894719861,0.5988400201491695,1.8947196,2.6032250932672696e-07,3.777302569353208,0.1756854
controls engineering,A,Phrase match,existing,1.459999988087909,1.5437792122000025,0.1335309326284692,1.5437794,-1.609689428416772e-07,14.213934907465946,0.1756854
course engineering,USA,Phrase match,existing,1.459999988087909,1.5373251994999992,0.1335313877019035,1.5373249,2.94104491427305e-07,14.213886466539174,0.27110445
course engineering,USA,Broad match,existing,1.459999988087909,1.734503950989999,0.1335312985546966,1.7345037,2.0495728447755826e-07,14.213895955912015,0.34869647
coursera,A,Broad match,existing searches,2.4800000508718547,2.3241468830000005,0.6133773488889775,2.3241467,1.354108891682415e-07,5.256144642401788,0.7867875
courses for civil engineering students,USA,Phrase match,existing searches,1.7399999590315267,2.1225225378999992,0.752261583996801,2.1225226,-5.4644556435334854e-08,3.006932687859552,-0.38733816
courses for electrical engineering,USA,Phrase match,existing searches,2.4800000508718547,1.4418717870000006,0.818299914288819,1.4418718,2.4724304825696212e-08,3.93987584483053,0.06505549
courses for engineering students,USA,Broad match,existing,3.999999937807989,3.3657666979830005,1.7543789683382252,3.3657668,-6.570413324524793e-08,2.9640117745346126,0.38761413
cursa courses,USA,Phrase match,existing searches,1.7399999590315225,2.690471981100001,0.552826259664454,2.690472,9.35114998767972e-08,4.0917013387061845,-0.29191923
degree of it,A,Broad match,existing searches,1.7399999590315094,2.4960140581000023,0.1944820279944115,2.496014,-6.009457775846272e-08,11.630894484532842,0.3740865
electrical engineer classes online,A,Broad match,existing searches,1.739999959031527,2.2833190458000003,0.3479037778556644,2.283319,4.937055697595839e-08,6.501797596689007,0.27866733
engineering,A,Phrase match,existing searches,28.769999630935995,13.661396742200004,10.808666467999563,13.661397,-2.3808564186822426e-07,3.4602788078388045,9.338667
engineering,A,Broad match,existing searches,18.71999957886008,10.80457731689,7.710494961390733,10.804577,4.43110703685079e-07,3.1562175417242795,7.211138
engineering courses at university,USA,Exact match,existing,3.1499999897198543,2.2912619669000027,1.068350609020364,2.291262,5.550779080820689e-08,3.833011327986013,-0.17086208
engineering courses at university,USA,Broad match,existing,3.1499999897198543,2.7593312146000004,1.068351018600855,2.7593312,-1.174887653832002e-08,3.833009858500203,-0.0840193
engineering degree courses,USA,Phrase match,existing,2.4800000508718547,1.9490332834000004,0.8183000318283451,1.9490334,-9.615474816371261e-08,3.939875278912014,0.06505561
engineering degrees,A,Broad match,existing searches,28.769999630935995,12.609189514390003,10.80866635250188,12.609189,4.808817024581913e-07,3.460278844814152,10.303999
engineering degrees online,USA,Phrase match,existing searches,2.4800000508718547,1.9511335358000004,0.6133777365064823,1.9511338,-3.114366329270979e-07,5.256141320837359,-0.1708622
engineering major,A,Broad match,existing,3.1499999897198543,3.1348711244900023,0.6639930002529417,3.1348712,-1.1994053972230745e-07,6.167233668240268,0.99747765
engineering online programs,A,Phrase match,existing,1.459999988087909,1.8112823883,0.1335308471623046,1.8112825,-1.272258178808272e-07,14.213944005067932,0.29649413
engineering postgraduate courses,USA,Broad match,existing,3.1499999897198543,2.8025363454900014,1.0683508882603872,2.8025365,-1.420893442904969e-07,3.8330103261333592,0.47900414
engineering school,A,Phrase match,existing,3.1499999897198543,2.2462249204000013,0.6639930411656874,2.2462249,4.01814954642532e-08,6.167233288238601,0.8892813
engineering short courses,USA,Exact match,existing searches,3.1499999897198543,2.2912619669000005,1.0683506090203618,2.291262,5.550778858776084e-08,3.833011327986021,0.06505561
engineering short courses,USA,Phrase match,existing searches,3.1499999897198543,2.6443454171000003,1.0683509255228518,2.6443455,-1.0482687962110049e-07,3.8330101924437554,0.06505561
engineering technician,A,Broad match,existing,28.769999630935995,12.54150247979,10.80866635250881,12.541501,1.4345629484324718e-06,3.460278844811933,10.215244
engineering technology,A,Broad match,existing,28.769999630935995,12.48304844309,10.808666352521458,12.4830475,9.57738437890043e-07,3.4602788448078843,9.9789505
engineering training courses,USA,Broad match,existing,1.4599999880879095,1.5030159256999998,0.1335311434810666,1.5030159,4.988365454039467e-08,14.213912462925926,-0.30974615
fea online course,USA,Broad match,existing searches,1.739999959031527,3.738652928400001,0.347903712320289,3.7386532,-2.5458339747430614e-07,6.501798821446696,-0.2143271
find your next course,USA,Exact match,existing searches,3.149999989719854,2.5883618696,1.0683506830002685,2.588362,-1.0893088386865204e-07,3.8330110625621057,-0.07544303
find your next course,USA,Phrase match,existing searches,1.459999988087909,1.7495766392000005,0.133531164193897,1.7495766,7.05964848801699e-08,14.213910258119578,-0.29191947
free electrical engineering courses,USA,Phrase match,existing searches,3.1499999897198543,1.1820423585,0.66399317799234,1.1820424,-1.8057861872478043e-09,6.167232017379328,0.06505549
free online courses in electrical engineering,USA,Phrase match,existing searches,1.459999988087909,1.7261797281,0.1335313411447387,1.7261795,2.475473266372319e-07,14.213891422366393,-0.38733828
freecodecamp,A,Phrase match,existing searches,18.719999578860072,8.967321654400001,7.557073374828468,8.967322,-6.951483388917268e-07,3.2202941860506256,5.4407926
graduate degree programs,USA,Broad match,existing,1.459999988087909,7.439347161000003,0.1335305106093782,7.4393473,-1.0615087564502801e-07,14.21397983017209,-0.2143271
