Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,Bid,t_Clicks_OptCost
advanced engineering mathematics course,A,Broad match,existing searches,8.039987341699316,6.225488698650002,4.80075887458384,6.225489,-4.409068825594886e-07,2.177152366377733,4.165775
ansys course,USA,Exact match,existing searches,1.899999961210654,1.3829539246300009,0.3594172425010944,1.3829539,4.2412593437290986e-08,6.872235545478397,-0.17086208
ansys course,USA,Phrase match,existing searches,3.920000102214535,2.608797478730001,1.4788815260475063,2.6087983,-7.867271518691155e-07,3.44584744830682,0.034142017
ansys course,USA,Broad match,existing searches,3.920000102214535,2.716670711720001,1.4788815576672665,2.7166712,-5.16688812624011e-07,3.445847374631637,0.12098503
ansys course,A,Broad match,existing searches,4.639999763091306,3.952376497720001,2.542861116860626,3.9523764,1.3205837978702561e-07,2.3721310031535285,1.2585838
architectural drafting degree online,A,Exact match,existing searches,1.5700000482355163,1.2669494320300008,0.6947966386225606,1.2669494,1.6823091586459782e-08,2.937550283421735,0.29649413
architectural engineering degree online,USA,Phrase match,existing searches,1.9,1.2825945304300008,0.6150563047792135,1.2825946,-3.1146842438545264e-08,4.015892497657845,-0.07544327
architectural engineering degree online,USA,Broad match,existing searches,1.5700000482355156,1.4071785571100008,0.4393223883630526,1.4071786,-8.325559974764475e-08,4.645791147387426,-0.2143271
architectural engineering degree online,A,Exact match,existing searches,1.5700000482355163,1.290405981230001,0.5575206801168724,1.290406,-7.463236251226135e-09,3.6608508625694727,0.296494
architecture courses,USA,Exact match,existing searches,2.55000007378915,1.247633599830001,0.9345364506963189,1.2476338,-2.14981705548567e-07,3.547213266487256,-0.24106419
architecture courses,USA,Phrase match,existing searches,1.899999961210654,0.9233089520300009,0.7523322983348942,0.9233091,-1.357232951582077e-07,3.283123634384165,-0.17086214
architecture courses,USA,Broad match,existing searches,1.899999961210654,1.472126931510001,0.7523322409010227,1.472127,-2.9244393573435445e-08,3.2831238850214386,-0.093269944
architecture degree online,A,Phrase match,existing,1.5700000482355163,1.4371485099300003,0.6947967395289996,1.4371485,5.8124885793375844e-08,2.93754985679662,0.29649413
autocad tutorial course,A,Exact match,existing searches,4.639999763091308,2.482893568030001,0.929170709601046,2.4828935,1.0108053816182405e-07,6.491809986787717,0.81628275
boston university engineering courses,USA,Exact match,existing searches,1.8999999612106533,1.7541624898999997,0.3594171400159662,1.7541625,-6.0072534724398e-08,6.872237505045324,-0.17086208
boston university engineering courses,USA,Phrase match,existing searches,6.2899999032044525,4.128698642900002,2.62757402246238,4.1286983,2.939009782210178e-07,3.1119960101077844,1.8450446
boston university engineering courses,USA,Broad match,existing searches,3.9200001022145328,2.9800060440000005,1.4788814235623784,2.9800062,-1.7395654250407233e-07,3.4458476871008896,0.1911869
boston university engineering courses,A,Phrase match,existing searches,6.850000126579968,6.305277305900001,4.632426458655738,6.3052773,-4.166469658173355e-08,1.9223187338279,3.5938146
boston university engineering courses,A,Broad match,existing searches,6.850000126579968,6.305277305900002,4.632426458655739,6.3052773,-4.166469569355513e-08,1.922318733827899,3.867632
civil engineering certification courses,USA,Phrase match,existing searches,1.1300000139814017,0.9903248634999996,0.2985497799581296,0.990325,-1.1056005888576693e-07,4.920452523468092,-0.46867168
civil engineering course,USA,Exact match,existing searches,1.8999999612106533,1.569686706430001,0.5304918841185997,1.5696867,5.520014267901274e-08,4.656056055744752,-0.07544315
civil engineering course,USA,Phrase match,existing searches,3.920000102214535,2.7955302605300014,1.6499561676650112,2.7955308,-5.355210239699204e-07,3.0885669769583424,-0.03615451
civil engineering course,USA,Broad match,existing searches,3.920000102214535,2.7955302605300014,1.6499561676650112,2.7955308,-5.355210239699204e-07,3.0885669769583424,0.050688148
civil engineering course,A,Phrase match,existing searches,6.850000126579968,5.837654267530001,4.5203539478583705,5.837654,1.537604701340456e-07,1.9699785165657044,3.9594343
civil engineering course,A,Broad match,existing searches,6.850000126579968,5.837654267530001,4.5203539478583705,5.837654,1.537604701340456e-07,1.9699785165657044,4.2332516
civil engineering courses,USA,Phrase match,existing,3.920000102214535,2.7955302605300014,1.6499561676650112,2.7955308,-5.355210239699204e-07,3.0885669769583424,0.10434413
civil engineering courses,USA,Broad match,existing,3.92000010221453,2.7955302605300014,1.6499561676650112,2.7955308,-5.355210239699204e-07,3.0885669769583384,0.1911869
civil engineering courses,A,Broad match,existing,6.850000126579968,5.837654267530001,4.5203539478583705,5.837654,1.537604701340456e-07,1.9699785165657044,3.867632
class central courses,A,Broad match,existing searches,6.850000126579968,5.672216303070001,4.29307151528161,5.6722164,-1.1233527263954104e-07,2.0742724953115124,4.103977
classes for engineering,USA,Phrase match,existing,3.920000102214535,2.817124283930001,1.411641872545419,2.8171246,-3.212488315362805e-07,3.609980854202053,0.6673677
classes for engineering,USA,Broad match,existing,3.920000102214535,2.817124283930001,1.411641872545419,2.8171246,-3.212488315362805e-07,3.609980854202053,0.7542105
columbia university online courses,USA,Phrase match,existing searches,1.5700000482355163,9.1240403252,0.1836831169480479,9.124042,-1.2321120106406624e-06,11.111527812778997,-0.38733828
control course,USA,Phrase match,existing searches,3.9200001022145146,2.46191305975,1.4226736531643065,2.4619133,-2.874942630626265e-07,3.581988126050104,0.10434413
control engineering courses,USA,Phrase match,existing searches,3.920000102214535,2.798395280580001,1.411641840676742,2.7983959,-5.915360876684872e-07,3.609980935699575,0.6673678
control engineering courses,USA,Broad match,existing searches,3.920000102214535,2.906268513570001,1.4116418722965025,2.9062688,-3.214977479792936e-07,3.609980854838604,0.7542105
control theory courses,USA,Broad match,existing searches,3.920000102214535,2.8784915509900006,1.3865323367794904,2.8784919,-3.275195208374271e-07,3.675356136817851,0.7542106
controls courses,USA,Phrase match,existing searches,3.920000102214535,2.5640116737300005,1.4788814590388384,2.5640123,-6.153172407152852e-07,3.4458476044394475,0.10434413
controls courses,USA,Broad match,existing searches,3.920000102214535,2.6718849067200003,1.478881490658599,2.6718853,-3.452789010260915e-07,3.445847530764256,0.19118702
course engineering,USA,Exact match,existing,1.8999999612106533,1.7612910521000005,0.3767422687976933,1.761291,2.5030908679113395e-08,6.556206070150875,0.32070804
course engineering,USA,Phrase match,existing,6.289999903204447,4.135827205100002,2.644899151244106,4.1358266,6.174229998379133e-07,3.091611213349851,2.2742753
course engineering,USA,Broad match,existing,6.2899999032044525,4.135827205100002,2.644899151244106,4.1358266,6.174229998379133e-07,3.0916112133498537,2.6846514
course engineering,A,Broad match,existing,6.850000126579968,6.312405868100002,4.649751587437465,6.3124056,2.818573259233404e-07,1.9151561104066668,4.531395
coursera mechanical engineering courses,USA,Phrase match,existing searches,3.92000010221453,2.582453911480001,1.4788815428581747,2.5824547,-7.699164834562566e-07,3.4458474091373508,-0.03615451
coursera mechanical engineering courses,USA,Broad match,existing searches,3.92000010221453,2.6903271444700008,1.4788815744779351,2.6903276,-4.99878143767063e-07,3.445847335462169,0.050688148
coursera mechanical engineering courses,A,Phrase match,existing searches,6.850000126579968,5.624577918480002,4.349279323051535,5.624578,-8.063498846411221e-08,2.0474656841092576,3.634385
coursera mechanical engineering courses,A,Broad match,existing searches,6.850000126579968,5.732451151470001,4.349279354671295,5.732451,1.894033507809923e-07,2.047465669223947,3.9082031
courses at university,USA,Exact match,existing,1.8999999612106533,2.0061043828000003,0.443981799410718,2.0061045,-8.649931615423156e-08,5.563291001685647,-0.07544315
courses at university,USA,Phrase match,existing,6.850000126579968,4.567610382800001,2.8991085288571297,4.5676103,1.1897553786610616e-07,3.0716339439918925,2.0478392
courses at university,USA,Broad match,existing,6.850000126579968,4.567610382800002,2.8991085288571306,4.5676103,1.1897553875428457e-07,3.071633943991892,2.1346815
courses at university,A,Phrase match,existing,6.850000126579968,6.557219198800002,4.71699111805049,6.5572186,6.471642599592542e-07,1.887856038243793,4.0368247
courses at university,A,Broad match,existing,6.850000126579968,6.557219198800002,4.71699111805049,6.5572186,6.471642599592542e-07,1.887856038243793,4.310642
courses for civil engineering students,USA,Phrase match,existing searches,3.920000102214512,2.854169969430002,1.649956111779245,2.8541703,-3.529882111052985e-07,3.0885670815713686,0.10434413
