Budget,Spend USA,Clicks USA,Purch USA,Spend A,Clicks A,Purch A,Spend B,Clicks B,Purch B
Actual,0.6559716457585227,0.2894519692486456,0.4879710312555627,0.24196764422524608,0.22225371866596325,0.32858913537953294,0.10206071001623136,0.4882942922953229,0.18343983336490421
357,0.3767064238735357,0.07528474926594214,0.16649788924005773,0.37130044706534415,0.2611356121009693,0.5064708790399542,0.2519931290611202,0.6635796082940072,0.3270312317199876
