Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,9.034465881797081e-05,0.02003963379994716,0.11816543,26.210648,1.330000012107917,46.51
B,0.0,0.007017217476452927,0.0,50.841805,0.0,30.81
USA,0.0325190925228787,0.07496554667846275,25.04263,57.73022,175.66999998788867,223.68
