Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.0,0.023401694448865855,0.0,30.608023,0.0,46.99
B,0.0,0.007120113244273111,0.0,51.587315,0.0,33.47
USA,0.03820977953442127,0.08565197403114111,29.42497,65.95973,176.99999999999946,231.84
