Budget,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),avg purch (opt),se purch (opt),clicks/$ (opt),avg kws (opt),se kws (opt),improvement in clicks,improvement in clicks/$,improvement in purch,avg clicks (act),se clicks (act),avg cost (act),se cost (act),avg purch (act),se purch (act),clicks/$ (act),avg n kws (act),se n kws (act)
353,110.41183720689655,8.383953167944897,353.94862078451706,0.015083499124190783,0.1391730863145096,0.010751991024053031,0.311943120338121,471.9310344827586,30.881025908617037,-0.20552351103393424,-0.2531974721551383,0.2282642406073573,138.9743293103448,4.371768956526362,332.7093103448275,13.280058033093223,0.11330875044093988,0.00445406509574951,0.4177049604241873,37.89655172413793,0.7581167157145592
