Budget,Spend USA,Clicks USA,Purch USA,Spend A,Clicks A,Purch A,Spend B,Clicks B,Purch B
Actual,0.7530390513827441,0.4784043063968983,0.7619469027234957,0.1509809225615817,0.19487789304080233,0.18274510382218423,0.0959800260556746,0.32671778691552195,0.05530799345431917
353,0.9589662639871623,0.9287272671265829,0.9567689443007955,0.04103373601283732,0.07127273625542571,0.04323105569920436,0.0,0.0,0.0
