Day,k_policy,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Oracle_k,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches,Opt_Cost_Match_Exact match,Act_Cost_Match_Exact match,Opt_Clicks_Match_Exact match,Act_Clicks_Match_Exact match,Opt_Purch_Match_Exact match,Act_Purch_Match_Exact match,Opt_Cost_Match_Phrase match,Act_Cost_Match_Phrase match,Opt_Clicks_Match_Phrase match,Act_Clicks_Match_Phrase match,Opt_Purch_Match_Phrase match,Act_Purch_Match_Phrase match,Opt_Cost_Match_Broad match,Act_Cost_Match_Broad match,Opt_Clicks_Match_Broad match,Act_Clicks_Match_Broad match,Opt_Purch_Match_Broad match,Act_Purch_Match_Broad match
2025-12-12,full,353,109.466354,140.33434,215.76906305575358,199,353.9899999998005,327.43000000000006,0.14214748457973062,0.11128578369149676,287,36,1.56457117803251,0.89198606271777,384,1.9972978830337524,0.9055827260017396,0.0001412685625666,353.9100055617249,265.49999999999994,109.46636,69.651985,0.14214748457973062,0.09044654729390782,0.0799944380755715,28.850000000000005,0.0,17.69019,0.0,0.01352522540829752,0.0,33.08,0.0,52.99216,0.0,0.007314010989291429,112.38999642330695,0.0,35.06238,0.0,0.04553023666174996,0.0,34.34000047300931,327.43000000000006,11.009673,140.33434,0.014296605014240021,0.11128578369149676,207.26000310348422,0.0,63.394302,0.0,0.08232064166534736,0.0,54.81000069420337,3.73,16.46284,0.7185989,0.021377810755193797,0.0007130497210711538,93.86999572599854,17.68,28.731363,2.989052,0.03730909859129281,0.0034016404850047274,205.31000357959863,306.02,64.272156,136.62668,0.08346057275645748,0.10717109015234393
2025-12-13,full,353,119.99408,130.60094,302.8570656576276,187,353.9799995303375,329.93,0.1558182365988661,0.1020013705276962,387,35,0.3557787186830438,0.8217054263565892,384,2.109459638595581,0.9005891680717468,2.336084270346476e-05,353.9799995303375,260.11,119.99408,61.858315,0.1558182365988661,0.08032608052297316,0.0,35.010000000000005,0.0,19.45189,0.0,0.014872153388370578,0.0,34.809999999999995,0.0,49.290718,0.0,0.0068031366163524625,122.72999890515337,0.0,34.372,0.0,0.044633739011062684,0.0,19.83000005541655,329.93,7.3193836,130.60094,0.009504581603201077,0.1020013705276962,211.4200005697676,0.0,78.30269,0.0,0.1016799234149619,0.0,35.689999341941174,20.84,11.587032,3.336072,0.015046333249012762,0.003744957479279667,73.96999938366866,11.04,25.339188,4.46541,0.032904188245400964,0.0021867517986443622,244.32000080472773,298.05,83.067856,122.799446,0.10786771881963214,0.09606966402963024
2025-12-14,full,353,91.417336,153.16321,381.15956396187346,222,353.9900000000615,364.54,0.1168760643412559,0.1268878098895831,509,40,0.4294676436137053,0.8762278978388998,384,2.0563857555389404,0.9033588171005248,-0.0001543277701177,341.2200001388825,255.29,87.983055,68.39384,0.11425034815952635,0.08881277964466992,12.769999861179048,79.34999999999998,3.4342804,42.096436,0.0026257161817295547,0.0321852846241522,0.0,29.900000000000002,0.0,42.67294,0.0,0.005889745620760988,68.96999851642971,0.0,12.7472,0.0,0.016552868374447468,0.0,20.36000019158346,364.54,6.197653,153.16321,0.007866974855977408,0.1268878098895831,264.6600012920484,0.0,72.47248,0.0,0.09245621739565124,0.0,54.200000682830634,16.619999999999997,9.942912,2.9634676,0.01233680461648768,0.002841181318429601,139.2100001293143,6.279999999999999,37.84273,1.1033448,0.04830819647128172,0.0013264273252769087,160.5799991879166,341.64,43.6317,149.0964,0.05623106192395049,0.12272019942229981
2025-12-15,full,353,124.49177,144.00461,358.24464337795666,220,353.9200072024182,346.34000000000003,0.16165871718267055,0.1191705530960515,319,38,1.029668428207761,0.3793103448275862,384,1.900634765625,0.9110965728759766,-0.0003105949932108,353.9200072024182,251.78,124.49177,67.958786,0.16165871718267055,0.08824784445254769,0.0,65.23,0.0,32.602566,0.0,0.024926643907130498,0.0,29.330000000000002,0.0,43.44325,0.0,0.005996064736373318,141.88000257989634,0.0,36.93756,0.0,0.047965269519778454,0.0,15.51000035841008,346.34000000000003,8.316364,144.00461,0.010799209065499865,0.1191705530960515,196.5300042641117,0.0,79.23784,0.0,0.10289424231257202,0.0,93.2000024895413,14.489999999999998,35.712738,2.5851278,0.046374756470417895,0.002613408346576292,122.89000256417302,13.25,43.10282,3.845346,0.05597114511975121,0.002555554671394603,137.8300021487039,318.6,45.676212,137.57413,0.05931282054607449,0.11400158880155266
2025-12-16,full,353,198.0654,147.2535,318.95328604863266,218,353.9899999999996,340.7199999999999,0.25719769608687426,0.11380644923591121,359,39,0.19334695589189038,0.9275766016713092,384,2.007986307144165,0.9065486788749696,-1.3164601824330144e-05,353.9899999999996,248.91,198.0654,65.34871,0.25719769608687426,0.08485853051419733,0.0,52.4,0.0,28.16,0.0,0.02153003213528188,0.0,39.41,0.0,53.744766,0.0,0.007417886586432005,7.190000012166196,0.0,3.5341816,0.0,0.004589309579484834,0.0,14.110000245916602,340.7199999999999,7.2285933,147.2535,0.009386685945401521,0.11380644923591121,332.68999974191684,0.0,187.30263,0.0,0.2432217048963643,0.0,108.26000028663546,5.83,61.332535,1.2355988,0.07964332459584375,0.001238563643419253,107.5899989059641,20.36,60.69669,3.48311,0.07881764322548704,0.0034270873478129925,138.14000080740004,314.53000000000003,76.03618,142.53477,0.09873673817268955,0.10914080531970448
2025-12-17,full,353,111.14179,123.995224,366.79835106108214,187,353.62000210497433,300.26,0.14426258203603518,0.10615913476052805,441,43,0.8674698002016461,0.9909297052154195,384,2.0568535327911377,0.9046265482902528,-0.0001950708230639,353.0600020889282,228.72999999999996,111.02844,64.951706,0.14417591330105137,0.08434299235253512,0.5600000160461676,42.83,0.113357544,21.81331,8.666873498379991e-05,0.016677605233276573,0.0,28.7,0.0,37.230213,0.0,0.005138537174716363,169.04000149986445,0.0,54.36029,0.0,0.07052899888238857,0.0,13.779999895459007,300.26,4.9670587,123.995224,0.006449970688729811,0.10615913476052805,170.8000007096509,0.0,51.814438,0.0,0.0672836149417033,0.0,0.0,4.53,0.0,0.9276024,0.0,0.0008602087420281732,6.069999980361443,20.57,1.3068188,4.260227,0.0016969688945973622,0.0038372873444433428,347.55000212461294,275.16,109.83498,118.80739,0.14256561670181844,0.10146163739388053
2025-12-18,full,353,121.170654,172.92831,274.57882288724426,235,353.9899999999984,394.76,0.15734608694913726,0.13590910627172986,309,40,0.7558685257111546,0.8349514563106796,384,1.9068198204040527,0.9116268754005432,-6.33355329191387e-05,353.9899999999984,293.96999999999997,121.170654,78.14546,0.15734608694913726,0.10147575694811072,0.0,59.78000000000001,0.0,34.078194,0.0,0.026054854077285073,0.0,41.00999999999999,0.0,60.70466,0.0,0.008378495246334066,142.78999444058198,0.0,51.605473,0.0,0.0670122631635676,0.0,7.989999688789791,394.76,2.5306327,172.92831,0.00328615144519638,0.13590910627172986,203.21000587062667,0.0,67.034546,0.0,0.08704766305242381,0.0,85.04999667606506,5.6899999999999995,28.99096,1.6485198,0.037646194190955315,0.0009307408654536149,130.42999494898163,19.18,44.819298,3.716732,0.05820007466386576,0.002559722925039253,138.51000837495172,369.88999999999993,47.360394,167.56308,0.06149981314074315,0.13241864200060643
2025-12-19,full,353,57.113995,132.19669,351.6919954801664,193,353.90000008631444,334.16999999999996,0.0732165671229694,0.11147772773663478,601,39,0.4699006760563886,0.9933444259567388,384,1.8645955324172971,0.91388338804245,5.234579433599247e-05,347.2200000560086,256.35,55.33721,65.90987,0.07185811086098048,0.08558722092422441,6.680000030305852,49.519999999999996,1.7767799,26.720648,0.0013584562619889037,0.020429559985185974,0.0,28.300000000000004,0.0,39.566166,0.0,0.0054609468272243935,9.50999992253199,0.0,3.243587,0.0,0.0042119581492304605,0.0,26.390000258333657,334.16999999999996,6.9758883,132.19669,0.009058535879471667,0.11147772773663478,317.99999990544876,0.0,46.894524,0.0,0.0599460737134639,0.0,107.40000011318762,23.439999999999998,16.127651,4.215869,0.020942552675175204,0.0035969371962941126,115.87000013068743,22.500000000000004,18.076717,4.9816856,0.02259997047288427,0.004357874258978006,130.62999984243942,288.23,22.909626,122.99913,0.029674046451696443,0.10352292382545625
2025-12-20,full,353,73.646416,153.43065,377.0466618686491,204,353.98999999999194,310.96999999999997,0.09431508509469762,0.11174892081438764,613,37,0.21203766602932173,0.21044045676998369,384,1.9377143383026123,0.9105918407440186,7.981041555978446e-05,331.56000034157375,218.19,71.1774,59.612625,0.09242737217821287,0.07740994674312981,22.429999658418197,55.230000000000004,2.4690163,34.140114,0.0018877129164847537,0.02610219289265464,0.0,37.550000000000004,0.0,59.677906,0.0,0.008236781178603188,4.859999916614302,0.0,1.2985657,0.0,0.0015655958930819484,0.0,34.9199993923936,310.96999999999997,9.066951,153.43065,0.011707403580424157,0.11174892081438764,314.210000690984,0.0,63.2809,0.0,0.08104209035630901,0.0,77.27999870078719,3.63,7.1420617,0.5503362,0.009274320332716265,0.0007146387486738502,122.39000398397042,12.899999999999999,29.177902,3.0636208,0.037308611181965844,0.002542495190273623,154.31999731523433,294.44,37.326454,149.8167,0.04773215667599868,0.10849178768433522
2025-12-21,full,353,189.85318,152.22185,324.50075440238595,209,353.99000000000416,370.59000000000003,0.24506189264390565,0.12858133686353956,455,39,0.4811612202830921,0.4043956043956044,384,2.004108667373657,0.9076959490776062,5.264857676994404e-05,351.18999986633673,286.64,187.09686,78.40677,0.24295452898031022,0.10181506679492681,2.800000133667349,52.19,2.7563062,26.460024,0.0021073636635954205,0.02023029568389389,0.0,31.76,0.0,47.355057,0.0,0.006535974384718846,21.870000166778766,0.0,9.242607,0.0,0.012001982422722433,0.0,39.03999991904098,370.59000000000003,18.39,152.22185,0.023880326138889837,0.12858133686353956,293.0799999141844,0.0,162.22057,0.0,0.2091795766519338,0.0,14.619999666238977,12.100000000000001,0.98081386,2.053876,0.0012736352259051123,0.0020166055073104804,133.47000097695496,18.14,76.165344,3.5555563,0.09777250798741982,0.003560057928144812,205.89999935681016,340.34999999999997,112.70701,146.61241,0.14601575176631124,0.12300467618457755
2025-12-22,full,353,107.1387,140.52531,212.3651596686034,210,353.9799943460687,312.3,0.13438955002548675,0.11185217896651309,429,36,0.24401177105767147,0.9067599067599068,384,1.962755918502808,0.9098076224327089,5.042195259963199e-05,336.899994473235,231.84,98.2708,63.63315,0.12760950061949047,0.08263078487404187,17.079999872833703,46.99000000000001,8.867901,29.70071,0.006780049405996271,0.022707998955686273,0.0,33.47,0.0,47.191467,0.0,0.006513395136784953,107.64999841624802,0.0,28.670113,0.0,0.03568101423186086,0.0,39.90999936657451,312.3,14.998378,140.52531,0.01893533226786869,0.11185217896651309,206.4199965632462,0.0,63.470215,0.0,0.07977320379918543,0.0,64.0799994536264,4.55,13.7677965,0.9707028,0.01787816464589543,0.0008376116813075051,98.84999915686943,8.52,19.843847,2.0202713,0.02576821703919365,0.0018307731509706862,191.0499957355729,299.23,73.52706,137.53435,0.09074317205557744,0.10918379560825466
2025-12-23,full,353,135.21556,145.77408,217.57087993599404,219,353.9900000000008,338.21999999999997,0.1644538020614569,0.11322146755916129,179,35,3.1335611203889666,0.8770949720670391,384,1.915371417999268,0.9122515320777892,-0.000314813379015,322.7599991850197,256.5,114.37189,64.887024,0.14851754175122253,0.08425899956789011,31.230000814981075,46.589999999999996,20.843681,28.407415,0.015936260310234367,0.021719196361555497,0.0,35.13,0.0,52.479637,0.0,0.007243271629715678,78.09000076156842,0.0,26.05094,0.0,0.033828433335530865,0.0,11.539999789442678,338.21999999999997,4.591672,145.77408,0.005962513094297861,0.11322146755916129,264.3599994489897,0.0,104.57296,0.0,0.12466285934680796,0.0,33.73999957714572,9.91,14.1628475,3.144217,0.01802608624653187,0.0015625261146731465,91.29555424284531,19.79,32.09686,3.5005865,0.04131428905189782,0.0034311857129951124,228.9544461800098,308.52000000000004,88.95586,139.12927,0.10511342648959897,0.10822775731540643
2025-12-24,full,353,50.569492,106.024506,413.6310712975045,155,353.98999999998307,219.02999999999997,0.06341182965352261,0.07460895187886711,643,32,0.6318243430853328,0.9782270606531882,384,2.056375503540039,0.9061324000358582,-0.000194891240353,339.5087974471406,161.66,46.34626,43.868996,0.060182910698829334,0.05696606035980668,14.481202552842547,25.060000000000002,4.223234,14.466988,0.0032289189546932827,0.011060890955120759,0.0,32.309999999999995,0.0,47.68853,0.0,0.00658200056393967,41.08000051513793,0.0,7.488021,0.0,0.00972356730302959,0.0,26.89000034262778,219.02999999999997,5.083403,106.024506,0.006595969623715217,0.07460895187886711,286.0199991422174,0.0,37.99807,0.0,0.047092295294707084,0.0,46.938793759582005,1.5699999999999998,6.7983656,0.37775987,0.008843588977690784,0.0002888203930343674,31.210000404657094,4.95,5.0684156,1.506974,0.006576508364735646,0.001296925651475349,275.84120583574406,212.51,38.702713,104.13977,0.04799173373177495,0.07302320393755433
2025-12-25,full,353,55.105293,138.72902,489.2815728612204,182,353.9899999999152,285.69999999999993,0.0689244027593872,0.10627583138053015,718,33,0.1613511474734953,0.6114206128133705,384,1.97843074798584,0.9097393751144408,-0.0002257675744233,335.3899995189334,173.6,50.175323,50.653015,0.06515513890548072,0.06577544513716192,18.600000480981848,82.43999999999998,4.929973,45.23905,0.0037692638539064765,0.034588002932408664,0.0,29.66,0.0,42.836956,0.0,0.005912383310959557,8.929990542130385,0.0,2.2132263,0.0,0.0028739838267562642,0.0,27.66000054573308,285.69999999999993,6.5705442,138.72902,0.008216339807419376,0.10627583138053015,317.4000089120518,0.0,46.321526,0.0,0.05783407868830043,0.0,101.6800027511176,3.5300000000000002,15.914814,0.6704125,0.019993101907225003,0.0007063608162845537,117.56000325971547,13.919999999999998,18.744503,3.1155014,0.023451235080292312,0.0030303708794598722,134.74999398908216,268.25,20.445976,134.94312,0.025480063386226104,0.10253910337737424
2025-12-26,full,353,127.534706,180.96811,249.76343938868746,213,353.9799963911877,498.00000000000006,0.16223841730658534,0.17033415740301788,356,35,0.9532371833397523,0.7584269662921348,384,2.033743143081665,0.907393991947174,-9.937318049187676e-05,341.13999627510316,416.17,121.220505,109.959206,0.15741082024176178,0.14278747631071467,12.840000116084486,51.36,6.3142095,28.323784,0.004827597064823562,0.02165525644107327,0.0,30.47,0.0,42.6851,0.0,0.005891424651229943,70.81999840617746,0.0,24.404013,0.0,0.03168981733527381,0.0,26.069999760758968,498.00000000000006,11.018104,180.96811,0.014307552410681722,0.17033415740301788,257.0899982242512,0.0,92.112595,0.0,0.11624104384545002,0.0,35.970000641817876,15.260000000000002,15.517401,2.3365355,0.01923356087379621,0.002763212803105667,70.69000034966835,10.190000000000001,25.869167,1.668863,0.03238951579928426,0.0018559078070946357,247.3199953997014,472.55000000000007,86.14815,176.9627,0.11061533930396886,0.1657150332113368
2025-12-28,full,353,80.105484,130.3872,238.051288327229,190,353.97000353969406,306.07000000000005,0.09698933150573229,0.11021598264604138,612,34,,,384,2.075883388519287,0.9059593081474304,3.715593077591912e-05,328.85000375281606,232.41000000000003,66.937416,66.23612,0.08692154508255699,0.08601089012009126,25.11999978687796,44.09,13.168064,24.501095,0.010067786423175299,0.01873257676285418,0.0,29.569999999999997,0.0,39.649982,0.0,0.005472515763095943,151.4700022486642,0.0,14.92815,0.0,0.019384938781229825,0.0,33.149999855818535,306.07000000000005,13.106299,130.3872,0.014978150310840673,0.11021598264604138,169.35000143521137,0.0,52.071037,0.0,0.06262624489044831,0.0,84.98000055851531,5.03,13.810698,1.085984,0.01617775477135164,0.0009812319820807311,83.89000041756591,10.959999999999999,16.365349,2.6238585,0.01949509329327761,0.001965618437478866,185.1000025636128,290.08,49.92944,126.67736,0.06131648307653204,0.10726912932815899
