Budget,Spend Exact match,Clicks Exact match,Purch Exact match,Spend Phrase match,Clicks Phrase match,Purch Phrase match,Spend Broad match,Clicks Broad match,Purch Broad match
Actual,0.02589399258128407,0.010749105979148145,0.012634653097212201,0.04966435440692248,0.024175573117193518,0.02724380432915402,0.9244416530117936,0.9650753181147533,0.9601215460918142
353,0.14700837561953994,0.12450187463486297,0.12606086373765268,0.30775316186452367,0.3052696602437222,0.3115315860356608,0.5452384625159361,0.5702284803028206,0.562407550883912
