Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,Bid,t_Clicks_OptCost
a1wizard,USA,Broad match,existing searches,0.8799999833799703,0.9139009568199996,0.4860722276673201,0.91390073,2.238259200204596e-07,2.353559642533092,0.55088806
adversarial machine learning course,USA,Broad match,new,1.0199999577266303,1.01743949498,0.6676434382325633,1.0174395,1.0383747417463953e-08,1.9860899832325287,0.5502348
ai certificate programs,USA,Broad match,existing,1.01999995772663,1.2786064938899997,0.6676435069438935,1.2786063,1.983043671494045e-07,1.9860897788317016,0.23631346
ai course,USA,Broad match,existing,1.01999995772663,1.39515220489,0.6357050475070349,1.3951522,-6.299269994514134e-09,2.0858729221116423,0.3879708
ai course online,USA,Broad match,existing,1.01999995772663,1.64377944789,0.6357049258715672,1.6437795,-6.83300929171793e-08,2.085873321221541,0.3879708
ai courses online,USA,Broad match,existing,1.0199999577266308,1.65319330789,0.6357049474850316,1.6531934,-4.6716628565590674e-08,2.0858732503035022,0.23631334
ai data model,USA,Exact match,existing,0.9499999698066875,0.9177892385000004,0.647130358027817,0.91778886,3.753179323995326e-07,1.908425320228304,0.2651666
ai data model,USA,Phrase match,existing,0.9499999698066875,1.1232447365,0.6471303740217438,1.1232445,2.1249792481192745e-07,1.9084252730612787,0.2651666
ai data model,USA,Broad match,existing,1.01999995772663,1.20165021249,0.8287016553515569,1.20165,1.8902961174127602e-07,1.6000932741978116,0.26516655
ai learning,USA,Broad match,existing,1.01999995772663,1.6221606738899998,0.6357049949501805,1.6221607,7.48520356808057e-10,2.085873094561002,0.67369187
ai machine learning course,USA,Broad match,new,1.01999995772663,1.1098869523799997,0.6676434955394845,1.1098869,6.769066862588602e-08,1.9860898127572624,0.3879708
ai machine learning course free,USA,Broad match,new,1.0199999577266303,1.23885842308,0.6676435683627453,1.2388583,8.09092846054682e-08,1.986089596124402,0.57067555
ai masters,USA,Broad match,existing,1.01999995772663,1.0958975488799996,0.6676434511798806,1.0958977,-1.2568054730266456e-07,1.9860899447171545,0.2363137
ai ml bootcamp,USA,Broad match,existing searches,1.0199999577266303,1.2793444371799998,0.667643425522285,1.2793444,-2.3265309678777157e-09,1.9860900210427663,0.3879708
ai online master degree,USA,Exact match,existing searches,0.9499999698066878,1.2588070212200002,0.6471305666759328,1.258807,7.732656759351644e-08,1.908424704912992,0.23631392
ai online master degree,USA,Phrase match,existing searches,0.9499999698066878,1.76652898152,0.6471306260359913,1.7665288,1.3668662601773462e-07,1.9084245298568323,0.23631388
ai online master degree,USA,Broad match,existing searches,1.01999995772663,1.5271302620899998,0.8287017504704319,1.5271302,1.592758525070792e-08,1.6000930905381632,0.23631358
ai training,USA,Phrase match,existing searches,0.8799999833799704,1.2883668307100002,0.5651409987245266,1.2883669,-8.308547094770803e-08,2.0242735546985067,0.31336308
