Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,Bid,t_Clicks_OptCost
a1wizard,USA,Broad match,existing searches,0.490000001017504,0.839685903462,0.4279301032148076,0.8396863,-3.7106650341289793e-07,1.488560857339361,-0.03868103
adversarial machine learning course,USA,Broad match,new,0.490000001017504,0.8343037157619996,0.4279301553333802,0.83430403,-3.189479308440824e-07,1.4885606760441985,0.1407311
ai and machine learning course free with certificate,USA,Exact match,new,0.4900000010175038,0.6782980444500002,0.4279301049778017,0.67829835,-3.0969886455345375e-07,1.4885608512067607,0.0095149875
ai and machine learning course free with certificate,USA,Broad match,new,0.490000001017504,0.8615603769499994,0.4279302085120416,0.8615606,-2.0616462459432938e-07,1.488560491061548,0.0095149875
ai and machine learning course in chennai,USA,Broad match,new,0.4900000010175038,1.0521272183,0.4279302716790589,1.0521274,-1.4299760731084632e-07,1.4885602713343336,0.009514928
ai and machine learning free online course,USA,Exact match,new,0.490000001017504,0.545509157649999,0.4279301892442754,0.5455094,-2.403335520595462e-07,1.4885605580847128,0.0095149875
ai and machine learning free online course,USA,Broad match,new,0.490000001017504,0.72877149015,0.4279301586680664,0.72877175,-2.5600859987484625e-07,1.488560664444449,0.0095149875
ai courses for non technical,USA,Exact match,existing searches,0.4900000010175038,0.5360017753499993,0.4279301426667221,0.53600204,-2.6455936352753895e-07,1.488560720105336,0.16117215
ai courses in islamabad,USA,Exact match,existing searches,0.490000001017504,0.5193991965999999,0.4279301396956839,0.51939946,-2.675304017207836e-07,1.4885607304401327,0.009514958
ai courses in islamabad,USA,Broad match,existing searches,0.4900000010175038,1.1078572565999998,0.4279302651372922,1.1078575,-2.0914401877014654e-07,1.488560294089943,0.009514928
ai machine learning course,USA,Exact match,new,0.490000001017504,0.7840624362499988,0.427930077937392,0.7840628,-3.6654159663029873e-07,1.4885609452672104,0.16117215
ai machine learning course,USA,Phrase match,new,0.4900000010175043,0.8934630877499993,0.427930099440139,0.8934633,-2.258295600521265e-07,1.4885608704695996,0.16117215
ai machine learning course,USA,Broad match,new,0.4900000010175041,0.7977194018499998,0.4279300696985868,0.7977198,-3.747804018239265e-07,1.4885609739260135,0.16117215
ai machine learning course free,USA,Exact match,new,0.490000001017504,0.7484329709000007,0.4279302128738776,0.7484332,-2.0180278859083245e-07,1.488560475888848,0.16117212
ai machine learning course free,USA,Phrase match,new,0.490000001017504,0.8578336223999999,0.4279302343766235,0.8578336,-1.486108458514934e-09,1.4885604010912874,0.16117215
ai machine learning course free,USA,Broad match,new,0.4900000010175043,0.9316953033999996,0.4279302568034726,0.93169546,-1.5787319362914334e-07,1.4885603230792317,0.16117215
ai machine learning free course,USA,Phrase match,new,0.490000001017505,0.5185282156499994,0.4279302433761728,0.51852846,-2.458062994259436e-07,1.488560369786252,-0.05570638
ai masters,USA,Phrase match,existing,0.4900000010175043,0.7222515650999997,0.4279301472914669,0.7222517,-1.4817590976434758e-07,1.488560704018101,0.0095149875
ai masters,USA,Broad match,existing,0.490000001017504,0.6265078791999998,0.4279301771545591,0.6265082,-2.9712675186921444e-07,1.4885606001389442,0.009514928
ai ml bootcamp,USA,Exact match,existing searches,0.4900000010175043,0.5880477084399993,0.4279300971509749,0.5880481,-3.9203149726496633e-07,1.488560878432489,0.16117215
ai ml bootcamp,USA,Broad match,existing searches,0.490000001017504,0.6523999647499998,0.4279302136303862,0.65240026,-2.9045324723142585e-07,1.4885604732573237,0.16117215
