Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Cost_USA,Opt_Cost_A,Opt_Cost_B,Opt_Cost_new,Opt_Cost_existing,Opt_Cost_existing_searches,Act_Cost_USA,Act_Cost_A,Act_Cost_B,Act_Cost_new,Act_Cost_existing,Act_Cost_existing_searches,N_Opt,N_Obs,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias
2025-12-20,450,100.19693,262.9592,220.00415171359694,351,449.8770135373101,456.1700000000001,232.77758311329336,215.05161514460022,2.047815279416525,407.3738166445227,42.503196892787415,0.0,379.69,42.73,33.75,0.0,456.1700000000001,0.0,276,39,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-20,500,109.3535,262.9592,244.5984982780913,351,499.91928678676027,456.1700000000001,254.11918154124692,245.8001052455133,0.0,452.7126440574891,47.20664272927115,0.0,379.69,42.73,33.75,0.0,456.1700000000001,0.0,307,39,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-20,550,125.53351,262.9592,266.7267495814624,351,549.8337448581281,456.1700000000001,258.82262737772663,258.8226273777264,32.188490102675075,494.0680257833336,55.76571907479437,0.0,379.69,42.73,33.75,0.0,456.1700000000001,0.0,337,39,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-21,300,223.7666,186.37947,314.6052737871656,270,299.9999414829265,340.28000000000003,0.0,0.0,299.9999414829265,259.3984237933737,40.601517689552686,0.0,295.09999999999997,25.719999999999995,19.46,0.0,340.28000000000003,0.0,99,37,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-21,350,257.5705,186.37947,365.4493959001385,270,349.9999999999965,340.28000000000003,0.0,0.0,349.9999999999965,292.3411236237637,57.65887637623278,0.0,295.09999999999997,25.719999999999995,19.46,0.0,340.28000000000003,0.0,104,37,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-21,400,298.04398,186.37947,415.6355355090211,270,399.9999780214458,340.28000000000003,0.0,0.0,399.9999780214458,342.34110164521303,57.658876376232826,0.0,295.09999999999997,25.719999999999995,19.46,0.0,340.28000000000003,0.0,109,37,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-21,450,330.10175,186.37947,465.4138532389053,270,449.999992807705,340.28000000000003,0.0,0.0,449.999992807705,392.3411164314723,57.65887637623274,0.0,295.09999999999997,25.719999999999995,19.46,0.0,340.28000000000003,0.0,120,37,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-21,500,364.547,186.37947,514.8333087383497,270,499.9999999999802,340.28000000000003,0.0,0.0,499.9999999999802,430.6548320665687,69.34516793341157,0.0,295.09999999999997,25.719999999999995,19.46,0.0,340.28000000000003,0.0,137,37,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-21,550,402.01773,186.37947,564.4395769759332,270,549.9999876871951,340.28000000000003,0.0,0.0,549.9999876871951,477.7332462689899,72.26674141820519,0.0,295.09999999999997,25.719999999999995,19.46,0.0,340.28000000000003,0.0,156,37,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-22,300,54.537457,195.05719,390.41287933604997,297,300.00000000000034,351.6900000000001,86.65993340296058,85.04380658159162,128.29626001544813,242.6782549012887,57.32174509871165,0.0,289.71000000000004,43.400000000000006,18.58,0.0,351.6900000000001,0.0,402,37,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
