Region,Match type,Daily Budget
A,Broad match,9.820003381356258
A,Exact match,0.0
A,Phrase match,0.0
B,Broad match,2.399999925884279
B,Exact match,0.0
B,Phrase match,0.0
USA,Broad match,218.78999684865215
USA,Exact match,32.799999375675064
USA,Phrase match,99.10000046843257
