Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,t_Clicks_OptCost,Bid
academy for systems change,USA,Broad match,existing searches,1.0,1.4079501001300003,0.3444862930239822,1.4079502,-6.275757291618336e-08,0.01185751,3.773735055140489
an introduction to systems thinking,USA,Broad match,existing searches,1.3000000415348991,1.4214566118600005,0.4489873416306609,1.4214566,3.646632373843772e-08,0.119291544,3.764026058858405
architecture and systems engineering,USA,Broad match,existing searches,1.3000000415348991,1.4684555657600002,0.4505437739585476,1.4684556,1.2705190677309021e-08,0.1720388,3.7510229897236527
architecture and systems engineering mit,USA,Broad match,existing searches,1.0,0.9986140948600006,0.3460429531401825,0.99861413,-3.754432675862064e-08,0.06460476,3.7567590618537117
basecamp,USA,Broad match,existing searches,1.3000000415348998,1.1057652808599998,0.3982552863531639,1.1057655,-1.8106169208387257e-07,0.17203873,4.243509406920253
best book on systems thinking,USA,Broad match,existing searches,1.3000000415351156,1.6400687619999998,0.4489872381047362,1.6400688,-7.45495620790848e-09,0.15746057,3.7640269267551445
best books on system thinking,USA,Broad match,existing searches,1.3000000415348991,1.33108868467,0.4026354180493638,1.3310888,-9.66868116680786e-08,0.23990452,4.197345733226509
best engineering fields to study,USA,Broad match,existing searches,1.3000000415348991,1.1210811186600005,0.3982555318641934,1.121081,1.2405398219783592e-07,0.17203891,4.243506790940609
best system design book,USA,Broad match,existing searches,1.3000000415349044,1.7591013324600004,0.4942796838622831,1.7591013,6.083066694806405e-08,0.23990452,3.4191169679275064
books on systems thinking,USA,Broad match,existing searches,1.3000000415348991,1.7994746841600004,0.4489872135331694,1.7994747,-3.20265229891703e-08,0.15746057,3.764027132747108
business systems courses,USA,Broad match,existing,1.0,1.4836853695600003,0.3275554133145779,1.4836854,-4.699948430442191e-09,0.01185751,3.968794125076801
certificate for project,A,Exact match,existing searches,13.39999955827195,14.35553971233,13.480156216045517,14.35554,-5.632437307667715e-07,5.3621216,1.292269848105944
certificate for project,A,Phrase match,existing searches,13.399999558271965,14.55277748893,13.571372051937354,14.552778,-7.550885552376485e-07,5.31262,1.283584250662909
certificate for project,A,Broad match,existing searches,13.399999558271956,14.76953923813,13.68685495964184,14.76954,-5.949388484083329e-07,5.502479,1.2727540020786041
