Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,t_Clicks_OptCost,Bid
alison,USA,Broad match,existing searches,1.0,2.57022755592,0.1428505703700731,2.570228,-5.439029981957333e-07,0.06460482,9.100418686689034
archetypes systems thinking,USA,Broad match,existing searches,1.4300000245084217,1.44462960487,0.148150260502019,1.4446293,2.933084155554156e-07,0.119291544,12.548071299784274
course monitoring and evaluation,B,Phrase match,existing searches,19.0699994399032,46.53528335590001,45.58873864907857,46.535282,1.2208902475663308e-06,22.235874,0.543796560433576
course monitoring and evaluation,B,Broad match,existing searches,19.069999439903214,47.59513505278001,46.41274591265092,47.595135,3.1767258690251765e-07,22.090893,0.5341420505162741
ethio coders et certification,USA,Broad match,existing searches,1.070000006862546,1.16076556645,0.1472295900400879,1.1607654,1.5698039557143773e-07,0.06460488,9.447829125534929
ethio coders et certification online,USA,Broad match,existing searches,1.4300000245084403,1.0475865212100002,0.213048359455392,1.0475863,1.993792506649328e-07,0.17203891,8.725718595595238
google project management certification,A,Phrase match,existing searches,19.069999439903214,14.43637128845,13.345342240483998,14.436369,2.346189258872755e-06,9.208437,1.8576518177757186
google project management certification,A,Broad match,existing searches,19.069999439903214,14.32703371063,13.33698804393536,14.327031,2.575070919164091e-06,9.180793,1.858815437953941
ibm project manager certification,USA,Broad match,existing searches,1.0,0.9579394958199998,0.1428512237252732,0.9579393,1.690568467438425e-07,0.06460482,9.100377064323352
ideo u systems thinking,USA,Broad match,existing searches,27.77000041692564,13.036778875500003,11.883399554401676,13.036777,2.3328364289199044e-06,3.9859955,3.0379354305756157
introduction to algorithmic thinking,USA,Broad match,existing searches,27.770000416925576,12.47640145615,11.408022173198646,12.476398,2.9881324223879342e-06,4.274347,3.164527557354935
lj lms,USA,Exact match,existing searches,1.0,0.7765166941401509,0.0882840934512165,0.7765166,7.779569899390992e-08,0.0,14.725189433115109
lj lms,USA,Phrase match,existing searches,1.0,0.8724457906300005,0.1428512023502763,0.87244564,1.476818498602484e-07,0.0,9.100378426023697
lms,USA,Phrase match,existing searches,1.070000006862546,1.1889065882600005,0.1472294709122832,1.1889066,3.785259083954885e-08,0.0,9.447836770058379
