Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,t_Clicks_OptCost,Bid
agile methodology certification,A,Exact match,existing searches,30.86999885479849,22.80106398279,21.981358913724907,22.801064,4.451923452108986e-07,15.397709,1.8256832377265222
agile methodology certification,A,Phrase match,existing searches,30.86999885479847,22.927503020090004,22.032988518995182,22.927504,-5.657254256163924e-07,15.348207,1.8214051387826982
application for leadership development program,USA,Exact match,existing searches,1.0,0.8763628972899995,0.3122772349250398,0.8763627,2.159011445179715e-07,0.011857629,4.1629675641007164
application for leadership development program,USA,Broad match,existing searches,1.0,0.9795942971920004,0.3122771451686849,0.97959423,6.654014483853389e-08,0.011857629,4.162968760642954
certificate for project,USA,Exact match,existing searches,1.0,1.0478007932900009,0.3168243309258041,1.0478005,2.5236592859911866e-07,0.06460482,4.10322021734007
certificate for project,USA,Phrase match,existing searches,1.0,1.1576226581320008,0.3168243993505677,1.1576226,8.237211313044669e-08,0.06460482,4.103219331165034
certificate for project,USA,Broad match,existing searches,1.0,1.198868256332001,0.3168242986217349,1.1988683,-1.8356719699852423e-08,0.06460482,4.103220635712999
certificate in systems thinking,B,Broad match,existing searches,8.419999991667797,18.172344190367,16.72042689967944,18.172348,-3.832093938171965e-06,14.685963,0.6546483564590084
critical thinking course free,USA,Broad match,existing searches,1.0,1.259087219947,0.3454838545257048,1.2590872,1.501383350976937e-08,0.011857629,3.76283864779932
critical thinking courses free,USA,Broad match,existing searches,1.0,1.1469258010470005,0.3454838335596653,1.1469258,-5.952206061365928e-09,0.011857629,3.762838876151029
cyber security training for managers,USA,Exact match,existing searches,1.0,0.7386361266100006,0.3122772777998046,0.73863614,-9.444992121743212e-09,0.06460482,4.16296699253734
cyber security training for managers,USA,Broad match,existing searches,1.0,1.1640890925100005,0.31227720667626,1.1640892,-1.103708591188024e-07,0.06460476,4.162967940685211
e learning lms,USA,Broad match,existing searches,25.189999031339216,10.46407123604,9.409497342492942,10.464071,-3.7763710381000244e-08,4.7069016,3.4802070236904945
embedded engineer,USA,Phrase match,existing searches,1.0,1.0371239706700006,0.312277249974505,1.0371239,5.213667542136593e-08,0.06460482,4.162967363476318
embedded systems certificate,USA,Phrase match,existing searches,1.0,0.7940281015770005,0.3122772258655595,0.79402804,5.783005230242112e-08,0.06460482,4.162967684872644
