Budget,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),clicks/$ (opt),avg kws (opt),se kws (opt),improvement in clicks,improvement in clicks/$,avg clicks (act),se clicks (act),avg cost (act),se cost (act),clicks/$ (act),avg n kws (act),se n kws (act)
300,322.17840419354843,7.771127305073733,299.92462739007,0.022822491838620614,1.0741978976422502,32.25806451612903,2.3431289355183607,0.7422961451750647,1.0216857404784319,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545
350,368.9888787096774,7.713214903538064,349.9296566180793,0.019022907477089922,1.054465866871066,37.03225806451613,2.5300277829949476,0.9954407018607183,0.984549226500567,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545
400,411.8718850000001,8.586158994193053,399.9477063973088,0.010904122389528486,1.0298143442554106,41.2,2.525911693836004,1.2273460548596806,0.9381540214247235,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545
450,454.68277766666677,9.122265307646503,449.91558256817933,0.021584229238777584,1.0105957545886177,45.43333333333333,2.5105219191461785,1.458861427379272,0.9019838252562693,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545
500,494.32419833333336,9.66997870669284,499.9297494096605,0.02911800741717407,0.9887873224529118,50.63333333333333,2.498957637102048,1.6732367347177004,0.8609394363520266,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545
550,535.1773179999999,10.721798058737791,549.9495946413148,0.02114922877920418,0.9731388534781092,55.166666666666664,2.566397955780231,1.8941647422661159,0.8314883578718735,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545
