Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff
360 learning,USA,Exact match,existing searches,1.0700000041592266,0.9001114702030006,0.4888375437064949,0.9001115,-2.6245516204781438e-08
360 learning,USA,Phrase match,existing searches,1.0700000041592266,0.9001114702030006,0.4888375437064949,0.9001115,-2.6245516204781438e-08
360 learning,USA,Broad match,existing searches,1.0700000041592264,0.9001114702030006,0.4888375437064949,0.9001115,-2.6245516204781438e-08
basecamp,USA,Exact match,existing searches,1.070000004156181,1.0312190437930007,0.36788586622647235,1.0312192,-2.0021029523142886e-07
basecamp,USA,Phrase match,existing searches,1.0700000041592264,1.031219043793001,0.36788586622647257,1.0312192,-2.0021029500938425e-07
basecamp,USA,Broad match,existing searches,1.0700000041592264,1.031219043793001,0.36788586622647257,1.0312192,-2.0021029500938425e-07
best online coding courses with certificates,USA,Phrase match,existing searches,1.0,0.8500728251800005,0.25517710469812793,0.8500728,2.4066871828765102e-08
best online coding courses with certificates,USA,Broad match,existing searches,1.0700000041592264,0.9521157091800003,0.35721998869812777,0.9521157,-5.370017985839581e-09
business administration certifications,USA,Exact match,existing searches,1.0700000041592264,0.7624833773630001,0.36788581719568747,0.7624835,-1.002294681695659e-07
business administration certifications,USA,Phrase match,existing searches,1.0700000041592264,0.7624833773630001,0.36788581719568747,0.7624835,-1.002294681695659e-07
business administration certifications,USA,Broad match,existing searches,1.0700000041592264,0.7624833773630001,0.36788581719568747,0.7624835,-1.002294681695659e-07
business courses online with certificates,USA,Exact match,existing searches,1.0700000041592266,0.8596278435930006,0.448638886903166,0.85962784,6.898633886365246e-10
business courses online with certificates,USA,Phrase match,existing searches,1.0700000041592266,0.8596278435930005,0.4486388869031659,0.85962784,6.898632776142222e-10
business courses online with certificates,USA,Broad match,existing searches,1.0700000041592252,0.8596278435930005,0.4486388869031659,0.85962784,6.898632776142222e-10
certificates for engineering students,USA,Exact match,existing searches,1.0700000041592264,0.7583827653600005,0.3653902390671996,0.7583828,-3.188121044939152e-08
certificates for engineering students,USA,Phrase match,existing searches,1.0700000041592264,0.7583827653600003,0.36539023906719936,0.7583828,-3.188121067143612e-08
certificates for engineering students,USA,Broad match,existing searches,1.0700000041592264,0.7583827653600003,0.36539023906719936,0.7583828,-3.188121067143612e-08
class central certificate,B,Exact match,existing searches,25.300000085237716,66.10179406168001,65.13555705310839,66.10179,2.6798440728725836e-06
class central certificate,B,Phrase match,existing searches,25.300000085237723,66.10179406168001,65.13555705310839,66.10179,2.6798440728725836e-06
class central certificate,B,Broad match,existing searches,25.300000085237716,66.10179406168001,65.13555705310839,66.10179,2.6798440728725836e-06
computer systems engineering vs computer science,USA,Exact match,existing searches,1.0700000041592264,1.0962846740399999,0.3653902872716588,1.0962846,4.6125571140365196e-08
computer systems engineering vs computer science,USA,Phrase match,existing searches,1.0700000041592261,1.09628467404,0.365390287271659,1.0962846,4.61255713624098e-08
computer systems engineering vs computer science,USA,Broad match,existing searches,1.0700000041592264,1.09628467404,0.365390287271659,1.0962846,4.61255713624098e-08
cost engineer certification,A,Exact match,existing searches,8.209999890490867,8.84077438944,8.270567628079831,8.8407755,-1.1003671289699923e-06
cost engineer certification,A,Phrase match,existing searches,8.209999890490867,8.84077438944,8.270567628079831,8.8407755,-1.1003671289699923e-06
cost engineer certification,A,Broad match,existing searches,8.209999890490867,8.84077438944,8.270567628079831,8.8407755,-1.1003671289699923e-06
coursera and edx,USA,Exact match,existing searches,1.0700000041592246,0.9940107733800004,0.35722002096911176,0.99401075,2.6900966010323657e-08
coursera and edx,USA,Phrase match,existing searches,1.0700000041592246,0.99401077338,0.3572200209691113,0.99401075,2.6900965566234447e-08
coursera and edx,USA,Broad match,existing searches,1.0700000041592246,0.9940107733800001,0.35722002096911143,0.99401075,2.690096567725675e-08
create design system,USA,Exact match,existing searches,1.0700000041592264,0.9433607255500005,0.36539033999854786,0.9433607,3.9247815442067235e-08
create design system,USA,Phrase match,existing searches,1.0700000041592264,0.9433607255500003,0.36539033999854764,0.9433607,3.924781522002263e-08
create design system,USA,Broad match,existing searches,1.0700000041592264,0.9433607255500003,0.36539033999854764,0.9433607,3.924781522002263e-08
digitalskill lms,USA,Exact match,existing searches,1.0700000041592248,0.9388415339100005,0.3572200658428313,0.9388415,1.2170040752934597e-08
digitalskill lms,USA,Phrase match,existing searches,1.0700000041592264,0.9388415339100004,0.35722006584283117,0.9388415,1.2170040641912294e-08
donella h meadows thinking in systems,USA,Exact match,existing searches,1.0700000041592264,0.9949673753800004,0.3572200876297562,0.9949674,-2.564767909163379e-08
donella h meadows thinking in systems,USA,Phrase match,existing searches,1.0700000041592264,0.9949673753800001,0.357220087629756,0.9949674,-2.5647679313678395e-08
e learning lms,USA,Exact match,existing searches,1.0700000041592264,0.9862311050330006,0.47838236540897716,0.98623115,-4.320994984041704e-08
e learning lms,USA,Phrase match,existing searches,1.0700000041592297,0.9862311050330003,0.47838236540897683,0.98623115,-4.3209950173483946e-08
e learning lms,USA,Broad match,existing searches,1.0700000041592297,0.9862311050330004,0.47838236540897694,0.98623115,-4.3209950062461644e-08
edx certificate,USA,Exact match,existing searches,1.0700000041592264,0.6604614539900008,0.36539020975019365,0.6604614,2.8208750779690206e-08
edx certificate,USA,Phrase match,existing searches,1.0700000041592264,0.6604614539900009,0.36539020975019376,0.6604614,2.820875089071251e-08
edx certificate,USA,Broad match,existing searches,1.0700000041592264,0.6604614539900006,0.36539020975019343,0.6604614,2.82087505576456e-08
edx cs50x,USA,Exact match,existing searches,1.0700000041592264,0.82423172879,0.36539028572817134,0.8242316,1.04186728466793e-07
edx cs50x,USA,Phrase match,existing searches,1.0700000041592264,0.8242317287900002,0.36539028572817156,0.8242316,1.041867286888376e-07
edx cs50x,USA,Broad match,existing searches,1.0700000041592264,0.8242317287900002,0.36539028572817156,0.8242316,1.041867286888376e-07
edx edu,USA,Exact match,existing searches,1.0700000041592246,0.8901842496599999,0.35721996047161486,0.8901844,-1.528058204414151e-07
edx edu,USA,Phrase match,existing searches,1.0700000041592246,0.8901842496599998,0.35721996047161475,0.8901844,-1.528058205524374e-07
edx edu,USA,Broad match,existing searches,1.0700000041592246,0.8901842496599999,0.35721996047161486,0.8901844,-1.528058204414151e-07
edx mit certificate,USA,Exact match,existing searches,1.0700000041592264,0.7780313039200005,0.36539025548860404,0.7780314,-1.0486677315402204e-07
edx mit certificate,USA,Phrase match,existing searches,1.0700000041592264,0.7780313039200005,0.36539025548860404,0.7780314,-1.0486677315402204e-07
edx mit certificate,USA,Broad match,existing searches,1.0700000041592264,0.7780313039200006,0.36539025548860415,0.7780314,-1.0486677304299974e-07
google career certificate program,USA,Broad match,existing searches,1.0700000041592264,0.9278823191500001,0.3572199994898133,0.92788243,-1.1378762199143466e-07
harvardx,A,Exact match,existing searches,8.209999890490863,9.238920013480001,8.420878986887747,9.238921,-1.15198630723512e-06
harvardx,A,Phrase match,existing searches,8.209999890490863,9.238920013480001,8.420878986887747,9.238921,-1.15198630723512e-06
harvardx,A,Broad match,existing searches,8.209999890490861,9.238920013480001,8.420878986887747,9.238921,-1.15198630723512e-06
how to become a it specialist,USA,Exact match,existing searches,1.0700000041592264,0.885814342963,0.36788580225636547,0.8858145,-1.449711125589559e-07
how to become a it specialist,USA,Phrase match,existing searches,1.0700000041592264,0.8858143429630007,0.36788580225636613,0.8858145,-1.4497111189282208e-07
how to become a it specialist,USA,Broad match,existing searches,1.0700000041592264,0.8858143429630008,0.36788580225636625,0.8858145,-1.4497111178179978e-07
https www coursera org learn foundations of project management,USA,Phrase match,existing searches,1.0700000041592264,0.9597112538799998,0.3572200539097544,0.9597112,5.984160866834287e-08
https www coursera org learn foundations of project management,USA,Broad match,existing searches,1.0700000041592264,0.9597112538799998,0.3572200539097544,0.9597112,5.984160866834287e-08
https www harvard edu online courses,USA,Broad match,existing searches,1.0700000041592261,0.8369681570700005,0.3572199974230126,0.83696824,-8.605210033429955e-08
information architecture degree,USA,Exact match,existing searches,1.0700000041592264,0.9208759113930004,0.5591353222511547,0.92087597,-5.515591927629515e-08
information architecture degree,USA,Phrase match,existing searches,1.0700000041592264,0.9208759113930002,0.5591353222511545,0.92087597,-5.5155919498339756e-08
information architecture degree,USA,Broad match,existing searches,1.0700000041592264,0.9208759113930002,0.5591353222511545,0.92087597,-5.5155919498339756e-08
isaca certified in risk and information systems control crisc,A,Exact match,existing searches,8.209999890490865,9.284147573650001,8.425953282058357,9.284148,-6.42597557387603e-07
isaca certified in risk and information systems control crisc,A,Phrase match,existing searches,8.209999890490865,9.284147573650001,8.425953282058357,9.284148,-6.42597557387603e-07
isaca certified in risk and information systems control crisc,A,Broad match,existing searches,8.209999890490867,9.284147573650001,8.425953282058357,9.284148,-6.42597557387603e-07
knowledge learning platform,USA,Exact match,existing searches,1.0700000041592266,0.9508768040630005,0.4486389476749084,0.9508768,3.1659283417084794e-08
knowledge learning platform,USA,Phrase match,existing searches,1.0700000041592264,0.9508768040630005,0.4486389476749084,0.9508768,3.1659283417084794e-08
knowledge learning platform,USA,Broad match,existing searches,1.0700000041592264,0.9508768040630002,0.4486389476749082,0.9508768,3.165928319504019e-08
learning it online,USA,Exact match,existing searches,1.0700000041592264,0.8275503490630002,0.4080845390024991,0.8275504,-6.216136505532432e-08
learning it online,USA,Phrase match,existing searches,1.0700000041592264,0.8275503490630002,0.4080845390024991,0.8275504,-6.216136505532432e-08
learning it online,USA,Broad match,existing searches,1.0700000041592257,0.8275503490630005,0.4080845390024994,0.8275504,-6.216136472225742e-08
lms learning program,USA,Exact match,existing,1.0700000041592264,1.059157605343001,0.48883759515775926,1.0591576,-4.596574232351713e-09
lms learning program,USA,Phrase match,existing,1.0700000041592264,1.059157605343,0.4888375951577584,1.0591576,-4.596575120530133e-09
lms learning program,USA,Broad match,existing,1.070000004159228,1.059157605343,0.4888375951577584,1.0591576,-4.596575120530133e-09
microsoft certified systems engineer,A,Exact match,existing searches,8.209999890490865,9.203904051450001,8.475566048291432,9.203905,-1.0541408190789525e-06
