study,embedding_method,n_components,target,feature_set,n_features_raw,feature_cols_hash,selected_model,cv_mse,mse_train,mse_test,r2_test,best_params,cv_mse_glm,cv_mse_xgb,cv_mse_rf,global_bias,top_decile_lift,conditional_mae,r2_score
feature_combos,bert,50,epc,baseline,66,c9c918aaa8109e9eaa1481bcae4f6751,xgb,44762.755535465534,41813.37394250845,38831.35549394078,-0.0060260606473641065,"{""model__colsample_bytree"": 1.0, ""model__learning_rate"": 0.3, ""model__max_depth"": 2, ""model__n_estimators"": 10, ""model__subsample"": 1.0}",45008.03625914992,44762.755535465534,,4.287627543473436,4.53233289542651,56.48886902987369,-0.0060260606473641065
feature_combos,bert,50,epc,baseline+hhi,67,f6e42161c7e52c9b8f9b515c408613d6,xgb,44762.755535465534,41813.37394250845,38831.35549394078,-0.0060260606473641065,"{""model__colsample_bytree"": 1.0, ""model__learning_rate"": 0.3, ""model__max_depth"": 2, ""model__n_estimators"": 10, ""model__subsample"": 1.0}",45011.13827210949,44762.755535465534,,4.287627543473436,4.53233289542651,56.48886902987369,-0.0060260606473641065
feature_combos,bert,50,epc,baseline+entropy,67,18daa902168e4b201eef5b9ffc031d0f,xgb,44762.755535465534,41813.37394250845,38831.35549394078,-0.0060260606473641065,"{""model__colsample_bytree"": 1.0, ""model__learning_rate"": 0.3, ""model__max_depth"": 2, ""model__n_estimators"": 10, ""model__subsample"": 1.0}",44997.51842167681,44762.755535465534,,4.287627543473436,4.53233289542651,56.48886902987369,-0.0060260606473641065
feature_combos,bert,50,epc,baseline+interaction,69,e9e908729ddb3c0cfbb835070fc6f0ba,xgb,44762.755535465534,41813.37394250845,38831.35549394078,-0.0060260606473641065,"{""model__colsample_bytree"": 1.0, ""model__learning_rate"": 0.3, ""model__max_depth"": 2, ""model__n_estimators"": 10, ""model__subsample"": 1.0}",44986.36297578619,44762.755535465534,,4.287627543473436,4.53233289542651,56.48886902987369,-0.0060260606473641065
feature_combos,bert,50,epc,baseline+hhi+entropy,68,7332c2f7cb8359c5a72b0fa170590fb9,xgb,44762.755535465534,41813.37394250845,38831.35549394078,-0.0060260606473641065,"{""model__colsample_bytree"": 1.0, ""model__learning_rate"": 0.3, ""model__max_depth"": 2, ""model__n_estimators"": 10, ""model__subsample"": 1.0}",45002.11090953138,44762.755535465534,,4.287627543473436,4.53233289542651,56.48886902987369,-0.0060260606473641065
feature_combos,bert,50,epc,baseline+hhi+interaction,70,89c487ce2bff79b4bdfbe81e628e753e,xgb,44762.755535465534,41813.37394250845,38831.35549394078,-0.0060260606473641065,"{""model__colsample_bytree"": 1.0, ""model__learning_rate"": 0.3, ""model__max_depth"": 2, ""model__n_estimators"": 10, ""model__subsample"": 1.0}",44992.89561545559,44762.755535465534,,4.287627543473436,4.53233289542651,56.48886902987369,-0.0060260606473641065
feature_combos,bert,50,epc,baseline+entropy+interaction,70,08d93013baa2c74e8885e5739b3bffe9,xgb,44762.755535465534,41813.37394250845,38831.35549394078,-0.0060260606473641065,"{""model__colsample_bytree"": 1.0, ""model__learning_rate"": 0.3, ""model__max_depth"": 2, ""model__n_estimators"": 10, ""model__subsample"": 1.0}",44984.81868050768,44762.755535465534,,4.287627543473436,4.53233289542651,56.48886902987369,-0.0060260606473641065
feature_combos,bert,50,epc,baseline+hhi+entropy+interaction,71,68b176c471f117b1d578454370c12414,xgb,44762.755535465534,41813.37394250845,38831.35549394078,-0.0060260606473641065,"{""model__colsample_bytree"": 1.0, ""model__learning_rate"": 0.3, ""model__max_depth"": 2, ""model__n_estimators"": 10, ""model__subsample"": 1.0}",44989.618821883414,44762.755535465534,,4.287627543473436,4.53233289542651,56.48886902987369,-0.0060260606473641065
