Budget,Spend New,Clicks New,Conv New,Purch New,Spend Existing,Clicks Existing,Conv Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Conv Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
362,0.3776949360615572,0.36935832008965036,0.36679542531740883,0.36551054165641267,0.2874681258301337,0.34792002005698724,0.3476274898127839,0.3444992646527198,0.33483693810830895,0.2827216660253637,0.2855770862159187,0.28999019487673194
