Budget,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),avg conv (opt),se conv (opt),avg purch (opt),se purch (opt),clicks/$ (opt),avg kws (opt),se kws (opt),improvement in clicks,improvement in clicks/$,improvement in conv,improvement in purch,avg clicks (act),se clicks (act),avg cost (act),se cost (act),avg conv (act),se conv (act),avg purch (act),se purch (act),clicks/$ (act),avg n kws (act),se n kws (act)
362,260.9076740645162,12.040811245378789,362.67431885254695,0.18019394662076602,12.287951641438614,0.5414115293024077,0.1697628130488736,0.007162678786912292,0.7193993632909912,97.2258064516129,23.753922581669656,0.41095253080995187,0.3539399375728734,0.44465387658742433,0.4717903553237467,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,8.50581017403652,0.29454210806696723,0.11534442553914633,0.003990183134743271,0.5313377228391793,36.87096774193548,0.40624674816596545
